FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
0,NO,2.337,YES,1.732,3.32,-6.61,NO,3.633,YES,2.837,70.844,GAUCHE,-141.598,-83.209,-128.473,S214H_dimer_validated_mini00000.yob
1,YES,1.904,YES,1.669,3.705,-6.61,NO,4.378,YES,2.805,52.915,GAUCHE,-153.419,-85.368,-139.79,S214H_dimer_validated_mini00001.yob
2,YES,2.038,YES,1.852,3.627,-6.61,NO,4.253,YES,2.755,51.259,GAUCHE,-159.258,-82.162,-117.608,S214H_dimer_validated_mini00002.yob
3,NO,2.38,YES,1.662,3.474,-6.61,NO,3.902,YES,2.876,68.604,GAUCHE,-149.105,-88.413,-131.09,S214H_dimer_validated_mini00003.yob
4,NO,2.167,YES,1.757,3.341,-6.61,NO,3.694,YES,2.904,74.693,GAUCHE,-136.271,-89.269,-128.247,S214H_dimer_validated_mini00004.yob
5,YES,2.021,YES,1.851,3.804,-6.61,NO,4.112,YES,2.953,76.385,GAUCHE,-132.813,-79.925,-106.397,S214H_dimer_validated_mini00005.yob
6,YES,1.772,NO,2.1,3.161,-6.61,NO,3.51,YES,2.881,80.299,GAUCHE,-159.252,-86.415,-120.205,S214H_dimer_validated_mini00006.yob
7,YES,2.128,YES,1.833,3.488,-6.61,NO,4.153,YES,2.848,68.488,GAUCHE,-132.778,-83.072,-127.596,S214H_dimer_validated_mini00007.yob
8,YES,1.927,YES,1.737,3.298,-6.61,NO,3.57,YES,2.899,84.038,GAUCHE,-155.443,-92.947,-127.915,S214H_dimer_validated_mini00008.yob
9,NO,2.025,YES,1.983,3.242,-6.61,YES,3.139,YES,2.933,68.0,GAUCHE,-158.269,-77.288,-114.72,S214H_dimer_validated_mini00009.yob
10,YES,1.704,YES,1.825,2.985,-6.61,YES,3.437,YES,2.94,62.255,GAUCHE,-153.328,-86.192,-128.307,S214H_dimer_validated_mini00010.yob
11,NO,2.472,YES,1.746,3.197,-6.61,NO,3.527,YES,2.814,78.777,GAUCHE,-152.567,-85.363,-128.31,S214H_dimer_validated_mini00011.yob
12,YES,2.097,YES,1.68,3.653,-6.61,NO,4.067,YES,2.85,57.767,GAUCHE,-159.661,-73.934,-122.302,S214H_dimer_validated_mini00012.yob
13,YES,2.013,YES,1.818,3.256,-6.61,NO,4.03,YES,2.913,76.226,GAUCHE,-133.403,-64.393,-150.207,S214H_dimer_validated_mini00013.yob
14,YES,2.259,YES,1.785,3.558,-6.61,NO,4.264,YES,2.768,75.895,GAUCHE,-151.844,-71.38,-111.731,S214H_dimer_validated_mini00014.yob
15,NO,2.37,YES,1.791,3.637,-6.61,NO,4.435,YES,2.881,85.063,GAUCHE,-145.34,-74.336,-123.497,S214H_dimer_validated_mini00015.yob
16,YES,2.017,YES,1.969,3.571,-6.61,NO,4.052,YES,2.814,70.703,GAUCHE,-149.252,-87.118,-138.417,S214H_dimer_validated_mini00016.yob
17,NO,2.423,YES,1.835,3.292,-6.61,NO,3.768,YES,3.043,66.215,GAUCHE,-146.34,-74.756,-120.486,S214H_dimer_validated_mini00017.yob
18,NO,3.1,YES,1.876,3.607,-6.61,NO,4.809,NO,3.527,76.224,GAUCHE,-159.831,-79.998,-120.702,S214H_dimer_validated_mini00018.yob
19,YES,2.319,YES,1.794,3.413,-6.61,NO,4.425,YES,3.124,83.823,GAUCHE,-144.37,-68.415,-114.847,S214H_dimer_validated_mini00019.yob
20,YES,2.018,YES,1.855,3.256,-6.61,NO,3.733,YES,2.775,52.604,GAUCHE,-138.253,-90.202,-123.057,S214H_dimer_validated_mini00020.yob
21,YES,1.884,YES,1.923,3.369,-6.61,NO,4.267,YES,2.886,43.413,UNDEFINED,-139.284,-70.644,-111.536,S214H_dimer_validated_mini00021.yob
22,NO,2.433,YES,1.656,2.915,-6.61,NO,3.709,YES,2.964,57.744,GAUCHE,-128.056,-70.579,-108.977,S214H_dimer_validated_mini00022.yob
23,NO,2.383,YES,1.884,3.501,-6.61,NO,4.296,YES,2.967,76.515,GAUCHE,-145.105,-66.761,-126.781,S214H_dimer_validated_mini00023.yob
24,NO,2.293,YES,1.794,3.41,-6.61,NO,3.609,YES,2.922,68.352,GAUCHE,-141.901,-74.426,-124.914,S214H_dimer_validated_mini00024.yob
25,YES,2.104,YES,1.709,3.082,-6.61,NO,3.673,YES,2.911,61.239,GAUCHE,-140.528,-74.713,-134.747,S214H_dimer_validated_mini00025.yob
26,NO,2.573,YES,1.775,3.469,-6.61,NO,4.718,YES,2.812,59.673,GAUCHE,-140.237,-78.655,-118.724,S214H_dimer_validated_mini00026.yob
27,YES,2.135,YES,1.735,3.627,-6.61,NO,4.18,YES,3.157,76.092,GAUCHE,-143.903,-68.487,-131.574,S214H_dimer_validated_mini00027.yob
28,NO,2.367,YES,2.046,3.122,-6.61,NO,3.989,YES,2.882,82.092,GAUCHE,-151.199,-75.656,-97.694,S214H_dimer_validated_mini00028.yob
29,YES,1.922,YES,1.724,3.444,-6.61,NO,4.378,YES,2.76,72.782,GAUCHE,-136.438,-93.72,-144.837,S214H_dimer_validated_mini00029.yob
30,YES,2.103,YES,1.697,3.233,-6.61,NO,3.884,YES,2.86,67.615,GAUCHE,-151.925,-81.62,-136.798,S214H_dimer_validated_mini00030.yob
31,YES,1.924,YES,1.829,3.39,-6.61,NO,3.677,YES,2.97,71.748,GAUCHE,-148.251,-74.871,-135.87,S214H_dimer_validated_mini00031.yob
32,YES,2.046,YES,1.83,3.431,-6.61,NO,4.378,YES,2.705,73.395,GAUCHE,-151.814,-76.35,-121.343,S214H_dimer_validated_mini00032.yob
33,YES,1.72,YES,1.814,3.014,-6.61,NO,3.957,YES,2.9,50.382,GAUCHE,-155.118,-78.806,-132.683,S214H_dimer_validated_mini00033.yob
34,YES,2.131,YES,1.883,3.272,-6.61,NO,3.988,YES,2.764,69.984,GAUCHE,-140.046,-73.179,-146.823,S214H_dimer_validated_mini00034.yob
35,YES,1.951,YES,1.829,3.412,-6.61,NO,4.146,YES,2.82,61.62,GAUCHE,-152.823,-73.999,-140.269,S214H_dimer_validated_mini00035.yob
36,YES,2.207,YES,2.036,3.646,-6.61,NO,4.494,YES,3.046,53.899,GAUCHE,-152.228,-79.064,-124.823,S214H_dimer_validated_mini00036.yob
37,YES,1.87,YES,1.864,3.532,-6.61,NO,3.843,YES,2.821,79.713,GAUCHE,-143.229,-81.925,-152.292,S214H_dimer_validated_mini00037.yob
38,YES,2.096,YES,1.74,3.513,-6.61,NO,3.832,YES,2.95,60.435,GAUCHE,-163.407,-82.796,-121.283,S214H_dimer_validated_mini00038.yob
39,YES,1.844,YES,1.711,3.44,-6.61,NO,4.464,YES,2.746,56.097,GAUCHE,-146.516,-78.601,-110.759,S214H_dimer_validated_mini00039.yob
40,NO,2.629,YES,1.731,3.307,-6.61,NO,3.867,YES,3.129,69.411,GAUCHE,-129.22,-80.965,-126.833,S214H_dimer_validated_mini00040.yob
41,YES,2.067,YES,1.728,3.373,-6.61,NO,3.781,YES,2.93,68.585,GAUCHE,-152.949,-80.179,-141.212,S214H_dimer_validated_mini00041.yob
42,YES,2.194,YES,1.746,3.292,-6.61,NO,4.219,YES,2.676,45.907,UNDEFINED,-155.705,-78.786,-124.635,S214H_dimer_validated_mini00042.yob
43,NO,2.074,YES,1.783,3.081,-6.61,YES,3.41,YES,3.116,61.933,GAUCHE,-134.084,-81.588,-121.887,S214H_dimer_validated_mini00043.yob
44,YES,2.178,YES,1.736,3.355,-6.61,NO,4.04,YES,2.728,59.259,GAUCHE,-152.867,-77.376,-110.156,S214H_dimer_validated_mini00044.yob
45,YES,2.324,YES,1.907,3.391,-6.61,NO,4.187,YES,2.926,61.411,GAUCHE,-152.091,-74.497,-133.872,S214H_dimer_validated_mini00045.yob
46,NO,2.633,YES,1.875,3.707,-6.61,NO,4.491,YES,2.662,73.022,GAUCHE,-145.406,-61.926,-136.214,S214H_dimer_validated_mini00046.yob
47,NO,2.425,YES,1.645,3.114,-6.61,YES,3.393,YES,3.081,85.566,GAUCHE,-158.504,-79.506,-137.776,S214H_dimer_validated_mini00047.yob
48,YES,2.149,YES,1.652,3.463,-6.61,NO,4.186,NO,2.946,64.639,GAUCHE,-138.381,-82.714,-116.678,S214H_dimer_validated_mini00048.yob
49,NO,2.667,YES,1.717,3.419,-6.61,NO,3.866,YES,2.85,80.296,GAUCHE,-149.527,-74.255,-140.998,S214H_dimer_validated_mini00049.yob
