FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
23,YES,1.842,NO,2.252,3.54,-5.44,NO,3.947,YES,3.125,78.732,GAUCHE,-138.144,-96.851,-134.792,WT_Dimer_validated_mini00023.yob
24,YES,1.889,YES,1.846,3.293,-5.44,NO,3.772,YES,2.79,70.374,GAUCHE,-141.429,-83.693,-130.801,WT_Dimer_validated_mini00024.yob
25,YES,1.95,YES,1.66,3.348,-5.44,NO,4.179,YES,2.923,58.856,GAUCHE,-137.854,-86.378,-141.212,WT_Dimer_validated_mini00025.yob
26,NO,3.804,YES,1.864,3.632,-5.44,NO,4.748,NO,4.635,49.32,UNDEFINED,-139.628,-73.295,-109.329,WT_Dimer_validated_mini00026.yob
27,NO,3.687,YES,1.886,3.5,-5.44,NO,4.868,NO,4.613,65.394,GAUCHE,-140.455,-63.837,-109.154,WT_Dimer_validated_mini00027.yob
28,NO,4.208,YES,1.914,3.77,-5.44,NO,5.056,NO,3.152,43.059,UNDEFINED,-165.903,-88.765,-115.993,WT_Dimer_validated_mini00028.yob
29,NO,4.219,YES,2.029,3.722,-5.44,NO,4.609,NO,3.582,64.666,GAUCHE,-134.256,-73.29,-134.826,WT_Dimer_validated_mini00029.yob
30,NO,3.342,YES,2.094,3.645,-5.44,NO,4.793,NO,4.909,72.792,GAUCHE,-139.507,-75.271,-122.853,WT_Dimer_validated_mini00030.yob
31,NO,2.747,YES,2.018,3.797,-5.44,NO,4.888,YES,2.722,51.437,GAUCHE,-142.551,-79.891,-116.028,WT_Dimer_validated_mini00031.yob
32,YES,2.388,YES,2.071,3.284,-5.44,NO,3.938,YES,3.04,57.693,GAUCHE,-148.44,-80.907,-107.894,WT_Dimer_validated_mini00032.yob
33,YES,2.188,NO,1.957,3.116,-5.44,YES,3.448,YES,2.829,34.176,UNDEFINED,-154.373,-78.748,-113.407,WT_Dimer_validated_mini00033.yob
34,NO,2.441,YES,1.736,3.185,-5.44,NO,3.854,YES,2.79,58.257,GAUCHE,-135.536,-74.907,-147.158,WT_Dimer_validated_mini00034.yob
35,YES,2.228,YES,1.739,3.181,-5.44,NO,3.976,YES,2.895,47.228,UNDEFINED,-136.526,-73.021,-114.116,WT_Dimer_validated_mini00035.yob
36,YES,2.05,YES,1.981,3.366,-5.44,NO,3.96,YES,2.803,40.476,UNDEFINED,-141.811,-82.176,-132.371,WT_Dimer_validated_mini00036.yob
37,YES,2.344,YES,2.135,3.327,-5.44,NO,4.211,YES,2.892,62.751,GAUCHE,-144.621,-84.803,-124.101,WT_Dimer_validated_mini00037.yob
38,YES,2.015,YES,1.762,2.954,-5.44,YES,3.406,NO,2.857,59.723,GAUCHE,-132.715,-81.101,-119.974,WT_Dimer_validated_mini00038.yob
39,YES,1.966,YES,1.84,3.411,-5.44,NO,3.872,YES,2.872,52.735,GAUCHE,-142.833,-79.426,-133.152,WT_Dimer_validated_mini00039.yob
40,YES,1.891,YES,2.004,3.022,-5.44,NO,3.598,YES,2.908,48.825,UNDEFINED,-139.131,-72.189,-115.087,WT_Dimer_validated_mini00040.yob
41,YES,1.923,YES,1.732,3.585,-5.44,NO,3.644,YES,2.818,65.244,GAUCHE,-132.879,-86.517,-124.942,WT_Dimer_validated_mini00041.yob
42,NO,2.057,YES,1.806,3.351,-5.44,YES,3.319,NO,3.352,69.971,GAUCHE,-147.791,-87.379,-126.74,WT_Dimer_validated_mini00042.yob
43,NO,2.499,NO,2.031,3.429,-5.44,NO,4.297,YES,2.747,54.898,GAUCHE,-157.186,-70.583,-115.589,WT_Dimer_validated_mini00043.yob
44,NO,2.629,YES,1.777,3.836,-5.44,NO,4.714,YES,2.904,73.494,GAUCHE,-149.472,-63.233,-140.346,WT_Dimer_validated_mini00044.yob
45,YES,1.934,YES,1.826,3.326,-5.44,NO,4.529,YES,2.851,44.184,UNDEFINED,-153.047,-85.56,-126.036,WT_Dimer_validated_mini00045.yob
46,NO,2.306,YES,1.946,3.356,-5.44,NO,3.965,YES,2.85,57.534,GAUCHE,-159.614,-80.781,-121.001,WT_Dimer_validated_mini00046.yob
47,YES,2.164,NO,2.013,3.209,-5.44,YES,3.281,YES,2.98,66.365,GAUCHE,-159.088,-90.252,-101.595,WT_Dimer_validated_mini00047.yob
48,NO,2.781,YES,2.102,3.753,-5.44,NO,4.737,YES,3.11,63.171,GAUCHE,-149.999,-71.389,-144.463,WT_Dimer_validated_mini00048.yob
49,NO,3.029,YES,2.249,3.614,-5.44,NO,4.767,NO,3.397,64.095,GAUCHE,-161.91,-85.138,-133.945,WT_Dimer_validated_mini00049.yob
50,YES,1.916,YES,1.778,3.442,-5.44,NO,3.857,YES,2.938,56.598,GAUCHE,-148.85,-74.184,-134.112,WT_Dimer_validated_mini00050.yob
51,NO,2.408,YES,1.71,3.301,-5.44,NO,3.962,YES,2.882,68.914,GAUCHE,-158.382,-75.917,-138.49,WT_Dimer_validated_mini00051.yob
52,NO,2.305,YES,1.944,3.177,-5.44,NO,3.552,YES,2.929,54.488,GAUCHE,-145.088,-81.357,-138.504,WT_Dimer_validated_mini00052.yob
53,NO,2.628,YES,1.832,3.335,-5.44,NO,3.88,YES,2.755,59.656,GAUCHE,-148.954,-86.919,-124.61,WT_Dimer_validated_mini00053.yob
54,NO,2.457,YES,2.097,3.503,-5.44,NO,3.895,YES,2.908,43.62,UNDEFINED,-141.098,-82.893,-121.895,WT_Dimer_validated_mini00054.yob
55,YES,2.221,YES,1.787,3.181,-5.44,NO,3.444,YES,2.981,66.416,GAUCHE,-150.338,-74.324,-129.104,WT_Dimer_validated_mini00055.yob
56,YES,2.032,YES,1.838,3.147,-5.44,NO,3.78,YES,2.82,55.918,GAUCHE,-126.697,-90.581,-110.185,WT_Dimer_validated_mini00056.yob
57,YES,2.02,YES,1.705,3.551,-5.44,NO,4.42,YES,2.945,63.406,GAUCHE,-152.309,-79.858,-148.168,WT_Dimer_validated_mini00057.yob
58,NO,2.868,YES,1.853,3.706,-5.44,NO,4.979,NO,3.558,71.323,GAUCHE,-142.173,-72.921,-126.635,WT_Dimer_validated_mini00058.yob
59,NO,3.246,YES,2.073,3.754,-5.44,NO,4.911,NO,3.548,84.533,GAUCHE,-139.933,-84.656,-113.235,WT_Dimer_validated_mini00059.yob
60,YES,1.872,YES,1.985,3.71,-5.44,NO,4.555,YES,3.004,66.292,GAUCHE,-153.526,-74.559,-124.929,WT_Dimer_validated_mini00060.yob
61,NO,3.769,YES,2.126,3.778,-5.44,NO,5.313,NO,3.073,52.532,GAUCHE,-147.233,-75.687,-120.733,WT_Dimer_validated_mini00061.yob
62,NO,3.391,YES,1.91,3.975,-5.44,NO,5.369,NO,3.297,70.021,GAUCHE,-141.918,-87.932,-135.02,WT_Dimer_validated_mini00062.yob
63,NO,3.638,YES,1.983,3.839,-5.44,NO,5.449,YES,3.029,55.493,GAUCHE,-158.372,-69.983,-122.331,WT_Dimer_validated_mini00063.yob
64,NO,2.998,YES,1.748,3.748,-5.44,NO,4.937,YES,2.912,63.323,GAUCHE,-144.257,-72.874,-132.218,WT_Dimer_validated_mini00064.yob
65,NO,3.84,YES,1.846,3.845,-5.44,NO,5.241,NO,3.39,65.935,GAUCHE,-138.554,-81.514,-136.618,WT_Dimer_validated_mini00065.yob
66,NO,4.114,YES,1.839,3.748,-5.44,NO,5.263,NO,3.624,65.049,GAUCHE,-141.61,-80.773,-117.876,WT_Dimer_validated_mini00066.yob
67,NO,4.018,YES,1.809,3.771,-5.44,NO,4.972,NO,3.676,75.301,GAUCHE,-152.089,-84.093,-120.452,WT_Dimer_validated_mini00067.yob
68,NO,3.887,YES,1.844,4.302,-5.44,NO,5.584,NO,3.695,59.736,GAUCHE,-118.067,-66.531,-125.325,WT_Dimer_validated_mini00068.yob
69,NO,3.738,YES,1.935,3.938,-5.44,NO,5.301,NO,3.53,68.493,GAUCHE,-142.799,-80.695,-122.681,WT_Dimer_validated_mini00069.yob
70,NO,3.849,YES,1.788,3.766,-5.44,NO,5.136,NO,3.336,52.768,GAUCHE,-138.013,-86.443,-137.442,WT_Dimer_validated_mini00070.yob
71,NO,3.581,YES,1.744,4.183,-5.44,NO,5.355,NO,3.694,70.265,GAUCHE,-147.779,-70.103,-119.99,WT_Dimer_validated_mini00071.yob
72,NO,4.096,YES,1.924,3.816,-5.44,NO,4.714,YES,2.906,74.063,GAUCHE,-158.369,-67.75,-124.291,WT_Dimer_validated_mini00072.yob
73,NO,3.475,YES,1.783,3.946,-5.44,NO,4.621,NO,3.663,59.066,GAUCHE,-157.852,-81.302,-148.49,WT_Dimer_validated_mini00073.yob
74,NO,3.805,YES,1.665,3.912,-5.44,NO,5.178,NO,3.405,68.161,GAUCHE,-152.761,-85.207,-134.593,WT_Dimer_validated_mini00074.yob
75,NO,3.431,YES,1.902,3.778,-5.44,NO,5.051,NO,3.454,56.41,GAUCHE,-144.221,-80.691,-122.777,WT_Dimer_validated_mini00075.yob
76,NO,3.302,YES,2.079,4.056,-5.44,NO,5.355,NO,3.74,48.715,UNDEFINED,-155.475,-92.227,-126.562,WT_Dimer_validated_mini00076.yob
77,NO,3.881,YES,1.726,3.96,-5.44,NO,5.056,NO,3.842,68.112,GAUCHE,-151.205,-70.896,-118.655,WT_Dimer_validated_mini00077.yob
78,NO,4.071,YES,1.641,3.824,-5.44,NO,4.953,YES,2.978,51.074,GAUCHE,-162.029,-76.84,-125.435,WT_Dimer_validated_mini00078.yob
79,NO,3.681,YES,1.943,4.206,-5.44,NO,5.287,NO,3.597,68.137,GAUCHE,-152.036,-77.608,-131.059,WT_Dimer_validated_mini00079.yob
80,NO,3.761,YES,1.75,3.953,-5.44,NO,5.372,NO,3.622,74.449,GAUCHE,-142.605,-75.05,-127.126,WT_Dimer_validated_mini00080.yob
81,NO,4.053,YES,1.745,3.594,-5.44,NO,4.894,NO,3.407,77.488,GAUCHE,-156.268,-79.445,-139.425,WT_Dimer_validated_mini00081.yob
82,NO,3.362,YES,2.003,3.844,-5.44,NO,5.06,NO,3.672,70.855,GAUCHE,-149.192,-68.784,-130.268,WT_Dimer_validated_mini00082.yob
83,NO,3.473,YES,1.766,3.924,-5.44,NO,5.085,NO,3.235,63.22,GAUCHE,-161.033,-69.562,-121.109,WT_Dimer_validated_mini00083.yob
84,NO,3.378,YES,1.706,4.211,-5.44,NO,5.523,NO,3.987,89.492,GAUCHE,-160.25,-78.178,-119.038,WT_Dimer_validated_mini00084.yob
85,NO,3.867,YES,1.941,3.839,-5.44,NO,5.037,NO,3.83,100.793,UNDEFINED,-141.921,-78.264,-136.893,WT_Dimer_validated_mini00085.yob
86,NO,3.502,YES,1.831,4.005,-5.44,NO,5.112,NO,3.608,98.236,UNDEFINED,-149.897,-82.645,-136.528,WT_Dimer_validated_mini00086.yob
87,NO,4.317,YES,1.795,3.861,-5.44,NO,5.061,NO,3.35,86.532,GAUCHE,-147.344,-87.056,-112.274,WT_Dimer_validated_mini00087.yob
88,NO,3.733,YES,1.902,4.02,-5.44,NO,5.401,NO,3.145,63.793,GAUCHE,-148.869,-63.119,-140.4,WT_Dimer_validated_mini00088.yob
89,NO,3.594,YES,1.817,4.219,-5.44,NO,5.588,NO,3.839,68.331,GAUCHE,-140.506,-87.456,-137.218,WT_Dimer_validated_mini00089.yob
90,NO,3.98,YES,1.771,3.948,-5.44,NO,5.197,NO,3.617,69.853,GAUCHE,-145.816,-80.491,-133.386,WT_Dimer_validated_mini00090.yob
91,NO,3.473,YES,1.865,3.798,-5.44,NO,5.282,NO,3.248,79.544,GAUCHE,-148.67,-84.047,-143.981,WT_Dimer_validated_mini00091.yob
92,NO,3.989,YES,1.834,3.937,-5.44,NO,5.243,NO,3.49,39.198,UNDEFINED,-149.14,-81.051,-126.987,WT_Dimer_validated_mini00092.yob
93,NO,3.741,YES,1.83,3.754,-5.44,NO,4.934,NO,3.379,66.029,GAUCHE,-142.57,-80.241,-115.639,WT_Dimer_validated_mini00093.yob
94,NO,3.676,YES,1.688,4.288,-5.44,NO,5.499,NO,3.501,71.037,GAUCHE,-150.986,-74.4,-128.321,WT_Dimer_validated_mini00094.yob
95,NO,3.989,YES,1.968,4.184,-5.44,NO,5.473,NO,3.591,81.264,GAUCHE,-143.611,-81.866,-120.26,WT_Dimer_validated_mini00095.yob
96,NO,3.684,YES,1.888,3.879,-5.44,NO,5.052,NO,3.781,55.23,GAUCHE,-154.278,-83.473,-126.346,WT_Dimer_validated_mini00096.yob
97,NO,3.828,YES,1.835,3.837,-5.44,NO,5.059,YES,3.204,75.641,GAUCHE,-158.561,-82.905,-127.333,WT_Dimer_validated_mini00097.yob
98,NO,3.986,YES,1.739,3.956,-5.44,NO,5.318,NO,3.162,62.17,GAUCHE,-154.323,-84.046,-116.089,WT_Dimer_validated_mini00098.yob
99,NO,3.313,YES,1.83,3.82,-5.44,NO,5.047,NO,3.43,61.223,GAUCHE,-156.473,-84.067,-134.127,WT_Dimer_validated_mini00099.yob
100,NO,3.348,YES,1.744,3.687,-5.44,NO,5.016,NO,3.025,56.623,GAUCHE,-148.272,-79.033,-135.826,WT_Dimer_validated_mini00100.yob
101,NO,3.729,YES,1.759,3.914,-5.44,NO,5.284,NO,2.832,71.249,GAUCHE,-153.926,-77.051,-123.881,WT_Dimer_validated_mini00101.yob
102,NO,3.605,YES,1.869,3.906,-5.44,NO,5.487,NO,3.773,55.843,GAUCHE,-152.844,-85.855,-135.803,WT_Dimer_validated_mini00102.yob
103,NO,4.352,YES,1.893,3.94,-5.44,NO,5.49,NO,3.346,53.578,GAUCHE,-144.492,-89.04,-120.053,WT_Dimer_validated_mini00103.yob
104,NO,3.792,YES,1.74,3.86,-5.44,NO,5.36,NO,3.264,55.812,GAUCHE,-150.447,-82.761,-124.35,WT_Dimer_validated_mini00104.yob
105,NO,3.856,YES,1.955,3.934,-5.44,NO,5.207,YES,2.995,45.213,UNDEFINED,-143.049,-91.186,-127.59,WT_Dimer_validated_mini00105.yob
106,NO,3.498,YES,1.987,3.864,-5.44,NO,4.989,NO,3.241,30.742,UNDEFINED,-152.509,-86.254,-134.063,WT_Dimer_validated_mini00106.yob
107,NO,3.641,YES,1.687,3.743,-5.44,NO,5.194,NO,4.151,56.413,GAUCHE,-147.442,-67.76,-123.913,WT_Dimer_validated_mini00107.yob
108,NO,2.912,YES,1.998,3.765,-5.44,NO,5.167,NO,3.282,47.275,UNDEFINED,-142.473,-80.278,-131.864,WT_Dimer_validated_mini00108.yob
109,NO,2.697,YES,1.887,4.86,-5.44,NO,6.517,NO,4.165,38.998,UNDEFINED,-137.48,-94.24,-127.936,WT_Dimer_validated_mini00109.yob
110,NO,3.068,YES,1.778,3.901,-5.44,NO,5.221,NO,3.754,49.368,UNDEFINED,-142.024,-77.563,-111.534,WT_Dimer_validated_mini00110.yob
111,NO,3.107,YES,1.98,4.173,-5.44,NO,5.677,NO,3.8,64.525,GAUCHE,-149.141,-79.979,-125.424,WT_Dimer_validated_mini00111.yob
112,NO,4.147,YES,1.898,4.079,-5.44,NO,5.403,NO,3.398,64.984,GAUCHE,-158.467,-98.478,-124.328,WT_Dimer_validated_mini00112.yob
113,NO,3.662,YES,2.186,3.954,-5.44,NO,5.523,NO,3.606,40.17,UNDEFINED,-138.12,-77.275,-136.902,WT_Dimer_validated_mini00113.yob
114,NO,3.712,YES,1.749,3.806,-5.44,NO,4.936,NO,3.781,56.521,GAUCHE,-137.595,-76.061,-120.906,WT_Dimer_validated_mini00114.yob
115,NO,3.653,YES,1.822,4.007,-5.44,NO,5.439,NO,3.259,47.645,UNDEFINED,-161.26,-90.042,-143.663,WT_Dimer_validated_mini00115.yob
116,NO,3.511,YES,1.812,3.654,-5.44,NO,5.285,NO,3.522,51.492,GAUCHE,-159.181,-89.387,-114.176,WT_Dimer_validated_mini00116.yob
117,NO,3.472,YES,1.863,3.655,-5.44,NO,4.799,NO,3.363,55.174,GAUCHE,-157.356,-84.465,-127.272,WT_Dimer_validated_mini00117.yob
118,NO,3.804,YES,1.829,3.721,-5.44,NO,5.237,NO,3.292,57.346,GAUCHE,-138.719,-80.463,-123.2,WT_Dimer_validated_mini00118.yob
119,NO,3.107,YES,1.736,3.582,-5.44,NO,5.177,NO,3.26,45.61,UNDEFINED,-151.766,-70.693,-135.18,WT_Dimer_validated_mini00119.yob
120,NO,3.107,YES,1.826,3.793,-5.44,NO,5.348,YES,3.33,48.97,UNDEFINED,-146.182,-81.789,-124.131,WT_Dimer_validated_mini00120.yob
121,NO,3.996,YES,1.626,3.8,-5.44,NO,4.987,NO,3.259,63.957,GAUCHE,-154.113,-79.426,-117.438,WT_Dimer_validated_mini00121.yob
122,NO,3.348,YES,1.722,4.011,-5.44,NO,5.249,NO,3.815,55.739,GAUCHE,-148.649,-88.173,-120.249,WT_Dimer_validated_mini00122.yob
123,NO,3.447,YES,1.783,4.154,-5.44,NO,5.688,NO,4.064,55.224,GAUCHE,-151.282,-81.737,-136.725,WT_Dimer_validated_mini00123.yob
124,NO,3.366,YES,1.674,3.865,-5.44,NO,5.313,NO,3.132,54.432,GAUCHE,-154.99,-86.845,-147.694,WT_Dimer_validated_mini00124.yob
125,NO,3.721,YES,1.658,3.889,-5.44,NO,5.18,NO,3.927,47.232,UNDEFINED,-143.719,-61.441,-102.293,WT_Dimer_validated_mini00125.yob
126,NO,3.474,YES,1.776,3.866,-5.44,NO,5.012,NO,2.99,41.781,UNDEFINED,-155.518,-92.485,-127.282,WT_Dimer_validated_mini00126.yob
127,NO,4.19,YES,1.791,3.821,-5.44,NO,5.036,NO,3.455,36.995,UNDEFINED,-148.569,-95.029,-135.3,WT_Dimer_validated_mini00127.yob
128,NO,3.109,YES,1.729,4.059,-5.44,NO,5.111,YES,3.121,44.406,UNDEFINED,-154.17,-92.774,-108.134,WT_Dimer_validated_mini00128.yob
129,NO,3.957,YES,1.843,3.868,-5.44,NO,5.223,NO,4.002,48.265,UNDEFINED,-154.191,-79.473,-118.794,WT_Dimer_validated_mini00129.yob
130,NO,3.958,YES,1.767,3.841,-5.44,NO,5.14,NO,3.419,50.448,GAUCHE,-146.294,-65.892,-116.678,WT_Dimer_validated_mini00130.yob
131,NO,3.54,YES,1.703,4.148,-5.44,NO,5.611,NO,3.506,36.341,UNDEFINED,-164.446,-82.156,-118.598,WT_Dimer_validated_mini00131.yob
132,NO,3.683,YES,1.692,3.885,-5.44,NO,5.162,NO,3.47,45.926,UNDEFINED,-154.932,-84.076,-113.557,WT_Dimer_validated_mini00132.yob
133,NO,3.713,YES,1.966,3.864,-5.44,NO,5.191,YES,3.164,40.173,UNDEFINED,-164.274,-69.775,-146.866,WT_Dimer_validated_mini00133.yob
134,NO,3.386,YES,1.757,3.811,-5.44,NO,5.196,YES,2.939,40.263,UNDEFINED,-163.771,-74.518,-143.091,WT_Dimer_validated_mini00134.yob
135,NO,3.572,YES,1.77,4.099,-5.44,NO,5.372,NO,3.448,65.612,GAUCHE,-144.258,-84.732,-127.967,WT_Dimer_validated_mini00135.yob
136,NO,3.508,YES,1.855,4.015,-5.44,NO,5.136,NO,3.559,42.019,UNDEFINED,-152.951,-77.837,-136.568,WT_Dimer_validated_mini00136.yob
137,NO,3.41,YES,1.724,3.91,-5.44,NO,5.17,YES,3.044,57.961,GAUCHE,-158.149,-84.967,-137.793,WT_Dimer_validated_mini00137.yob
138,NO,3.469,YES,1.78,4.061,-5.44,NO,5.574,NO,3.422,63.245,GAUCHE,-142.929,-88.026,-150.879,WT_Dimer_validated_mini00138.yob
139,NO,2.825,YES,1.823,3.858,-5.44,NO,5.046,NO,3.342,49.723,UNDEFINED,-145.973,-87.073,-114.07,WT_Dimer_validated_mini00139.yob
140,NO,2.867,YES,1.786,4.034,-5.44,NO,5.583,NO,3.743,46.842,UNDEFINED,-149.739,-79.704,-133.468,WT_Dimer_validated_mini00140.yob
141,NO,3.363,YES,1.667,4.011,-5.44,NO,5.344,NO,3.725,50.756,GAUCHE,-146.868,-78.434,-139.004,WT_Dimer_validated_mini00141.yob
142,NO,3.667,YES,1.675,3.821,-5.44,NO,5.14,NO,3.544,63.717,GAUCHE,-137.197,-82.759,-128.15,WT_Dimer_validated_mini00142.yob
143,NO,3.824,YES,1.796,3.875,-5.44,NO,5.133,NO,3.634,73.9,GAUCHE,-136.106,-80.331,-110.741,WT_Dimer_validated_mini00143.yob
144,NO,3.611,YES,1.939,4.157,-5.44,NO,5.183,NO,4.107,66.409,GAUCHE,-151.863,-92.587,-105.937,WT_Dimer_validated_mini00144.yob
145,NO,2.556,YES,1.899,4.382,-5.44,NO,5.486,NO,3.733,52.643,GAUCHE,-143.996,-80.656,-128.184,WT_Dimer_validated_mini00145.yob
146,NO,2.344,YES,1.919,4.281,-5.44,NO,5.42,NO,3.861,45.617,UNDEFINED,-148.265,-81.223,-111.865,WT_Dimer_validated_mini00146.yob
147,NO,3.986,YES,1.903,3.969,-5.44,NO,5.546,NO,3.619,59.021,GAUCHE,-159.795,-69.845,-103.695,WT_Dimer_validated_mini00147.yob
148,NO,2.743,YES,1.745,3.727,-5.44,NO,5.562,NO,4.282,65.611,GAUCHE,-157.181,-89.863,-127.985,WT_Dimer_validated_mini00148.yob
149,YES,1.971,YES,1.724,3.901,-5.44,NO,5.244,NO,3.339,46.495,UNDEFINED,-133.859,-96.222,-117.545,WT_Dimer_validated_mini00149.yob
150,NO,4.188,YES,1.683,3.83,-5.44,NO,5.268,NO,3.526,42.751,UNDEFINED,-152.86,-70.093,-127.111,WT_Dimer_validated_mini00150.yob
151,NO,3.874,YES,1.799,3.957,-5.44,NO,5.172,NO,3.966,40.838,UNDEFINED,-153.201,-74.766,-127.733,WT_Dimer_validated_mini00151.yob
152,NO,3.963,YES,1.878,3.884,-5.44,NO,5.532,NO,3.789,53.183,GAUCHE,-148.823,-87.611,-101.923,WT_Dimer_validated_mini00152.yob
153,NO,3.756,YES,1.795,3.706,-5.44,NO,5.309,NO,3.301,48.18,UNDEFINED,-146.976,-89.075,-135.066,WT_Dimer_validated_mini00153.yob
154,NO,2.595,YES,1.974,3.898,-5.44,NO,4.374,YES,3.122,55.949,GAUCHE,-151.037,-74.332,-107.905,WT_Dimer_validated_mini00154.yob
155,NO,3.537,YES,1.757,4.131,-5.44,NO,5.729,NO,3.268,60.441,GAUCHE,-161.927,-78.39,-114.599,WT_Dimer_validated_mini00155.yob
156,NO,3.815,YES,2.044,3.766,-5.44,NO,5.372,NO,3.938,64.707,GAUCHE,-131.799,-92.865,-109.918,WT_Dimer_validated_mini00156.yob
157,NO,4.167,YES,1.816,3.829,-5.44,NO,5.109,NO,3.352,78.246,GAUCHE,-133.958,-91.573,-94.114,WT_Dimer_validated_mini00157.yob
158,NO,3.585,YES,1.894,3.949,-5.44,NO,5.224,NO,3.937,61.878,GAUCHE,-133.88,-75.032,-101.023,WT_Dimer_validated_mini00158.yob
159,NO,3.743,YES,1.808,4.081,-5.44,NO,5.501,NO,3.316,59.269,GAUCHE,-162.774,-82.94,-131.419,WT_Dimer_validated_mini00159.yob
160,NO,3.652,YES,1.898,4.017,-5.44,NO,5.266,NO,3.793,72.512,GAUCHE,-155.843,-71.513,-133.546,WT_Dimer_validated_mini00160.yob
161,NO,3.512,YES,1.921,4.069,-5.44,NO,5.49,NO,3.642,63.795,GAUCHE,-142.457,-85.037,-133.623,WT_Dimer_validated_mini00161.yob
