FRAME,DIHEDROS
0,-141.531
1,-153.884
2,-143.547
3,-143.768
4,-147.194
5,-139.113
6,-143.37
7,-139.101
8,-133.128
9,-146.533
10,-150.376
11,-147.838
12,-146.39
13,-152.384
14,-160.616
15,-141.435
16,-145.44
17,-150.538
18,-125.793
19,-143.463
20,-140.156
21,-143.181
22,-139.503
23,-152.496
24,-152.616
25,-138.589
26,-152.725
27,-146.739
28,-159.344
29,-151.355
30,-160.729
31,-143.196
32,-135.542
33,-146.775
34,-143.487
35,-145.044
36,-142.2
37,-137.698
38,-162.083
39,-156.082
40,-137.103
41,-147.533
42,-148.029
43,-164.106
44,-158.005
45,-140.224
46,-140.811
47,-128.998
48,-165.366
49,-147.059
50,-147.727
51,-146.575
52,-154.641
53,-139.848
54,-161.245
55,-142.454
56,-150.021
57,-162.365
58,-151.904
59,-165.056
60,-152.892
61,-165.502
62,-164.486
63,-139.384
64,-151.136
65,-156.876
66,-154.675
67,-152.661
68,-154.783
69,-157.533
70,-149.818
71,-160.326
72,-172.336
73,-151.312
74,-151.106
75,-147.783
76,-147.89
77,-146.061
78,-163.704
79,-140.102
80,-148.448
81,-147.04
82,-140.711
83,-146.368
84,-137.422
85,-136.794
86,-142.529
87,-154.746
88,-133.097
89,-142.844
90,-136.328
91,-141.426
92,-160.793
93,-160.665
94,-151.539
95,-154.432
96,-137.839
97,-145.966
98,-162.573
99,-159.152
100,-143.354
101,-157.857
102,-121.3
103,-142.619
104,-171.396
105,-164.165
106,-144.065
107,-153.25
108,-152.762
109,-155.521
110,-142.871
111,-130.702
112,-148.866
113,-142.418
114,-143.789
115,-169.926
116,-150.028
117,-156.431
118,-132.973
119,-152.045
120,-153.787
121,-160.565
122,-166.907
123,-151.019
124,-144.881
125,-134.253
126,-146.987
127,-147.026
128,-138.075
129,-161.83
130,-149.796
131,-149.396
132,-155.136
133,-151.413
134,-154.557
135,-148.194
136,-146.522
137,-155.722
138,-147.907
139,-151.691
140,-142.629
141,-136.359
142,-138.032
143,-141.469
144,-142.694
145,-157.505
146,-152.166
147,-167.072
148,-153.81
149,-157.134
150,-165.633
151,-154.359
152,-145.83
153,-150.731
154,-153.846
155,-144.384
156,-146.247
157,-157.927
158,-155.482
159,-152.998
160,-141.387
161,-161.32
162,-157.418
163,-148.166
164,-159.851
165,-150.319
166,-148.801
167,-143.694
168,-157.773
169,-148.921
170,-141.293
171,-150.44
172,-156.908
173,-149.526
174,-152.668
175,-154.538
176,-153.004
177,-160.427
178,-160.777
179,-144.39
180,-140.968
181,-168.863
182,-160.113
183,-156.193
184,-157.044
185,-148.826
186,-148.927
187,-140.001
188,-147.51
189,-131.818
190,-137.76
191,-146.321
192,-149.296
193,-177.768
194,-163.841
195,-143.161
196,-154.549
197,-149.135
198,-148.418
199,-172.17
200,-158.841
201,-146.886
202,-150.831
203,-152.83
204,-147.801
205,-150.931
206,-150.318
207,-161.1
208,-148.537
209,-154.456
210,-141.37
211,-158.066
212,-142.261
213,-161.185
214,-166.464
215,-150.039
216,-166.23
217,-153.865
218,-157.286
219,-137.478
220,-156.216
221,-146.023
222,-145.712
223,-142.826
224,-174.795
225,-139.586
226,-149.944
227,-155.576
228,-147.509
229,-148.521
230,-165.095
231,-135.224
232,-152.079
233,-119.612
234,-146.16
235,-152.378
236,-146.793
237,-149.807
238,-145.102
239,-139.977
240,-156.981
241,-139.584
242,-158.398
243,-150.108
244,-140.755
245,-141.126
246,-142.266
247,-139.008
248,-138.591
249,-166.556
250,-155.915
251,-128.002
252,-138.16
253,-155.606
254,-149.511
255,-138.788
256,-152.118
257,-149.104
258,-150.22
259,-159.962
260,-161.375
261,-139.404
262,-139.562
263,-133.891
264,-140.223
265,-154.364
266,-126.859
267,-150.861
268,-159.818
269,-129.304
270,-139.201
271,-132.3
272,-152.329
273,-147.241
274,-158.197
275,-140.907
276,-159.178
277,-141.835
278,-151.401
279,-143.418
280,-169.558
281,-137.081
282,-147.462
283,-146.699
284,-154.704
285,-146.075
286,-144.794
287,-149.076
288,-161.814
289,-160.409
290,-159.911
291,-158.619
292,-148.345
293,-164.326
294,-156.564
295,-152.201
296,-134.045
297,-146.346
298,-158.859
299,-158.852
300,-139.875
301,-158.5
302,-150.693
303,-148.593
304,-134.936
305,-159.288
306,-144.39
307,-146.6
308,-149.231
309,-146.404
310,-133.713
311,-132.912
312,-140.284
313,-129.91
314,-146.342
315,-145.926
316,-156.16
317,-143.533
318,-163.043
319,-139.797
320,-165.868
321,-144.572
322,-148.758
323,-152.763
324,-153.261
325,-157.638
326,-135.881
327,-158.012
328,-138.272
329,-143.953
330,-141.778
331,-152.354
332,-134.601
333,-138.241
334,-141.38
335,-147.997
336,-161.835
337,-149.722
338,-137.317
339,-154.047
340,-152.747
341,-156.232
342,-155.979
343,-155.31
344,-170.717
345,-149.072
346,-146.477
347,-149.797
348,-131.884
349,-160.961
350,-139.358
351,-158.236
352,-153.4
353,-132.177
354,-154.654
355,-151.898
356,-156.491
357,-136.412
358,-144.145
359,-155.18
360,-134.168
361,-142.313
362,-135.387
363,-138.938
364,-150.639
365,-168.169
366,-156.302
367,-153.113
368,-151.153
369,-143.15
370,-139.046
371,-153.082
372,-153.354
373,-148.376
374,-147.677
375,-149.965
376,-150.866
377,-156.788
378,-158.151
379,-161.565
380,-156.492
381,-141.523
382,-154.924
383,-160.255
384,-143.392
385,-130.854
386,-139.191
387,-128.536
388,-143.57
389,-154.818
390,-154.391
391,-134.152
392,-138.152
393,-151.751
394,-148.794
395,-145.775
396,-140.872
397,-159.988
398,-153.657
399,-162.139
400,-146.363
401,-147.041
402,-142.364
403,-150.469
404,-143.662
405,-145.29
406,-159.149
407,-144.582
408,-150.181
409,-132.412
410,-143.66
411,-131.952
412,-150.254
413,-142.451
414,-137.852
415,-144.629
416,-138.217
417,-162.031
418,-159.579
419,-151.943
420,-148.073
421,-131.692
422,-141.155
423,-147.521
424,-158.036
425,-150.94
426,-155.404
427,-163.887
428,-153.256
429,-139.646
430,-162.67
431,-143.816
432,-145.423
433,-156.393
434,-136.665
435,-161.753
436,-158.448
437,-153.024
438,-159.957
439,-156.624
440,-171.471
441,-154.011
442,-145.289
443,-160.201
444,-166.726
445,-152.003
446,-158.465
447,-169.465
448,-158.239
449,-136.973
450,-139.014
451,-150.471
452,-144.904
453,-135.833
454,-152.945
455,-151.815
456,-168.701
457,-154.028
458,-147.311
459,-152.539
460,-144.955
461,-150.052
462,-160.697
463,-146.789
464,-153.339
465,-134.232
466,-153.509
467,-160.406
468,-147.403
469,-149.932
470,-154.314
471,-145.046
472,-142.269
473,-149.854
474,-142.551
475,-161.597
476,-159.49
477,-139.054
478,-153.169
479,-158.231
480,-138.925
481,-164.404
482,-144.249
483,-160.362
484,-156.864
485,-134.254
486,-172.003
487,-159.411
488,-146.438
489,-137.412
490,-141.456
491,-151.12
492,-159.858
493,-160.662
494,-155.327
495,-142.482
496,-152.286
497,-140.793
498,-151.002
499,-151.291
500,-145.083
501,-154.724
502,-137.409
503,-140.403
504,-143.083
505,-156.316
506,-139.044
507,-150.744
508,-159.894
509,-149.866
510,-166.402
511,-154.002
512,-171.509
513,-154.088
514,-159.815
515,-146.173
516,-160.497
517,-156.841
518,-160.475
519,-155.351
520,-130.641
521,-169.166
522,-143.687
523,-136.777
524,-158.869
525,-159.632
526,-159.498
527,-141.579
528,-150.409
529,-162.717
530,-170.989
531,-144.272
532,-131.741
533,-159.167
534,-135.286
535,-160.395
536,-151.906
537,-166.146
538,-152.823
539,-152.512
540,-151.618
541,-141.201
542,-163.462
543,-143.167
544,-167.062
545,-159.356
546,-150.265
547,-156.595
548,-144.392
549,-154.631
550,-150.304
551,-155.885
552,-138.391
553,-146.653
554,-165.977
555,-153.601
556,-157.572
557,-155.463
558,-163.893
559,-160.594
560,-170.654
561,-157.891
562,-154.446
563,-160.338
564,-160.156
565,-139.48
566,-117.208
567,-152.111
568,-158.418
569,-150.654
570,-146.725
571,-154.577
572,-134.226
573,-158.688
574,-152.278
575,-157.603
576,-167.227
577,-157.852
578,-140.812
579,-150.037
580,-152.924
581,-152.324
582,-152.289
583,-146.412
584,-153.41
585,-142.644
586,-138.522
587,-146.168
588,-140.642
589,-140.432
590,-139.681
591,-148.763
592,-142.355
593,-145.749
594,-152.631
595,-167.402
596,-154.428
597,-156.093
598,-153.56
599,-151.526
600,-161.758
601,-144.835
602,-166.748
603,-136.395
604,-153.115
605,-138.39
606,-144.549
607,-161.374
608,-142.363
609,-159.029
610,-161.078
611,-154.817
612,-151.401
613,-157.138
614,-158.948
615,-147.297
616,-146.237
617,-160.918
618,-144.623
619,-159.466
620,-148.138
621,-150.155
622,-154.325
623,-140.926
624,-153.112
625,-179.946
626,-166.892
627,-163.722
628,-161.496
629,-157.774
630,-149.193
631,-153.368
632,-156.97
633,-147.057
634,-157.545
635,-136.996
636,-142.296
637,-137.707
638,-152.146
639,-157.742
640,-159.981
641,-158.146
642,-138.489
643,-152.95
644,-156.447
645,-148.496
646,-150.575
647,-155.537
648,-155.244
649,-158.895
650,-148.405
651,-162.182
652,-156.424
653,-149.575
654,-159.409
655,-146.323
656,-159.166
657,-160.859
658,-174.023
659,-160.803
660,-156.761
661,-159.167
662,-154.677
663,-151.531
664,-151.478
665,-138.744
666,-152.179
667,-155.289
668,-158.889
669,-156.893
670,-133.492
671,-156.131
672,-144.894
673,-163.364
674,-156.217
675,-159.789
676,-137.78
677,-161.751
678,-142.328
679,-154.206
680,-148.993
681,-166.86
682,-140.825
683,-141.95
684,-139.549
685,-151.835
686,-138.99
687,-132.931
688,-154.863
689,-170.317
690,-142.891
691,-159.45
692,-152.784
693,-144.837
694,-151.608
695,-154.082
696,-155.957
697,-163.306
698,-157.262
699,-150.346
700,-156.375
701,-156.246
702,-145.651
703,-137.228
704,-142.818
705,-133.761
706,-149.127
707,-132.942
708,-153.311
709,-152.619
710,-157.918
711,-153.402
712,-145.598
713,-154.591
714,-161.972
715,-161.009
716,-167.429
717,-150.034
718,-153.95
719,-155.097
720,-146.789
721,-153.918
722,-155.75
723,-166.466
724,-159.265
725,-151.709
726,-151.68
727,-162.543
728,-160.143
729,-159.938
730,-162.291
731,-173.397
732,-154.349
733,-150.222
734,-152.351
735,-138.467
736,-146.2
737,-149.697
738,-144.013
739,-154.47
740,-154.117
741,-152.347
742,-150.755
743,-162.985
744,-163.397
745,-163.932
746,-157.626
747,-162.647
748,-144.989
749,-166.946
750,-143.191
751,-156.729
752,-177.159
753,-155.31
754,-139.396
755,-158.064
756,-161.462
757,-147.787
758,-158.924
759,-159.538
760,-159.625
761,-159.461
762,-154.385
763,-143.289
764,-164.706
765,-176.229
766,-172.465
767,-157.493
768,-167.839
769,-152.249
770,-148.405
771,-164.568
772,-142.75
773,-154.694
774,-150.044
775,-146.977
776,-132.541
777,-162.712
778,-163.885
779,-157.64
780,-162.543
781,-160.124
782,-163.956
783,-147.352
784,-158.388
785,-168.04
786,-155.674
787,-155.89
788,-164.884
789,-147.442
790,-173.005
791,-161.256
792,-150.106
793,-164.076
794,-147.64
795,-163.791
796,-173.45
797,-160.078
798,-159.029
799,-172.306
800,-151.669
801,-153.663
802,-153.748
803,-155.255
804,-152.939
805,-167.504
806,-163.736
807,-163.175
808,-162.184
809,-168.651
810,-162.332
811,-156.0
812,-153.134
813,-150.308
814,-160.122
815,-150.419
816,-171.196
817,-165.329
818,-163.411
819,-140.884
820,-148.241
821,-168.141
822,-167.568
823,-160.33
824,-150.289
825,-158.669
826,-162.772
827,-161.969
828,-153.634
829,-141.344
830,-161.815
831,-157.318
832,-144.53
833,-155.327
834,-148.616
835,-162.207
836,-167.483
837,-154.917
838,-148.897
839,-162.046
840,-156.149
841,-155.456
842,-137.698
843,-141.655
844,-150.074
845,-164.256
846,-149.947
847,-161.337
848,-156.166
849,-160.91
850,-144.865
851,-155.221
852,-157.341
853,-153.101
854,-158.885
855,-152.032
856,-158.264
857,-149.553
858,-172.234
859,-160.99
860,-155.877
861,-159.566
862,-143.808
863,-142.425
864,-149.459
865,-161.298
866,-153.98
867,-164.61
868,-157.355
869,-146.911
870,-160.1
871,-162.677
872,-144.405
873,-163.299
874,-158.141
875,-143.101
876,-151.737
877,-139.555
878,-159.989
879,-158.396
880,-133.799
881,-167.108
882,-153.75
883,-150.993
884,-171.685
885,-145.891
886,-146.233
887,-139.386
888,-148.695
889,-155.201
890,-149.332
891,-149.89
892,-158.53
893,-153.281
894,-149.904
895,-151.384
896,-133.855
897,-157.389
898,-136.473
899,-169.286
900,-156.692
901,-156.796
902,-156.98
903,-167.481
904,-152.445
905,-164.977
906,-168.526
907,-144.617
908,-154.459
909,-162.841
910,-175.798
911,-156.364
912,-164.246
913,-153.96
914,-147.637
915,-155.432
916,-148.084
917,-154.904
918,-162.303
919,-145.42
920,-146.745
921,-171.235
922,-161.206
923,-158.619
924,-160.193
925,-151.418
926,-160.713
927,-158.423
928,-164.399
929,-151.092
930,-148.009
931,-149.771
