FRAME,DIHEDROS
0,-75.626
1,-78.366
2,-73.866
3,-85.816
4,-88.241
5,-92.857
6,-88.517
7,-87.757
8,-90.662
9,-85.865
10,-70.605
11,-97.283
12,-67.8
13,-74.371
14,-91.157
15,-79.519
16,-73.808
17,-97.96
18,-83.922
19,-86.646
20,-90.163
21,-93.274
22,-78.355
23,-73.867
24,-85.876
25,-77.151
26,-89.63
27,-77.096
28,-76.416
29,-91.718
30,-72.173
31,-89.341
32,-85.186
33,-79.034
34,-81.89
35,-78.978
36,-76.971
37,-73.666
38,-68.287
39,-77.711
40,-80.95
41,-81.919
42,-76.666
43,-86.379
44,-77.588
45,-75.249
46,-72.61
47,-82.444
48,-67.959
49,-82.465
50,-67.357
51,-83.642
52,-79.204
53,-85.012
54,-87.879
55,-85.064
56,-94.921
57,-84.354
58,-85.406
59,-83.813
60,-70.577
61,-82.479
62,-81.484
63,-82.167
64,-79.528
65,-93.194
66,-89.446
67,-86.363
68,-86.873
69,-92.879
70,-87.771
71,-89.432
72,-74.195
73,-91.686
74,-85.84
75,-88.959
76,-68.434
77,-74.976
78,-84.505
79,-94.108
80,-81.752
81,-77.296
82,-88.5
83,-80.482
84,-82.64
85,-83.831
86,-84.169
87,-78.113
88,-83.008
89,-82.387
90,-83.702
91,-81.227
92,-64.017
93,-83.467
94,-67.78
95,-92.577
96,-60.778
97,-85.706
98,-74.085
99,-83.709
100,-84.144
101,-74.57
102,-84.37
103,-76.308
104,-88.541
105,-99.36
106,-75.885
107,-76.72
108,-86.264
109,-87.292
110,-82.597
111,-71.998
112,-78.67
113,-91.143
114,-87.246
115,-64.941
116,-89.527
117,-79.851
118,-82.77
119,-79.142
120,-81.263
121,-83.994
122,-89.507
123,-69.614
124,-71.252
125,-89.548
126,-84.408
127,-84.104
128,-77.321
129,-83.123
130,-89.877
131,-83.178
132,-103.261
133,-86.013
134,-76.763
135,-87.494
136,-71.085
137,-75.778
138,-87.783
139,-86.091
140,-94.154
141,-84.8
142,-74.639
143,-76.826
144,-92.743
145,-90.348
146,-95.635
147,-78.823
148,-90.129
149,-84.899
150,-78.957
151,-62.849
152,-87.78
153,-75.975
154,-82.888
155,-88.295
156,-70.855
157,-77.213
158,-79.755
159,-74.783
160,-87.934
161,-73.656
162,-75.418
163,-67.736
164,-87.525
165,-79.066
166,-76.281
167,-78.27
168,-74.264
169,-79.009
170,-73.731
171,-77.787
172,-86.166
173,-100.903
174,-72.745
175,-75.356
176,-79.047
177,-86.327
178,-69.596
179,-89.887
180,-81.605
181,-84.107
182,-78.253
183,-82.81
184,-74.229
185,-73.472
186,-93.589
187,-76.142
188,-78.882
189,-77.56
190,-82.476
191,-74.16
192,-81.381
193,-92.563
194,-88.68
195,-77.442
196,-74.174
197,-80.897
198,-77.779
199,-82.25
200,-78.593
201,-93.748
202,-79.693
203,-79.266
204,-67.557
205,-84.773
206,-84.344
207,-111.154
208,-88.6
209,-77.083
210,-93.41
211,-90.633
212,-73.073
213,-79.147
214,-97.267
215,-87.527
216,-80.738
217,-69.081
218,-79.121
219,-85.851
220,-97.286
221,-84.085
222,-73.229
223,-78.01
224,-86.291
225,-70.291
226,-73.543
227,-94.043
228,-84.885
