FRAME,DIHEDROS
0,-87.176
1,-78.446
2,-73.059
3,-82.634
4,-75.979
5,-77.123
6,-83.942
7,-82.355
8,-78.23
9,-96.404
10,-64.454
11,-76.235
12,-70.422
13,-85.7
14,-87.127
15,-76.606
16,-83.422
17,-74.728
18,-75.707
19,-80.645
20,-85.241
21,-82.07
22,-65.309
23,-65.116
24,-71.952
25,-81.31
26,-91.715
27,-82.346
28,-82.188
29,-61.096
30,-75.258
31,-88.931
32,-84.57
33,-71.116
34,-78.767
35,-75.731
36,-76.507
37,-93.249
38,-82.581
39,-84.657
40,-79.371
41,-73.766
42,-74.368
43,-82.597
44,-72.744
45,-79.88
46,-82.773
47,-75.441
48,-80.837
49,-84.69
50,-81.417
51,-74.606
52,-77.758
53,-75.216
54,-83.252
55,-76.931
56,-76.764
57,-75.443
58,-73.503
59,-77.409
60,-72.302
61,-88.796
62,-88.856
63,-81.314
64,-92.764
65,-77.706
66,-79.983
67,-67.747
68,-77.573
69,-87.502
70,-82.768
71,-77.588
72,-80.55
73,-81.206
74,-86.503
75,-81.887
76,-84.44
77,-87.174
78,-86.486
79,-83.95
80,-85.731
81,-81.799
82,-86.965
83,-85.67
84,-94.235
85,-73.792
86,-88.881
87,-85.161
88,-68.872
89,-86.548
90,-92.764
91,-78.562
92,-79.913
93,-73.92
94,-85.385
95,-88.709
96,-84.872
97,-80.223
98,-90.911
99,-71.235
100,-84.149
101,-77.973
102,-83.087
103,-86.134
104,-92.394
105,-76.953
106,-91.812
107,-80.279
108,-80.768
109,-73.661
110,-79.26
111,-91.735
112,-83.164
113,-76.8
114,-90.634
115,-89.315
116,-88.22
117,-77.815
118,-85.081
119,-91.661
120,-79.682
121,-78.614
122,-69.855
123,-79.698
124,-75.237
125,-88.185
126,-78.706
127,-71.8
128,-83.57
129,-72.947
130,-75.75
131,-75.252
132,-71.661
133,-70.182
134,-82.896
135,-85.109
136,-69.275
137,-77.873
138,-74.363
139,-67.355
140,-79.276
141,-81.377
142,-78.622
143,-85.631
144,-84.089
145,-77.891
146,-74.601
147,-82.218
148,-82.751
149,-88.673
150,-78.226
151,-75.439
152,-77.346
153,-82.652
154,-75.625
155,-91.717
156,-70.423
157,-76.138
158,-90.479
159,-68.969
160,-81.092
161,-66.78
162,-76.73
163,-88.821
164,-92.703
165,-84.367
166,-61.421
167,-84.087
168,-78.226
169,-69.235
170,-78.857
171,-72.054
172,-87.128
173,-77.913
174,-162.011
175,-139.949
176,-159.36
177,-129.783
178,-136.936
179,-156.513
180,-135.014
181,-168.088
182,-153.813
183,-150.11
184,-159.8
185,-168.707
186,-164.3
187,-163.567
188,-161.218
189,-164.288
190,-159.667
191,-165.088
192,-176.889
193,-168.372
194,-166.899
195,-177.632
196,-155.925
197,-174.283
198,-148.511
199,-89.465
200,-71.986
201,-138.275
202,-88.493
203,-89.674
204,-90.633
205,-69.271
206,-80.878
207,-71.033
208,-86.995
209,-71.894
210,-77.425
211,-77.076
212,-73.644
213,-74.709
214,-82.444
215,-78.357
216,-83.605
217,-72.663
218,-83.362
219,-83.312
220,-72.714
221,-81.16
222,-83.168
223,-89.072
224,-83.178
225,-71.974
226,-79.335
227,-81.221
228,-75.873
229,-76.674
230,-66.696
231,-78.53
232,-85.987
233,-73.857
234,-78.135
235,-73.249
236,-78.93
237,-94.946
238,-89.319
239,-84.062
240,-88.567
241,-90.648
242,-83.353
243,-85.933
244,-73.486
245,-80.763
246,-75.357
247,-89.626
248,-77.025
249,-75.035
250,-74.459
251,-79.725
252,-82.531
253,-94.279
254,-86.505
255,-87.299
256,-92.219
257,-88.771
258,-82.643
259,-73.242
260,-88.71
261,-85.708
262,-80.875
263,-81.999
264,-80.171
265,-85.878
266,-81.976
267,-76.856
268,-92.217
269,-81.745
270,-72.384
271,-87.276
272,-64.377
273,-86.24
274,-81.092
275,-80.577
276,-69.467
277,-83.439
278,-81.213
279,-80.219
280,-82.046
281,-77.223
282,-84.102
283,-87.818
284,-71.354
285,-80.148
286,-84.627
287,-77.782
288,-89.934
289,-81.749
290,-86.594
291,-82.079
292,-80.847
293,-90.739
294,-89.571
295,-76.99
296,-87.593
297,-63.106
298,-75.521
299,-62.649
300,-81.604
301,-75.247
302,-78.783
303,-79.321
304,-77.657
305,-77.441
306,-82.984
307,-80.99
308,-74.936
309,-83.023
310,-95.331
311,-76.365
312,-89.54
313,-78.492
314,-83.05
315,-84.194
316,-87.142
317,-77.272
318,-89.39
319,-84.733
320,-83.716
321,-82.763
322,-73.85
323,-87.596
324,-83.415
325,-68.597
326,-86.874
327,-83.983
328,-84.709
329,-70.799
330,-83.272
331,-87.901
332,-83.569
333,-86.214
334,-79.858
335,-58.027
336,-63.398
337,-75.185
338,-68.869
339,-70.253
340,-73.044
341,-73.514
342,-68.988
343,-79.125
344,-77.625
345,-81.77
346,-82.151
347,-78.08
348,-81.179
349,-82.9
350,-79.562
351,-83.472
352,-77.822
353,-84.634
354,-92.161
355,-75.72
356,-82.41
357,-50.556
358,-87.06
359,-67.693
360,-85.905
361,-91.042
362,-79.757
363,-95.37
364,-74.084
365,-80.121
366,-103.825
367,-88.56
368,-96.122
369,-81.058
370,-93.931
371,-87.403
372,-83.094
373,-86.705
374,-66.286
375,-77.117
376,-79.16
377,-86.103
378,-73.267
379,-88.817
380,-85.42
381,-75.203
382,-91.311
383,-83.864
384,-91.61
385,-85.661
386,-96.919
387,-101.22
388,-87.395
389,-67.964
390,-84.775
391,-76.044
392,-83.918
393,-79.146
394,-76.355
395,-81.944
396,-83.465
397,-78.339
398,-81.746
399,-86.404
400,-66.774
401,-80.966
402,-75.922
403,-77.494
404,-73.22
405,-82.971
406,-78.359
407,-76.022
408,-75.178
409,-77.566
410,-66.048
411,-81.437
412,-78.255
413,-82.714
414,-85.041
415,-96.667
416,-78.908
417,-79.944
418,-90.128
419,-76.295
420,-84.078
421,-95.264
422,-79.278
423,-84.822
424,-71.886
425,-84.01
426,-81.188
427,-85.292
428,-81.191
429,-85.829
430,-67.437
431,-93.984
432,-83.513
433,-82.202
434,-80.11
435,-83.315
436,-85.279
437,-79.709
