FRAME,DIHEDROS
0,-83.302
1,-77.649
2,-93.731
3,-87.21
4,-89.283
5,-83.352
6,-90.447
7,-87.04
8,-73.507
9,-76.115
10,-85.455
11,-94.523
12,-94.608
13,-66.631
14,-88.633
15,-83.374
16,-84.46
17,-88.446
18,-79.768
19,-88.871
20,-81.83
21,-75.646
22,-73.121
23,-80.333
24,-95.726
25,-73.948
26,-79.935
27,-79.607
28,-72.865
29,-92.84
30,-90.626
31,-72.149
32,-88.312
33,-85.901
34,-77.855
35,-75.606
36,-89.145
37,-91.52
38,-88.988
39,-89.015
40,-92.903
41,-75.087
42,-82.314
43,-73.519
44,-98.15
45,-88.911
46,-69.501
47,-81.625
48,-93.712
49,-94.746
50,-75.118
51,-80.321
52,-72.252
53,-68.954
54,-78.15
55,-81.433
56,-90.228
57,-79.249
58,-82.61
59,-83.596
60,-95.518
61,-86.605
62,-82.668
63,-88.295
64,-81.326
65,-91.575
66,-76.906
67,-87.967
68,-78.633
69,-78.292
70,-81.639
71,-83.644
72,-86.979
73,-84.394
74,-79.184
75,-79.122
76,-69.917
77,-103.056
78,-84.934
79,-78.918
80,-79.439
81,-84.69
82,-90.218
83,-75.729
84,-85.928
85,-91.51
86,-79.601
87,-75.114
88,-80.205
89,-86.024
90,-75.853
91,-93.141
92,-81.57
93,-86.167
94,-74.049
95,-90.457
96,-90.154
97,-79.298
98,-85.463
99,-89.249
100,-79.025
101,-77.286
102,-84.498
103,-96.559
104,-75.268
105,-76.557
106,-77.592
107,-81.631
108,-76.598
109,-80.147
110,-86.711
111,-86.75
112,-75.62
113,-86.193
114,-91.237
115,-85.843
116,-88.892
117,-90.738
118,-72.811
119,-72.453
120,-85.92
121,-90.519
122,-80.334
123,-90.418
124,-97.272
125,-84.249
126,-83.383
127,-83.682
128,-81.275
129,-81.636
130,-82.488
131,-85.769
132,-83.166
133,-77.297
134,-87.58
135,-72.285
136,-89.504
137,-81.604
138,-78.312
139,-76.782
140,-78.158
141,-68.746
142,-86.513
143,-86.415
144,-88.201
145,-86.448
146,-85.418
147,-79.98
148,-67.641
149,-87.951
150,-79.978
151,-80.276
152,-90.543
153,-75.236
154,-71.319
155,-75.307
156,-63.161
157,-94.03
158,-62.97
159,-79.993
160,-82.783
161,-89.719
162,-78.958
163,-71.343
164,-68.541
165,-92.92
166,-89.994
167,-87.904
168,-83.452
169,-89.559
170,-75.718
171,-72.547
172,-75.322
173,-74.485
174,-87.539
175,-83.805
176,-77.787
177,-73.345
178,-73.399
179,-91.455
180,-88.233
181,-74.668
182,-70.501
183,-76.007
184,-82.389
185,-83.322
186,-82.251
187,-81.827
188,-78.873
189,-75.188
190,-81.072
191,-72.947
192,-62.195
193,-73.575
194,-91.245
195,-80.172
196,-81.195
197,-70.496
198,-86.1
199,-74.593
200,-74.641
201,-78.643
202,-71.768
203,-89.917
204,-88.712
205,-74.908
206,-74.383
207,-65.048
208,-80.095
209,-70.461
210,-89.631
211,-90.346
212,-79.23
213,-70.249
214,-81.71
215,-76.692
216,-77.973
217,-78.485
218,-95.839
219,-71.549
220,-79.56
221,-84.278
222,-84.119
223,-84.151
224,-81.863
225,-72.802
226,-78.974
227,-78.285
228,-85.898
229,-81.919
230,-81.827
231,-81.6
232,-74.922
233,-84.903
234,-91.098
235,-79.473
236,-84.296
237,-81.01
238,-98.629
239,-83.379
240,-87.069
241,-77.691
242,-79.596
243,-91.696
244,-84.027
245,-74.03
246,-81.43
247,-78.718
248,-83.362
249,-88.663
250,-98.419
251,-69.655
252,-84.496
253,-84.129
254,-83.865
255,-79.559
256,-69.97
257,-83.968
258,-79.675
259,-82.193
260,-81.887
261,-99.016
262,-81.895
263,-69.195
264,-81.453
265,-71.502
266,-86.84
267,-92.022
268,-93.19
269,-82.471
270,-74.866
271,-76.786
272,-83.271
273,-87.14
274,-77.4
275,-82.48
276,-89.776
277,-98.663
278,-81.711
279,-72.235
280,-80.575
281,-77.002
282,-67.672
283,-83.143
284,-75.13
285,-83.645
286,-86.547
287,-84.839
288,-74.651
289,-95.19
290,-82.542
