FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
16,NO,3.858,YES,1.788,3.843,-5.44,NO,5.394,NO,3.364,39.748,UNDEFINED,-134.475,-73.514,-115.968,WT_Dimer_validated_mini00016.yob
17,NO,3.619,YES,1.802,3.583,-5.44,NO,5.379,NO,3.364,55.966,GAUCHE,-156.844,-83.383,-113.73,WT_Dimer_validated_mini00017.yob
18,NO,3.554,YES,1.764,3.861,-5.44,NO,5.444,NO,4.165,54.819,GAUCHE,-142.632,-72.2,-143.196,WT_Dimer_validated_mini00018.yob
19,NO,3.613,YES,1.693,4.082,-5.44,NO,5.683,NO,3.568,42.917,UNDEFINED,-147.609,-77.788,-131.717,WT_Dimer_validated_mini00019.yob
20,NO,3.443,YES,1.756,3.569,-5.44,NO,5.411,NO,3.139,39.798,UNDEFINED,-161.501,-78.273,-151.664,WT_Dimer_validated_mini00020.yob
21,NO,4.053,YES,1.659,3.861,-5.44,NO,5.591,NO,3.897,68.014,GAUCHE,-139.688,-82.456,-110.869,WT_Dimer_validated_mini00021.yob
22,NO,3.928,YES,1.878,3.7,-5.44,NO,5.256,NO,3.228,44.634,UNDEFINED,-160.999,-75.576,-133.287,WT_Dimer_validated_mini00022.yob
23,NO,3.818,YES,1.805,3.606,-5.44,NO,5.325,NO,3.35,56.265,GAUCHE,-147.281,-86.618,-93.725,WT_Dimer_validated_mini00023.yob
24,NO,3.754,YES,1.732,3.665,-5.44,NO,5.547,NO,3.453,80.402,GAUCHE,-149.186,-78.242,-135.781,WT_Dimer_validated_mini00024.yob
25,NO,3.89,YES,1.81,3.907,-5.44,NO,5.666,NO,3.777,58.376,GAUCHE,-150.772,-84.246,-133.576,WT_Dimer_validated_mini00025.yob
26,NO,4.526,YES,1.908,3.791,-5.44,NO,5.351,NO,3.627,29.697,UNDEFINED,-175.271,-82.194,-125.48,WT_Dimer_validated_mini00026.yob
27,NO,3.811,YES,2.167,3.91,-5.44,NO,5.083,NO,3.422,55.681,GAUCHE,-128.944,-86.5,-139.772,WT_Dimer_validated_mini00027.yob
28,NO,3.626,YES,1.807,3.811,-5.44,NO,5.074,NO,3.544,29.765,UNDEFINED,-148.871,-87.082,-143.198,WT_Dimer_validated_mini00028.yob
29,NO,4.054,YES,1.767,3.809,-5.44,NO,5.356,YES,3.304,33.054,UNDEFINED,-163.83,-74.336,-125.942,WT_Dimer_validated_mini00029.yob
30,NO,3.453,YES,1.78,3.756,-5.44,NO,4.568,NO,3.391,40.856,UNDEFINED,-150.007,-75.577,-129.415,WT_Dimer_validated_mini00030.yob
31,NO,3.566,YES,1.884,3.768,-5.44,NO,5.227,NO,3.307,36.291,UNDEFINED,-162.834,-88.823,-122.365,WT_Dimer_validated_mini00031.yob
32,NO,3.129,YES,1.878,3.778,-5.44,NO,4.62,YES,3.131,41.314,UNDEFINED,-138.104,-79.133,-138.939,WT_Dimer_validated_mini00032.yob
33,NO,2.956,YES,1.811,3.715,-5.44,NO,5.053,YES,3.098,48.14,UNDEFINED,-159.835,-79.486,-141.155,WT_Dimer_validated_mini00033.yob
34,NO,3.299,YES,1.733,3.811,-5.44,NO,5.276,NO,3.488,46.171,UNDEFINED,-170.383,-75.713,-120.753,WT_Dimer_validated_mini00034.yob
35,NO,3.81,YES,1.929,3.958,-5.44,NO,5.429,NO,3.88,26.146,UNDEFINED,-116.651,-85.842,-137.511,WT_Dimer_validated_mini00035.yob
36,NO,3.898,YES,1.752,3.781,-5.44,NO,5.374,NO,3.271,29.625,UNDEFINED,-147.564,-88.655,-117.084,WT_Dimer_validated_mini00036.yob
37,NO,3.879,YES,1.784,3.787,-5.44,NO,5.464,NO,4.092,20.888,UNDEFINED,-157.626,-88.84,-134.119,WT_Dimer_validated_mini00037.yob
38,NO,2.644,YES,1.918,3.914,-5.44,NO,5.401,NO,3.961,28.51,UNDEFINED,-146.778,-77.981,-130.73,WT_Dimer_validated_mini00038.yob
39,NO,3.903,YES,1.861,3.602,-5.44,NO,4.933,NO,4.788,49.186,UNDEFINED,-137.562,-77.834,-111.359,WT_Dimer_validated_mini00039.yob
40,NO,3.56,YES,1.859,3.446,-5.44,NO,4.254,NO,4.965,45.293,UNDEFINED,-143.485,-81.912,-110.667,WT_Dimer_validated_mini00040.yob
41,YES,1.899,YES,1.936,3.804,-5.44,NO,5.104,YES,3.028,45.441,UNDEFINED,-139.165,-71.14,-123.756,WT_Dimer_validated_mini00041.yob
42,NO,3.326,NO,2.04,3.738,-5.44,NO,4.886,NO,4.488,64.607,GAUCHE,-135.933,-86.873,-122.345,WT_Dimer_validated_mini00042.yob
43,YES,2.078,YES,1.752,3.541,-5.44,NO,4.705,YES,2.93,37.779,UNDEFINED,-160.164,-77.674,-134.131,WT_Dimer_validated_mini00043.yob
44,YES,2.004,YES,1.739,3.631,-5.44,NO,4.524,YES,2.729,9.036,UNDEFINED,-148.936,-68.775,-119.26,WT_Dimer_validated_mini00044.yob
45,NO,3.406,YES,1.879,3.554,-5.44,NO,4.963,YES,3.312,30.398,UNDEFINED,-143.841,-77.169,-117.45,WT_Dimer_validated_mini00045.yob
46,NO,2.643,YES,1.871,3.523,-5.44,NO,4.23,YES,2.97,26.595,UNDEFINED,-158.335,-66.177,-131.238,WT_Dimer_validated_mini00046.yob
47,YES,1.858,YES,1.834,3.905,-5.44,NO,4.601,YES,2.981,31.406,UNDEFINED,-140.474,-75.173,-124.036,WT_Dimer_validated_mini00047.yob
48,YES,1.985,YES,1.931,3.565,-5.44,NO,3.972,YES,3.015,32.367,UNDEFINED,-118.89,-82.125,-143.128,WT_Dimer_validated_mini00048.yob
49,NO,2.453,YES,1.784,4.028,-5.44,NO,5.46,NO,3.369,34.831,UNDEFINED,-160.955,-80.317,-123.407,WT_Dimer_validated_mini00049.yob
50,NO,3.114,YES,1.739,3.845,-5.44,NO,5.396,NO,3.952,51.113,GAUCHE,-141.432,-72.363,-138.404,WT_Dimer_validated_mini00050.yob
51,NO,2.516,YES,1.754,3.71,-5.44,NO,4.957,YES,3.265,31.573,UNDEFINED,-149.847,-78.949,-126.415,WT_Dimer_validated_mini00051.yob
52,NO,3.491,YES,1.927,3.897,-5.44,NO,4.995,YES,3.028,42.926,UNDEFINED,-161.463,-70.735,-136.732,WT_Dimer_validated_mini00052.yob
53,NO,3.816,YES,1.741,3.853,-5.44,NO,4.977,YES,3.332,50.049,GAUCHE,-145.129,-71.081,-148.107,WT_Dimer_validated_mini00053.yob
54,NO,3.321,YES,1.665,3.94,-5.44,NO,5.614,NO,3.707,38.82,UNDEFINED,-148.207,-79.664,-130.774,WT_Dimer_validated_mini00054.yob
55,NO,2.71,YES,1.865,4.064,-5.44,NO,5.372,NO,4.544,77.443,GAUCHE,-149.464,-64.946,-131.234,WT_Dimer_validated_mini00055.yob
56,NO,3.584,YES,2.035,3.781,-5.44,NO,4.216,NO,4.408,57.445,GAUCHE,-143.313,-93.944,-135.503,WT_Dimer_validated_mini00056.yob
57,NO,2.601,YES,1.867,3.903,-5.44,NO,5.552,NO,4.67,74.502,GAUCHE,-134.803,-77.18,-121.467,WT_Dimer_validated_mini00057.yob
58,NO,3.521,YES,1.759,3.755,-5.44,NO,5.177,NO,4.216,75.845,GAUCHE,-130.698,-69.737,-113.447,WT_Dimer_validated_mini00058.yob
59,YES,2.088,YES,1.968,4.439,-5.44,NO,5.645,NO,4.252,92.626,UNDEFINED,-137.805,-64.862,-131.296,WT_Dimer_validated_mini00059.yob
60,NO,2.976,YES,1.879,4.485,-5.44,NO,5.92,NO,4.848,72.032,GAUCHE,-134.806,-75.407,-134.701,WT_Dimer_validated_mini00060.yob
61,NO,2.746,YES,1.785,4.198,-5.44,NO,5.653,NO,4.845,79.44,GAUCHE,-126.628,-82.57,-132.448,WT_Dimer_validated_mini00061.yob
62,YES,2.06,YES,1.65,3.972,-5.44,NO,5.832,NO,4.898,63.399,GAUCHE,-133.618,-87.932,-133.949,WT_Dimer_validated_mini00062.yob
63,NO,2.96,YES,2.006,4.184,-5.44,NO,5.567,NO,4.859,69.236,GAUCHE,-137.072,-84.462,-118.747,WT_Dimer_validated_mini00063.yob
64,NO,3.709,YES,1.799,4.164,-5.44,NO,5.349,NO,4.689,94.971,UNDEFINED,-141.021,-67.527,-145.936,WT_Dimer_validated_mini00064.yob
65,NO,3.093,YES,1.832,4.346,-5.44,NO,5.481,NO,4.479,72.367,GAUCHE,-145.529,-64.517,-119.324,WT_Dimer_validated_mini00065.yob
66,NO,3.01,YES,1.887,3.945,-5.44,NO,5.254,NO,4.04,68.085,GAUCHE,-146.025,-85.845,-129.726,WT_Dimer_validated_mini00066.yob
67,NO,2.927,YES,1.863,3.675,-5.44,NO,5.033,NO,4.198,48.468,UNDEFINED,-144.918,-77.714,-121.126,WT_Dimer_validated_mini00067.yob
68,NO,3.059,YES,1.822,4.129,-5.44,NO,5.213,NO,4.739,78.718,GAUCHE,-153.757,-89.85,-126.006,WT_Dimer_validated_mini00068.yob
69,NO,2.902,YES,1.73,4.162,-5.44,NO,5.582,NO,4.287,55.644,GAUCHE,-142.088,-91.416,-113.486,WT_Dimer_validated_mini00069.yob
70,NO,3.982,YES,2.006,3.918,-5.44,NO,5.274,NO,4.719,71.905,GAUCHE,-145.108,-88.194,-122.369,WT_Dimer_validated_mini00070.yob
71,NO,3.216,YES,2.102,3.87,-5.44,NO,5.379,NO,4.157,59.443,GAUCHE,-145.893,-75.022,-116.737,WT_Dimer_validated_mini00071.yob
72,NO,3.593,YES,1.824,3.882,-5.44,NO,5.462,NO,4.025,59.878,GAUCHE,-141.88,-67.521,-124.457,WT_Dimer_validated_mini00072.yob
73,NO,3.41,YES,1.955,3.8,-5.44,NO,5.317,NO,4.12,79.031,GAUCHE,-141.004,-77.294,-120.984,WT_Dimer_validated_mini00073.yob
74,NO,3.591,YES,1.917,3.793,-5.44,NO,5.005,NO,4.307,62.273,GAUCHE,-145.668,-64.853,-137.992,WT_Dimer_validated_mini00074.yob
75,NO,2.743,YES,1.869,4.97,-5.44,NO,5.916,NO,4.434,68.34,GAUCHE,-132.561,-70.642,-129.855,WT_Dimer_validated_mini00075.yob
76,NO,3.252,YES,1.829,4.164,-5.44,NO,5.7,NO,4.628,65.668,GAUCHE,-149.927,-90.34,-140.406,WT_Dimer_validated_mini00076.yob
77,NO,2.807,YES,1.92,3.841,-5.44,NO,5.251,NO,4.509,86.425,GAUCHE,-149.174,-77.719,-121.249,WT_Dimer_validated_mini00077.yob
78,NO,2.631,YES,1.956,3.807,-5.44,NO,5.39,NO,4.688,77.523,GAUCHE,-125.655,-72.077,-118.451,WT_Dimer_validated_mini00078.yob
79,NO,2.536,YES,1.706,3.85,-5.44,NO,5.799,NO,4.721,66.185,GAUCHE,-127.275,-76.89,-123.457,WT_Dimer_validated_mini00079.yob
80,NO,3.011,YES,1.746,3.928,-5.44,NO,4.975,NO,4.659,73.508,GAUCHE,-137.16,-88.182,-126.085,WT_Dimer_validated_mini00080.yob
81,YES,2.167,YES,1.757,4.42,-5.44,NO,6.091,NO,4.706,59.123,GAUCHE,-124.477,-85.505,-119.884,WT_Dimer_validated_mini00081.yob
82,NO,3.192,YES,1.906,3.712,-5.44,NO,5.147,NO,4.346,51.867,GAUCHE,-147.236,-62.806,-115.14,WT_Dimer_validated_mini00082.yob
83,NO,3.644,YES,1.8,3.723,-5.44,NO,4.343,NO,4.696,30.191,UNDEFINED,-130.972,-77.336,-117.139,WT_Dimer_validated_mini00083.yob
84,NO,3.285,YES,2.039,3.361,-5.44,NO,4.549,NO,5.11,31.025,UNDEFINED,-130.689,-65.812,-100.64,WT_Dimer_validated_mini00084.yob
85,NO,3.164,YES,1.71,3.559,-5.44,NO,4.501,NO,4.944,67.989,GAUCHE,-151.854,-76.412,-130.642,WT_Dimer_validated_mini00085.yob
86,NO,2.824,YES,1.891,3.862,-5.44,NO,5.722,NO,4.761,34.403,UNDEFINED,-149.318,-80.869,-124.038,WT_Dimer_validated_mini00086.yob
87,NO,3.23,YES,1.679,3.916,-5.44,NO,5.216,NO,4.752,69.771,GAUCHE,-146.084,-90.976,-127.243,WT_Dimer_validated_mini00087.yob
88,NO,3.301,YES,1.784,4.033,-5.44,NO,5.309,NO,4.45,72.813,GAUCHE,-167.518,-92.531,-135.053,WT_Dimer_validated_mini00088.yob
89,NO,4.047,YES,1.797,3.822,-5.44,NO,5.197,NO,5.037,84.508,GAUCHE,-153.842,-79.323,-114.785,WT_Dimer_validated_mini00089.yob
90,NO,3.731,YES,1.777,3.576,-5.44,NO,4.503,NO,4.771,83.453,GAUCHE,-147.249,-93.552,-98.012,WT_Dimer_validated_mini00090.yob
91,NO,3.072,YES,2.0,4.008,-5.44,NO,5.089,NO,4.804,82.685,GAUCHE,-145.584,-82.73,-129.304,WT_Dimer_validated_mini00091.yob
92,NO,3.666,YES,1.822,3.793,-5.44,NO,5.277,NO,4.828,65.175,GAUCHE,-144.27,-88.866,-108.785,WT_Dimer_validated_mini00092.yob
93,NO,2.939,YES,1.912,4.737,-5.44,NO,5.901,NO,4.376,62.139,GAUCHE,-149.671,-85.12,-136.895,WT_Dimer_validated_mini00093.yob
94,NO,3.335,YES,1.762,4.079,-5.44,NO,5.685,NO,4.48,47.392,UNDEFINED,-130.797,-72.026,-130.102,WT_Dimer_validated_mini00094.yob
95,NO,3.649,YES,1.796,3.769,-5.44,NO,5.026,NO,4.534,68.788,GAUCHE,-131.767,-75.362,-93.658,WT_Dimer_validated_mini00095.yob
96,NO,3.177,YES,1.714,4.141,-5.44,NO,5.39,NO,4.47,69.758,GAUCHE,-141.489,-72.367,-108.469,WT_Dimer_validated_mini00096.yob
97,YES,1.879,YES,1.803,4.143,-5.44,NO,5.976,NO,4.748,49.258,UNDEFINED,-145.896,-80.15,-116.528,WT_Dimer_validated_mini00097.yob
98,NO,2.806,YES,1.785,3.826,-5.44,NO,5.423,NO,4.044,19.185,UNDEFINED,-146.257,-86.53,-114.539,WT_Dimer_validated_mini00098.yob
99,NO,3.555,YES,1.806,3.751,-5.44,NO,5.436,NO,4.287,47.403,UNDEFINED,-140.686,-84.842,-117.809,WT_Dimer_validated_mini00099.yob
100,NO,2.254,YES,1.963,4.471,-5.44,NO,5.63,NO,4.597,46.914,UNDEFINED,-142.612,-77.384,-125.403,WT_Dimer_validated_mini00100.yob
101,NO,3.606,YES,1.829,3.673,-5.44,NO,4.724,NO,4.78,58.573,GAUCHE,-160.794,-78.368,-113.717,WT_Dimer_validated_mini00101.yob
102,NO,3.047,YES,1.662,3.746,-5.44,NO,5.614,NO,5.685,59.768,GAUCHE,-146.218,-66.25,-116.207,WT_Dimer_validated_mini00102.yob
103,NO,3.781,YES,1.922,3.686,-5.44,NO,4.885,NO,4.882,54.191,GAUCHE,-144.105,-73.202,-129.465,WT_Dimer_validated_mini00103.yob
104,NO,3.637,YES,1.828,3.264,-5.44,NO,4.89,NO,5.485,51.671,GAUCHE,-125.546,-85.332,-114.4,WT_Dimer_validated_mini00104.yob
105,NO,2.97,YES,1.695,3.866,-5.44,NO,5.467,NO,4.644,49.427,UNDEFINED,-150.42,-66.578,-125.847,WT_Dimer_validated_mini00105.yob
106,NO,3.271,YES,2.169,3.946,-5.44,NO,5.688,NO,4.819,10.131,UNDEFINED,-152.844,-69.089,-117.569,WT_Dimer_validated_mini00106.yob
107,NO,2.627,YES,1.935,4.123,-5.44,NO,4.921,NO,4.76,33.228,UNDEFINED,-143.759,-74.659,-135.66,WT_Dimer_validated_mini00107.yob
108,NO,3.702,YES,1.914,3.944,-5.44,NO,4.984,NO,4.642,12.102,UNDEFINED,-132.387,-73.357,-132.705,WT_Dimer_validated_mini00108.yob
109,NO,3.511,YES,1.776,3.508,-5.44,NO,4.52,NO,4.904,41.097,UNDEFINED,-138.478,-86.007,-124.031,WT_Dimer_validated_mini00109.yob
110,NO,3.284,YES,1.777,3.867,-5.44,NO,5.42,NO,4.626,48.612,UNDEFINED,-144.117,-82.687,-132.202,WT_Dimer_validated_mini00110.yob
111,NO,3.019,YES,1.981,4.007,-5.44,NO,5.464,NO,4.612,32.276,UNDEFINED,-148.172,-86.212,-107.522,WT_Dimer_validated_mini00111.yob
112,YES,1.758,YES,1.837,4.633,-5.44,NO,6.232,NO,4.71,26.406,UNDEFINED,-144.024,-80.742,-122.647,WT_Dimer_validated_mini00112.yob
113,YES,2.043,YES,1.887,4.769,-5.44,NO,6.683,NO,4.99,27.67,UNDEFINED,-141.715,-75.383,-119.966,WT_Dimer_validated_mini00113.yob
114,YES,1.819,YES,1.993,5.167,-5.44,NO,6.773,NO,4.703,11.2,UNDEFINED,-158.744,-83.615,-123.696,WT_Dimer_validated_mini00114.yob
115,NO,3.555,YES,1.75,3.911,-5.44,NO,5.76,NO,4.771,43.256,UNDEFINED,-151.228,-83.713,-109.597,WT_Dimer_validated_mini00115.yob
116,NO,2.573,YES,1.831,4.254,-5.44,NO,5.57,NO,4.863,12.822,UNDEFINED,-146.165,-82.999,-136.177,WT_Dimer_validated_mini00116.yob
117,YES,2.154,YES,1.779,5.617,-5.44,NO,7.851,NO,5.661,46.237,UNDEFINED,-151.064,-87.869,-117.3,WT_Dimer_validated_mini00117.yob
118,YES,1.927,YES,1.756,5.384,-5.44,NO,7.49,NO,4.938,40.725,UNDEFINED,-153.905,-73.115,-120.908,WT_Dimer_validated_mini00118.yob
119,NO,2.655,YES,1.652,6.879,-5.44,NO,8.434,NO,5.297,56.257,GAUCHE,-143.559,-76.394,-117.971,WT_Dimer_validated_mini00119.yob
120,YES,1.973,YES,1.848,5.957,-5.44,NO,7.894,NO,5.298,45.265,UNDEFINED,-149.228,-90.317,-105.662,WT_Dimer_validated_mini00120.yob
121,YES,1.796,YES,1.791,5.235,-5.44,NO,7.23,NO,5.178,23.462,UNDEFINED,-147.171,-85.172,-127.992,WT_Dimer_validated_mini00121.yob
122,NO,2.512,YES,1.877,5.221,-5.44,NO,7.159,NO,5.308,59.28,GAUCHE,-137.086,-78.894,-124.875,WT_Dimer_validated_mini00122.yob
123,YES,1.889,YES,1.909,5.551,-5.44,NO,7.751,NO,5.419,32.381,UNDEFINED,-135.286,-71.303,-131.843,WT_Dimer_validated_mini00123.yob
124,NO,2.484,YES,1.973,6.064,-5.44,NO,7.985,NO,5.259,40.936,UNDEFINED,-134.717,-74.83,-120.536,WT_Dimer_validated_mini00124.yob
125,YES,2.141,YES,1.923,5.249,-5.44,NO,7.435,NO,5.096,39.172,UNDEFINED,-137.082,-71.002,-124.151,WT_Dimer_validated_mini00125.yob
126,YES,2.144,YES,1.812,6.001,-5.44,NO,8.682,NO,7.752,45.484,UNDEFINED,-147.741,-76.694,-135.96,WT_Dimer_validated_mini00126.yob
127,YES,1.956,YES,1.872,5.22,-5.44,NO,7.486,NO,5.272,62.38,GAUCHE,-125.199,-78.508,-124.458,WT_Dimer_validated_mini00127.yob
128,YES,2.233,YES,1.934,6.307,-5.44,NO,8.236,NO,4.635,43.899,UNDEFINED,-157.011,-81.824,-112.176,WT_Dimer_validated_mini00128.yob
129,YES,1.899,YES,1.664,5.906,-5.44,NO,8.139,NO,4.796,37.567,UNDEFINED,-140.376,-78.388,-129.472,WT_Dimer_validated_mini00129.yob
130,YES,2.041,YES,1.944,5.836,-5.44,NO,7.923,NO,4.894,64.32,GAUCHE,-138.667,-73.32,-125.336,WT_Dimer_validated_mini00130.yob
131,NO,2.599,YES,1.929,5.173,-5.44,NO,6.889,NO,4.761,56.614,GAUCHE,-150.16,-79.291,-125.027,WT_Dimer_validated_mini00131.yob
132,YES,1.941,YES,1.686,4.758,-5.44,NO,6.765,NO,4.75,118.212,UNDEFINED,-140.239,-80.402,-136.862,WT_Dimer_validated_mini00132.yob
133,YES,1.863,YES,1.8,4.839,-5.44,NO,7.116,NO,4.842,130.863,UNDEFINED,-146.24,-73.698,-131.033,WT_Dimer_validated_mini00133.yob
134,YES,1.861,YES,1.734,5.045,-5.44,NO,7.17,NO,4.92,118.222,UNDEFINED,-141.423,-90.951,-127.062,WT_Dimer_validated_mini00134.yob
135,YES,2.118,YES,1.848,4.909,-5.44,NO,6.909,NO,4.906,156.985,TRANS,-136.486,-69.718,-134.073,WT_Dimer_validated_mini00135.yob
136,NO,3.092,YES,2.012,5.679,-5.44,NO,6.894,NO,4.876,158.023,TRANS,-148.785,-88.776,-117.245,WT_Dimer_validated_mini00136.yob
137,YES,2.343,YES,1.9,4.21,-5.44,NO,5.916,NO,4.63,134.17,UNDEFINED,-145.854,-76.464,-120.154,WT_Dimer_validated_mini00137.yob
138,YES,2.151,YES,1.816,5.25,-5.44,NO,6.851,NO,4.811,133.5,UNDEFINED,-134.224,-74.395,-116.862,WT_Dimer_validated_mini00138.yob
139,NO,2.641,YES,1.949,5.278,-5.44,NO,7.129,NO,4.493,123.12,UNDEFINED,-142.198,-89.196,-119.838,WT_Dimer_validated_mini00139.yob
140,YES,1.932,YES,1.841,5.464,-5.44,NO,7.668,NO,5.833,144.834,UNDEFINED,-151.376,-66.345,-109.204,WT_Dimer_validated_mini00140.yob
141,NO,3.047,YES,1.85,4.018,-5.44,NO,5.414,NO,5.081,142.666,UNDEFINED,-140.337,-74.93,-118.225,WT_Dimer_validated_mini00141.yob
142,YES,1.958,YES,1.928,4.959,-5.44,NO,6.469,NO,5.144,147.725,UNDEFINED,-133.291,-79.614,-140.707,WT_Dimer_validated_mini00142.yob
143,NO,2.821,YES,1.966,4.211,-5.44,NO,5.699,NO,4.892,151.529,TRANS,-137.537,-77.636,-123.218,WT_Dimer_validated_mini00143.yob
144,YES,2.099,YES,1.867,5.471,-5.44,NO,7.012,NO,5.552,153.428,TRANS,-139.514,-83.575,-125.741,WT_Dimer_validated_mini00144.yob
145,NO,2.705,YES,1.714,4.617,-5.44,NO,6.698,NO,5.006,161.225,TRANS,-141.329,-78.018,-110.193,WT_Dimer_validated_mini00145.yob
146,YES,2.093,YES,1.836,6.028,-5.44,NO,7.892,NO,5.215,116.536,UNDEFINED,-148.141,-66.264,-136.015,WT_Dimer_validated_mini00146.yob
147,NO,2.579,YES,1.918,5.653,-5.44,NO,7.91,NO,4.96,146.594,UNDEFINED,-117.648,-63.177,-116.718,WT_Dimer_validated_mini00147.yob
148,NO,3.059,YES,1.752,5.883,-5.44,NO,7.907,NO,5.12,146.398,UNDEFINED,-133.147,-62.361,-108.128,WT_Dimer_validated_mini00148.yob
149,YES,1.937,YES,1.817,4.61,-5.44,NO,6.524,NO,5.093,110.131,UNDEFINED,-146.198,-64.646,-111.024,WT_Dimer_validated_mini00149.yob
150,YES,2.15,YES,2.079,5.402,-5.44,NO,7.587,NO,5.098,74.624,GAUCHE,-142.933,-76.795,-132.314,WT_Dimer_validated_mini00150.yob
151,YES,1.886,YES,1.76,4.688,-5.44,NO,6.457,NO,4.908,72.764,GAUCHE,-147.854,-78.651,-104.086,WT_Dimer_validated_mini00151.yob
152,NO,3.381,YES,1.799,4.887,-5.44,NO,7.015,NO,5.159,85.651,GAUCHE,-149.261,-94.331,-119.022,WT_Dimer_validated_mini00152.yob
153,NO,3.157,YES,1.905,5.189,-5.44,NO,7.198,NO,4.873,44.503,UNDEFINED,-125.937,-85.141,-115.933,WT_Dimer_validated_mini00153.yob
154,NO,2.406,YES,1.779,4.54,-5.44,NO,6.369,NO,4.296,70.334,GAUCHE,-152.58,-72.111,-118.397,WT_Dimer_validated_mini00154.yob
155,NO,3.657,YES,1.888,5.722,-5.44,NO,8.773,NO,7.545,71.673,GAUCHE,-146.595,-82.097,-131.27,WT_Dimer_validated_mini00155.yob
156,NO,3.654,YES,1.924,5.193,-5.44,NO,7.332,NO,5.199,58.703,GAUCHE,-131.692,-89.553,-129.871,WT_Dimer_validated_mini00156.yob
157,NO,2.661,YES,1.967,4.518,-5.44,NO,6.552,NO,4.733,32.172,UNDEFINED,-157.442,-88.805,-118.808,WT_Dimer_validated_mini00157.yob
158,YES,1.904,YES,2.189,4.968,-5.44,NO,6.902,NO,4.563,45.002,UNDEFINED,-148.631,-95.24,-124.867,WT_Dimer_validated_mini00158.yob
159,YES,1.984,YES,1.835,4.494,-5.44,NO,6.512,NO,4.319,43.53,UNDEFINED,-144.027,-78.428,-112.513,WT_Dimer_validated_mini00159.yob
160,YES,1.852,YES,1.795,4.7,-5.44,NO,6.611,NO,5.248,49.519,UNDEFINED,-157.028,-85.202,-121.414,WT_Dimer_validated_mini00160.yob
