FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
0,YES,2.238,YES,1.685,3.407,-6.61,NO,3.841,YES,2.917,72.288,GAUCHE,-144.991,-80.948,-120.873,S214H_dimer_validated_mini00000.yob
1,YES,2.328,YES,1.895,3.165,-6.61,NO,3.502,YES,2.784,75.378,GAUCHE,-154.673,-81.609,-127.673,S214H_dimer_validated_mini00001.yob
2,YES,2.007,YES,1.691,3.505,-6.61,NO,3.8,YES,2.806,79.944,GAUCHE,-149.647,-86.211,-136.842,S214H_dimer_validated_mini00002.yob
3,YES,1.898,YES,1.727,3.307,-6.61,NO,4.085,YES,2.977,78.133,GAUCHE,-155.352,-78.829,-130.38,S214H_dimer_validated_mini00003.yob
4,YES,2.075,YES,1.701,3.448,-6.61,NO,3.604,YES,2.786,54.924,GAUCHE,-156.114,-72.53,-114.423,S214H_dimer_validated_mini00004.yob
5,YES,2.022,YES,1.788,2.956,-6.61,YES,3.328,YES,2.903,68.201,GAUCHE,-154.061,-90.26,-103.702,S214H_dimer_validated_mini00005.yob
6,NO,2.116,YES,1.78,3.309,-6.61,NO,3.715,YES,2.801,85.437,GAUCHE,-151.47,-85.859,-138.347,S214H_dimer_validated_mini00006.yob
7,YES,2.073,YES,1.726,3.853,-6.61,NO,4.287,YES,2.825,69.41,GAUCHE,-137.086,-78.793,-119.876,S214H_dimer_validated_mini00007.yob
8,NO,2.697,YES,1.743,3.54,-6.61,NO,3.956,YES,3.123,65.331,GAUCHE,-174.021,-71.139,-140.138,S214H_dimer_validated_mini00008.yob
9,YES,2.15,YES,1.712,3.581,-6.61,NO,4.305,YES,2.968,64.883,GAUCHE,-151.913,-79.825,-121.2,S214H_dimer_validated_mini00009.yob
10,YES,2.211,YES,1.734,3.22,-6.61,NO,3.73,YES,2.951,73.77,GAUCHE,-143.022,-70.317,-109.972,S214H_dimer_validated_mini00010.yob
11,YES,1.911,YES,1.753,3.461,-6.61,NO,3.726,YES,2.852,55.447,GAUCHE,-147.319,-70.038,-116.092,S214H_dimer_validated_mini00011.yob
12,NO,2.51,YES,1.712,3.692,-6.61,NO,4.056,YES,2.82,62.273,GAUCHE,-144.692,-76.762,-117.923,S214H_dimer_validated_mini00012.yob
13,YES,1.868,YES,1.837,3.121,-6.61,NO,4.1,YES,2.88,58.701,GAUCHE,-148.248,-73.335,-108.671,S214H_dimer_validated_mini00013.yob
14,NO,2.753,YES,1.699,3.839,-6.61,NO,4.346,YES,2.951,63.67,GAUCHE,-148.314,-86.974,-121.23,S214H_dimer_validated_mini00014.yob
15,NO,2.448,YES,1.813,3.309,-6.61,NO,3.953,YES,2.899,96.787,UNDEFINED,-141.516,-79.751,-131.255,S214H_dimer_validated_mini00015.yob
16,YES,2.117,YES,1.815,3.266,-6.61,NO,4.176,YES,2.792,78.133,GAUCHE,-149.231,-80.126,-118.593,S214H_dimer_validated_mini00016.yob
17,NO,2.714,YES,1.8,3.343,-6.61,NO,3.673,NO,3.142,77.361,GAUCHE,-134.367,-84.289,-119.996,S214H_dimer_validated_mini00017.yob
18,NO,2.235,YES,1.856,3.328,-6.61,NO,3.572,YES,2.823,71.558,GAUCHE,-152.758,-87.439,-111.945,S214H_dimer_validated_mini00018.yob
19,NO,2.358,YES,1.79,3.638,-6.61,NO,4.217,YES,3.239,88.837,GAUCHE,-160.483,-89.291,-127.272,S214H_dimer_validated_mini00019.yob
20,NO,2.431,YES,1.862,3.336,-6.61,NO,3.932,YES,2.951,67.434,GAUCHE,-162.303,-75.498,-126.702,S214H_dimer_validated_mini00020.yob
21,YES,1.931,NO,1.759,2.966,-6.61,NO,3.396,YES,2.863,72.803,GAUCHE,-154.874,-74.778,-111.802,S214H_dimer_validated_mini00021.yob
22,YES,1.938,YES,1.8,3.464,-6.61,NO,4.162,YES,2.932,72.089,GAUCHE,-144.883,-73.977,-127.579,S214H_dimer_validated_mini00022.yob
23,NO,2.52,YES,1.704,3.457,-6.61,NO,3.904,YES,2.901,75.213,GAUCHE,-127.737,-76.171,-135.519,S214H_dimer_validated_mini00023.yob
24,NO,2.553,YES,1.731,3.119,-6.61,NO,3.568,YES,2.927,76.256,GAUCHE,-150.445,-84.635,-106.27,S214H_dimer_validated_mini00024.yob
25,YES,2.155,YES,1.839,3.311,-6.61,NO,4.037,YES,2.995,89.932,GAUCHE,-145.215,-82.834,-111.067,S214H_dimer_validated_mini00025.yob
26,YES,2.32,YES,1.766,2.963,-6.61,NO,3.611,YES,2.729,69.142,GAUCHE,-147.828,-81.585,-115.781,S214H_dimer_validated_mini00026.yob
27,YES,1.97,YES,1.572,3.112,-6.61,NO,3.484,YES,3.004,76.077,GAUCHE,-150.753,-79.294,-129.195,S214H_dimer_validated_mini00027.yob
28,YES,1.654,YES,1.765,3.293,-6.61,NO,4.127,YES,2.951,77.016,GAUCHE,-157.481,-82.854,-127.519,S214H_dimer_validated_mini00028.yob
29,YES,1.841,YES,1.686,3.819,-6.61,NO,4.668,YES,3.091,63.51,GAUCHE,-146.874,-91.524,-133.563,S214H_dimer_validated_mini00029.yob
