____Time[ps]_____Time[ns]__CellLengthX__CellLengthY__CellLengthZ__TotalEnergy_________Bond________Angle_____Dihedral____Planarity______Coulomb__________VdW______SurfVdW______SurfMol______SurfAcc_SoluteHBonds_SltSlvHBonds________Helix________Sheet_________Turn_________Coil_____Helix310______HelixPi__RadGyration_______RMSDCa_______RMSDBb______RMSDAll
       0.000        0.000       65.042       63.277       58.328   -74816.247      570.270     1133.113    14299.255       92.979   -99114.436     8202.572    21283.467     9652.132     9337.625      177.000      348.000       30.116       23.938       16.988       28.958        0.000        0.000       16.755        0.062        0.110        0.077
      25.000        0.025       65.042       63.277       58.328   -74653.458      695.824     1442.829    14205.499      117.431   -99302.114     8187.074    21327.067     9780.047     9668.607      186.000      377.000       25.869       22.780       18.533       32.819        0.000        0.000       16.791        0.646        0.682        0.805
      50.000        0.050       65.042       63.277       58.328   -74572.400      709.643     1444.800    14236.158      118.304   -99462.752     8381.448    21110.492     9660.273     9588.672      201.000      373.000       25.483       22.780       21.622       30.116        0.000        0.000       16.788        0.656        0.698        0.824
      75.000        0.075       65.042       63.277       58.328   -74555.628      714.483     1430.075    14240.447      110.955   -99470.840     8419.253    21279.730     9783.644     9655.221      199.000      381.000       27.413       23.938       16.988       31.660        0.000        0.000       16.776        0.625        0.673        0.839
     100.000        0.100       65.042       63.277       58.328   -74683.186      692.173     1380.279    14273.085      105.710   -99550.240     8415.807    21367.143     9954.655     9531.271      204.000      379.000       29.730       24.710       14.286       31.274        0.000        0.000       16.797        0.666        0.707        0.866
     125.000        0.125       65.042       63.277       58.328   -74684.510      735.781     1456.450    14210.941      117.908   -99524.527     8318.937    21326.020     9783.686     9621.910      198.000      387.000       30.116       23.938       17.375       28.571        0.000        0.000       16.804        0.696        0.735        0.901
     150.000        0.150       65.042       63.277       58.328   -74525.916      717.263     1478.628    14187.443      115.933   -99379.302     8354.120    21265.461     9844.501     9606.494      203.000      383.000       30.502       24.710       13.127       31.660        0.000        0.000       16.777        0.685        0.723        0.913
     175.000        0.175       65.042       63.277       58.328   -74608.649      700.304     1430.511    14276.833      117.830   -99437.888     8303.762    21062.032     9759.218     9532.057      187.000      386.000       28.958       22.780       17.375       30.888        0.000        0.000       16.782        0.783        0.813        0.982
     200.000        0.200       65.042       63.277       58.328   -74575.557      726.674     1423.214    14222.958      124.397   -99628.045     8555.245    21264.487     9789.841     9540.431      189.000      377.000       27.413       22.394       22.394       27.799        0.000        0.000       16.822        0.759        0.790        1.001
     225.000        0.225       65.042       63.277       58.328   -74460.637      720.455     1429.908    14220.082      120.919   -99028.897     8076.895    21338.636     9732.377     9614.009      195.000      381.000       27.413       22.394       18.147       32.046        0.000        0.000       16.838        0.812        0.857        1.024
     250.000        0.250       65.042       63.277       58.328   -74512.836      691.232     1410.903    14256.842      131.351   -99124.211     8121.047    21378.043     9859.781     9523.627      189.000      370.000       26.255       23.938       21.622       28.185        0.000        0.000       16.845        0.814        0.850        1.034
     275.000        0.275       65.042       63.277       58.328   -74741.866      700.308     1413.918    14181.127      116.082   -99404.302     8251.001    21127.963     9770.577     9618.599      197.000      379.000       31.660       23.552       15.830       28.958        0.000        0.000       16.794        0.723        0.760        0.916
     300.000        0.300       65.042       63.277       58.328   -74638.196      707.471     1436.876    14188.786      118.379   -99472.411     8382.704    21046.292     9677.534     9512.570      198.000      377.000       30.888       23.552       16.216       29.344        0.000        0.000       16.764        0.897        0.927        1.071
     325.000        0.325       65.042       63.277       58.328   -74531.762      715.194     1431.441    14154.261      114.366   -99015.433     8068.409    21465.475     9881.874     9534.638      198.000      380.000       30.116       23.552       18.533       27.799        0.000        0.000       16.837        0.757        0.794        0.990
     350.000        0.350       65.042       63.277       58.328   -74571.626      748.324     1412.132    14150.320      112.747   -99347.439     8352.290    21438.957     9893.900     9560.267      189.000      378.000       28.185       24.710       13.127       33.977        0.000        0.000       16.802        0.723        0.767        0.959
     375.000        0.375       65.042       63.277       58.328   -74768.393      672.772     1434.346    14101.797      114.734   -99345.489     8253.447    21462.018     9778.077     9502.995      194.000      393.000       29.730       24.324       16.988       28.958        0.000        0.000       16.813        0.679        0.718        0.936
     400.000        0.400       65.042       63.277       58.328   -74656.276      703.682     1405.934    14132.136      105.921   -99202.873     8198.923    21417.160     9883.248     9603.592      200.000      380.000       31.660       23.552       17.761       27.027        0.000        0.000       16.837        0.827        0.860        1.036
     425.000        0.425       65.042       63.277       58.328   -74673.705      696.152     1424.861    14194.932       97.174   -99612.994     8526.169    21501.481     9993.434     9654.975      191.000      385.000       31.660       22.780       16.988       28.571        0.000        0.000       16.832        0.733        0.778        1.000
     450.000        0.450       65.042       63.277       58.328   -74751.725      706.883     1427.392    14168.197      119.442   -99328.594     8154.956    21396.315     9962.341     9490.875      185.000      371.000       30.502       21.236       18.919       29.344        0.000        0.000       16.836        0.795        0.834        1.058
     475.000        0.475       65.042       63.277       58.328   -74649.331      695.322     1453.739    14061.085      105.795   -99337.380     8372.108    21110.771     9772.313     9626.307      201.000      376.000       27.799       23.938       16.988       29.730        1.544        0.000       16.782        0.630        0.673        0.975
     500.000        0.500       65.042       63.277       58.328   -74574.814      743.550     1403.786    14162.168      124.977   -98991.986     7982.691    21572.232     9967.000     9650.214      200.000      371.000       30.116       22.780       18.919       28.185        0.000        0.000       16.858        0.693        0.736        1.025
     525.000        0.525       65.042       63.277       58.328   -74541.350      721.548     1433.098    14108.893      105.420   -99050.579     8140.270    21199.656     9901.878     9544.237      197.000      370.000       29.730       23.166       19.305       27.799        0.000        0.000       16.786        0.616        0.669        0.935
     550.000        0.550       65.042       63.277       58.328   -74418.314      702.722     1412.217    14125.501      122.192   -99012.026     8231.081    21051.452     9734.846     9527.348      202.000      370.000       31.274       22.780       16.216       29.730        0.000        0.000       16.746        0.633        0.676        0.996
     575.000        0.575       65.042       63.277       58.328   -74541.502      723.282     1431.802    14138.495      119.877   -99482.167     8527.208    21607.174    10192.061     9659.068      192.000      374.000       29.730       22.394       14.286       33.591        0.000        0.000       16.904        0.656        0.706        0.984
     600.000        0.600       65.042       63.277       58.328   -74510.532      715.734     1471.776    14074.804      108.387   -99199.866     8318.632    21365.875     9723.624     9495.876      195.000      362.000       30.116       23.938       17.761       28.185        0.000        0.000       16.785        0.695        0.734        0.986
     625.000        0.625       65.042       63.277       58.328   -74583.788      753.596     1421.444    14133.199      115.357   -99215.012     8207.629    21411.140     9755.636     9504.075      203.000      383.000       27.799       23.166       16.216       30.888        1.931        0.000       16.805        0.742        0.800        1.027
     650.000        0.650       65.042       63.277       58.328   -74588.750      687.927     1414.894    14139.419      114.855   -99260.836     8314.992    21272.772     9747.621     9481.754      204.000      377.000       27.799       23.938       18.919       29.344        0.000        0.000       16.783        0.730        0.784        1.016
     675.000        0.675       65.042       63.277       58.328   -74683.573      727.982     1405.733    14170.610      114.766   -99257.359     8154.694    21456.425     9935.850     9637.254      194.000      383.000       30.116       23.938       15.830       30.116        0.000        0.000       16.812        0.704        0.758        1.036
     700.000        0.700       65.042       63.277       58.328   -74458.739      726.097     1428.955    14174.425      117.290   -99233.453     8327.948    21469.901    10114.452     9631.918      181.000      383.000       28.185       25.869       12.741       31.274        1.931        0.000       16.813        0.739        0.792        1.076
     725.000        0.725       65.042       63.277       58.328   -74784.543      724.995     1405.298    14182.122      119.675   -99620.862     8404.229    21293.362     9783.406     9599.699      197.000      371.000       28.185       23.938       16.988       30.888        0.000        0.000       16.775        0.714        0.756        1.042
     750.000        0.750       65.042       63.277       58.328   -74554.544      711.655     1429.546    14093.229      130.614   -99135.789     8216.201    21369.704     9801.241     9623.246      198.000      386.000       30.888       23.938       18.919       26.255        0.000        0.000       16.802        0.770        0.819        1.096
     775.000        0.775       65.042       63.277       58.328   -74557.372      741.408     1362.157    14203.955      113.970   -99299.212     8320.349    21384.802     9817.882     9549.020      198.000      383.000       27.413       23.938       17.375       31.274        0.000        0.000       16.827        0.753        0.801        1.110
     800.000        0.800       65.042       63.277       58.328   -74586.594      670.351     1420.084    14152.118      120.675   -99169.798     8219.977    21374.042     9997.797     9689.831      197.000      394.000       30.502       22.008       15.058       32.432        0.000        0.000       16.806        0.682        0.738        1.044
     825.000        0.825       65.042       63.277       58.328   -74611.148      716.139     1427.327    14143.756      113.934   -99356.870     8344.566    21468.922     9836.153     9593.859      192.000      375.000       30.116       21.236       18.533       30.116        0.000        0.000       16.810        0.664        0.711        0.970
     850.000        0.850       65.042       63.277       58.328   -74492.471      733.396     1451.699    14078.117      110.234   -99143.294     8277.377    21543.629     9860.639     9581.870      199.000      375.000       31.660       23.938       14.672       29.730        0.000        0.000       16.866        0.788        0.825        1.047
     875.000        0.875       65.042       63.277       58.328   -74592.982      687.173     1495.177    14039.375      121.885   -99072.738     8136.146    21357.275     9986.230     9650.046      199.000      371.000       30.116       23.552       14.286       32.046        0.000        0.000       16.796        0.736        0.790        1.040
     900.000        0.900       65.042       63.277       58.328   -74508.111      716.197     1451.286    14162.267      124.827   -99212.422     8249.734    21490.383     9848.111     9693.876      186.000      401.000       31.660       21.622       14.672       32.046        0.000        0.000       16.822        0.763        0.813        1.043
     925.000        0.925       65.042       63.277       58.328   -74614.298      684.819     1424.045    14165.277      123.401   -99233.756     8221.916    21145.971     9859.655     9437.736      187.000      383.000       28.571       23.166       18.919       29.344        0.000        0.000       16.757        0.714        0.773        1.006
     950.000        0.950       65.042       63.277       58.328   -74811.201      708.361     1432.994    14142.100      119.429   -99643.916     8429.831    21401.867     9844.622     9612.737      198.000      383.000       28.571       23.552       15.830       30.502        1.544        0.000       16.824        0.778        0.827        1.056
     975.000        0.975       65.042       63.277       58.328   -74592.837      720.636     1435.068    14139.549      109.889   -99200.925     8202.946    21276.761     9864.952     9512.680      200.000      393.000       29.730       23.552       17.375       29.344        0.000        0.000       16.768        0.702        0.745        0.994
    1000.000        1.000       65.042       63.277       58.328   -74581.442      725.145     1438.992    14065.917      123.615   -99133.524     8198.414    21279.301     9608.028     9583.212      186.000      382.000       28.185       22.008       17.761       32.046        0.000        0.000       16.761        0.757        0.797        1.048
    1025.000        1.025       65.042       63.277       58.328   -74635.800      700.425     1415.450    14150.752      111.749   -99279.679     8265.503    21439.894     9973.194     9547.142      191.000      376.000       27.799       22.780       12.741       35.135        1.544        0.000       16.807        0.660        0.713        0.996
    1050.000        1.050       65.042       63.277       58.328   -74595.063      733.650     1438.719    14117.887      109.565   -99083.172     8088.288    21431.942     9930.891     9584.761      198.000      385.000       29.730       23.552       17.375       29.344        0.000        0.000       16.791        0.700        0.750        1.042
    1075.000        1.075       65.042       63.277       58.328   -74641.496      737.246     1416.396    14171.449      110.840   -99264.687     8187.260    21324.816    10050.386     9573.631      202.000      378.000       27.799       23.552       16.988       30.116        1.544        0.000       16.811        0.750        0.801        1.049
    1100.000        1.100       65.042       63.277       58.328   -74749.661      679.759     1444.650    14160.508      119.734   -99424.811     8270.500    21404.230     9585.418     9552.322      189.000      397.000       29.344       24.710       15.830       30.116        0.000        0.000       16.760        0.670        0.717        0.971
    1125.000        1.125       65.042       63.277       58.328   -74642.453      690.831     1388.225    14226.778      109.550   -99419.515     8361.678    21393.584     9967.354     9637.448      198.000      378.000       29.344       23.552       16.216       28.958        1.931        0.000       16.820        0.694        0.743        0.999
    1150.000        1.150       65.042       63.277       58.328   -74607.330      678.626     1449.180    14099.269      114.407   -99182.843     8234.031    21514.527    10044.344     9499.542      185.000      385.000       27.027       24.324       13.127       33.977        1.544        0.000       16.825        0.660        0.718        0.987
    1175.000        1.175       65.042       63.277       58.328   -74491.181      714.582     1412.087    14151.746      123.780   -98857.936     7964.559    21117.130    10028.901     9472.226      189.000      373.000       28.185       23.552       14.286       32.432        1.544        0.000       16.817        0.822        0.878        1.082
    1200.000        1.200       65.042       63.277       58.328   -74631.804      736.397     1458.244    14173.844      128.970   -99196.231     8066.973    21292.127    10004.532     9529.584      197.000      374.000       27.413       23.938       17.375       29.344        1.931        0.000       16.816        0.752        0.808        1.027
    1225.000        1.225       65.042       63.277       58.328   -74589.331      706.107     1387.669    14201.187      122.595   -99156.344     8149.454    21257.667     9949.754     9566.575      194.000      393.000       29.344       23.166       17.761       29.730        0.000        0.000       16.808        0.699        0.751        1.048
    1250.000        1.250       65.042       63.277       58.328   -74557.241      700.667     1450.904    14150.703      110.941   -99354.569     8384.113    21547.785     9885.873     9633.460      192.000      382.000       29.730       24.710       15.830       29.730        0.000        0.000       16.841        0.849        0.892        1.106
    1275.000        1.275       65.042       63.277       58.328   -74569.492      748.572     1429.059    14162.524      115.123   -99241.938     8217.169    21177.779     9925.910     9562.520      204.000      372.000       28.958       23.166       15.830       32.046        0.000        0.000       16.775        0.766        0.813        1.067
    1300.000        1.300       65.042       63.277       58.328   -74701.381      717.253     1476.311    14155.502      113.093   -99464.897     8301.358    21288.172     9840.636     9525.742      202.000      387.000       30.888       23.552       14.672       30.888        0.000        0.000       16.847        0.771        0.836        1.080
    1325.000        1.325       65.042       63.277       58.328   -74681.786      731.414     1386.204    14224.393      116.971   -99372.852     8232.084    21455.689     9814.129     9515.305      198.000      362.000       31.274       23.938       15.830       28.958        0.000        0.000       16.806        0.693        0.769        1.041
    1350.000        1.350       65.042       63.277       58.328   -74554.539      698.143     1433.778    14177.942      123.042   -99359.671     8372.227    21510.510     9855.474     9644.324      198.000      372.000       27.027       22.394       18.533       32.046        0.000        0.000       16.830        0.706        0.784        1.031
    1375.000        1.375       65.042       63.277       58.328   -74431.577      725.797     1457.917    14202.905      119.592   -99317.036     8379.249    21307.761    10116.936     9650.590      204.000      385.000       28.958       24.710       15.830       30.502        0.000        0.000       16.829        0.722        0.775        1.069
    1400.000        1.400       65.042       63.277       58.328   -74520.801      694.267     1466.277    14142.501      116.765   -99134.270     8193.660    21456.831    10060.433     9747.775      199.000      373.000       26.641       22.780       20.077       30.502        0.000        0.000       16.882        0.766        0.826        1.124
    1425.000        1.425       65.042       63.277       58.328   -74607.123      726.558     1445.816    14168.167      104.844   -99460.792     8408.284    21461.007    10095.891     9762.548      195.000      383.000       28.185       24.324       16.988       30.502        0.000        0.000       16.877        0.821        0.860        1.131
    1450.000        1.450       65.042       63.277       58.328   -74555.257      680.436     1425.860    14170.422      115.352   -99148.403     8201.076    21269.894    10083.169     9598.383      196.000      371.000       28.571       23.552       15.444       30.888        1.544        0.000       16.836        0.716        0.761        1.090
    1475.000        1.475       65.042       63.277       58.328   -74664.892      744.051     1407.963    14143.208      113.857   -99411.691     8337.720    21444.649    10216.241     9688.365      190.000      366.000       27.027       23.166       19.305       30.502        0.000        0.000       16.841        0.758        0.804        1.123
    1500.000        1.500       65.042       63.277       58.328   -74598.914      699.612     1452.731    14138.756      105.021   -99060.662     8065.629    21338.871     9840.831     9544.374      201.000      378.000       31.274       22.394       17.761       28.571        0.000        0.000       16.812        0.780        0.830        1.108
    1525.000        1.525       65.042       63.277       58.328   -74591.767      714.338     1424.439    14085.500      117.487   -99322.965     8389.434    21355.701    10052.133     9805.788      201.000      369.000       28.185       23.552       17.375       30.888        0.000        0.000       16.864        0.884        0.924        1.195
    1550.000        1.550       65.042       63.277       58.328   -74646.759      691.508     1423.093    14191.723      110.353   -99197.309     8133.873    21332.855     9823.722     9624.601      186.000      398.000       30.116       23.938       15.830       30.116        0.000        0.000       16.790        0.762        0.827        1.141
