Frame,RMSD
0,0.0
1,0.55254
2,0.7831800000000001
3,0.7809900000000001
4,0.65958
5,0.77814
6,1.4591500000000002
7,1.26242
8,0.8286800000000001
9,0.39622
10,1.5850600000000001
11,0.6948000000000001
12,1.26798
13,0.91932
14,0.77534
15,0.9544500000000001
16,1.08197
17,0.9366200000000001
18,1.29048
19,0.7181500000000001
20,0.8447500000000001
21,0.8603000000000001
22,0.9046200000000001
23,0.89073
24,0.9362100000000001
25,0.9943200000000001
26,1.4189500000000002
27,1.1427500000000002
28,1.0157200000000002
29,0.8571900000000001
30,0.9040600000000001
31,0.77941
32,0.90839
33,0.9625100000000001
34,1.15755
35,0.57204
36,0.80037
37,0.8807300000000001
38,0.8167300000000001
39,0.8994900000000001
40,0.9602800000000001
41,0.71191
42,0.96345
43,0.82957
44,0.7696000000000001
45,0.59658
46,0.62878
47,1.06739
48,0.9764200000000001
49,0.92864
50,0.9174700000000001
51,0.89729
52,0.7230300000000001
53,0.7417300000000001
54,1.16284
55,0.7005
56,0.9458900000000001
57,1.0066700000000002
58,0.95642
59,0.6924300000000001
60,0.72831
61,0.7774800000000001
62,0.8646800000000001
63,0.9501900000000001
64,0.7169800000000001
65,1.1647100000000001
66,0.9618900000000001
67,0.6063500000000001
68,1.05094
69,0.9019600000000001
70,0.91878
71,1.01044
72,1.1213600000000001
73,0.9647500000000001
74,0.65734
75,0.7598300000000001
76,1.34417
77,0.88338
78,0.96328
79,0.8463700000000001
80,0.9380200000000001
81,0.53224
82,0.70016
83,0.35378000000000004
84,0.8829300000000001
85,1.10681
86,1.22048
87,1.00461
88,1.00804
89,1.1349200000000002
90,1.07118
91,1.1726100000000002
92,0.82418
93,1.32647
94,0.94408
95,0.8098200000000001
96,0.5631400000000001
97,0.62636
98,0.9781900000000001
99,0.7607400000000001
100,0.9628800000000001
101,1.0186700000000002
102,0.60446
103,1.15334
104,0.64929
105,0.46626000000000006
106,0.6634500000000001
107,0.81279
108,0.6681900000000001
109,0.91644
110,0.7437800000000001
111,0.68705
112,1.2122700000000002
113,0.91019
114,1.4707700000000001
115,1.06641
116,0.8470200000000001
117,0.52014
118,0.97352
119,1.23895
120,1.12975
121,0.9365500000000001
122,0.7193900000000001
123,0.53844
124,0.7735900000000001
125,0.85918
126,0.7315900000000001
127,1.1756600000000001
128,0.9057000000000001
129,0.7681500000000001
130,1.0054400000000001
131,0.9477800000000001
132,1.27061
133,1.15974
134,0.98704
135,0.8866100000000001
136,0.43742000000000003
137,0.49391
138,0.53095
139,1.11948
140,0.68613
141,0.8621900000000001
142,0.28576
143,1.07098
144,0.72369
145,0.71825
146,0.73982
147,1.01102
148,0.7540300000000001
149,0.65698
150,0.85509
151,0.8081800000000001
152,1.0094500000000002
153,0.70035
154,0.6877300000000001
155,0.9750500000000001
156,0.9788000000000001
157,0.90007
158,0.8876600000000001
159,0.9214800000000001
160,1.3993900000000001
161,1.0771000000000002
162,0.9165000000000001
163,0.61358
164,0.47378000000000003
165,0.88097
166,0.8498500000000001
167,0.53025
168,0.8357100000000001
169,0.65859
170,0.71679
171,0.58379
172,0.68945
173,0.63
174,0.49760000000000004
175,0.6387600000000001
176,0.7717600000000001
177,0.70245
178,0.6120800000000001
179,0.7540600000000001
180,0.5805800000000001
181,0.4923
182,1.2230100000000002
183,0.49275
184,0.39829000000000003
185,1.15708
186,0.53876
187,0.7537600000000001
188,0.8988800000000001
189,0.5015200000000001
190,0.5307900000000001
191,0.8486
192,0.7062
193,0.8713000000000001
194,0.64983
195,0.7169800000000001
196,0.69469
197,0.9317300000000001
198,0.40656000000000003
199,0.90663
200,0.8087700000000001
201,0.5927800000000001
202,0.7949
203,0.44631000000000004
204,0.96652
205,0.71304
206,1.09941
207,0.6958700000000001
208,0.7055400000000001
209,0.8614700000000001
210,0.60938
211,0.8083600000000001
212,1.1749500000000002
213,0.913
214,0.4001
215,0.49563
216,0.52151
217,0.9491700000000001
218,0.9889200000000001
219,0.6161800000000001
220,0.8616300000000001
221,0.8818800000000001
222,1.47256
223,1.00354
224,1.0065000000000002
225,0.6664500000000001
226,0.64236
