FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
0,NO,2.109,YES,1.79,3.31,-5.44,NO,3.702,YES,2.831,78.303,GAUCHE,-150.593,-74.522,-122.092,WT_Dimer_validated_mini00000.yob
1,YES,2.108,YES,1.844,3.212,-5.44,NO,3.961,YES,3.075,90.937,UNDEFINED,-151.555,-71.556,-128.686,WT_Dimer_validated_mini00001.yob
2,NO,2.097,YES,1.706,3.331,-5.44,NO,3.484,YES,2.868,89.697,GAUCHE,-143.254,-84.64,-124.98,WT_Dimer_validated_mini00002.yob
3,YES,2.104,YES,1.679,3.219,-5.44,YES,3.311,NO,3.104,82.417,GAUCHE,-118.982,-91.716,-102.713,WT_Dimer_validated_mini00003.yob
4,YES,2.137,YES,1.908,3.356,-5.44,NO,3.731,YES,2.893,64.87,GAUCHE,-145.009,-87.686,-114.08,WT_Dimer_validated_mini00004.yob
5,YES,1.919,YES,1.753,3.197,-5.44,NO,3.52,YES,2.771,73.215,GAUCHE,-131.794,-83.156,-128.229,WT_Dimer_validated_mini00005.yob
6,YES,2.161,YES,1.641,3.638,-5.44,NO,4.327,YES,2.878,71.821,GAUCHE,-145.085,-82.74,-120.32,WT_Dimer_validated_mini00006.yob
7,YES,2.218,YES,2.064,3.298,-5.44,NO,3.966,YES,2.984,91.483,UNDEFINED,-146.346,-83.176,-137.463,WT_Dimer_validated_mini00007.yob
8,YES,2.016,YES,1.803,3.49,-5.44,NO,4.22,YES,3.029,83.893,GAUCHE,-135.451,-79.534,-125.21,WT_Dimer_validated_mini00008.yob
9,YES,1.94,YES,1.909,3.161,-5.44,NO,4.016,YES,2.858,59.506,GAUCHE,-146.639,-72.726,-130.649,WT_Dimer_validated_mini00009.yob
10,YES,1.893,YES,2.0,3.178,-5.44,NO,3.713,YES,2.838,53.214,GAUCHE,-136.946,-88.082,-131.687,WT_Dimer_validated_mini00010.yob
11,NO,2.952,YES,1.794,3.112,-5.44,NO,3.423,YES,3.047,37.149,UNDEFINED,-151.139,-78.135,-127.847,WT_Dimer_validated_mini00011.yob
12,YES,2.197,YES,1.917,3.69,-5.44,NO,4.384,NO,3.483,46.303,UNDEFINED,-149.76,-67.161,-111.91,WT_Dimer_validated_mini00012.yob
