STRUCTURE,DISTANCE_SER,ENERGY,MET,DISTANCE_MET,TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,VARIANT,TEMPERATURE,DOCKING
resultsDocking_S214H_315_C228-f3389-s22_PET_dimer_018_mini.yob,6.743,-4.199,NO,10.126,NO,7.497,4.338,undefined,S214H,315,018
resultsDocking_S214H_315_C248-f7873-s7_PET_dimer_009_mini.yob,6.743,-5.629,NO,9.33,NO,7.003,39.87,undefined,S214H,315,009
resultsDocking_S214H_303_C139-f1362-s45_PET_dimer_003_mini.yob,6.744,-6.501,NO,9.609,NO,7.235,45.168,undefined,S214H,303,003
resultsDocking_TSPETase_315_C583-f7690-s25_PET_dimer_002_mini.yob,6.745,-5.414,NO,7.385,NO,5.049,51.555,gauche,TSPETase,315,002
resultsDocking_TSPETase_315_C29-f1168-s20_PET_dimer_010_mini.yob,6.745,-5.568,NO,8.232,NO,4.932,50.387,gauche,TSPETase,315,010
resultsDocking_TSPETase_303_C342-f2788-s26_PET_dimer_001_mini.yob,6.746,-5.123,NO,5.948,NO,3.382,44.503,undefined,TSPETase,303,001
resultsDocking_TSPETase_315_C117-f521-s27_PET_dimer_006_mini.yob,6.746,-4.974,NO,8.654,NO,5.527,41.464,undefined,TSPETase,315,006
resultsDocking_S214H_315_C212-f3508-s13_PET_dimer_003_mini.yob,6.747,-5.115,NO,5.73,NO,5.211,42.737,undefined,S214H,315,003
resultsDocking_TSPETase_315_C366-f8258-s27_PET_dimer_002_mini.yob,6.747,-4.762,NO,7.144,NO,6.846,34.36,undefined,TSPETase,315,002
resultsDocking_TSPETase_315_C586-f7581-s26_PET_dimer_005_mini.yob,6.747,-5.257,NO,5.623,NO,7.055,17.091,undefined,TSPETase,315,005
resultsDocking_WT_303_C10-f1491-s30_PET_dimer_015_mini.yob,6.748,-5.104,NO,9.79,NO,6.862,50.657,gauche,WT,303,015
resultsDocking_TSPETase_303_C342-f2788-s26_PET_dimer_015_mini.yob,6.748,-4.527,NO,8.304,NO,5.696,40.692,undefined,TSPETase,303,015
resultsDocking_S214H_303_C57-f7498-s31_PET_dimer_014_mini.yob,6.749,-4.815,NO,9.773,NO,5.865,36.231,undefined,S214H,303,014
resultsDocking_DuraPETase_303_C91-f5550-s29_PET_dimer_012_mini.yob,6.75,-5.817,NO,8.578,NO,7.092,36.567,undefined,DuraPETase,303,012
resultsDocking_TSPETase_303_C170-f9181-s30_PET_dimer_012_mini.yob,6.752,-5.023,NO,8.86,NO,5.661,8.236,undefined,TSPETase,303,012
resultsDocking_TSPETase_303_C371-f3911-s14_PET_dimer_004_mini.yob,6.753,-4.874,NO,10.031,NO,8.444,26.879,undefined,TSPETase,303,004
resultsDocking_TSPETase_315_C247-f1346-s18_PET_dimer_009_mini.yob,6.754,-6.07,NO,6.704,NO,5.47,33.777,undefined,TSPETase,315,009
resultsDocking_TSPETase_315_C61-f827-s31_PET_dimer_011_mini.yob,6.755,-5.172,NO,10.284,NO,8.128,48.476,undefined,TSPETase,315,011
resultsDocking_S214H_303_C91-f1569-s20_PET_dimer_017_mini.yob,6.755,-5.911,NO,8.423,NO,5.552,40.206,undefined,S214H,303,017
resultsDocking_WT_315_C488-f6845-s18_PET_dimer_004_mini.yob,6.756,-4.399,NO,6.521,NO,7.568,79.012,gauche,WT,315,004
resultsDocking_S214H_303_C165-f1823-s27_PET_dimer_002_mini.yob,6.756,-5.297,NO,9.831,NO,6.315,35.794,undefined,S214H,303,002
resultsDocking_S214H_303_C294-f4464-s14_PET_dimer_004_mini.yob,6.756,-5.175,NO,9.369,NO,6.896,31.269,undefined,S214H,303,004
resultsDocking_S214H_315_C70-f713-s69_PET_dimer_012_mini.yob,6.758,-4.796,NO,8.813,NO,6.296,40.673,undefined,S214H,315,012
resultsDocking_S214H_315_C8-f1034-s41_PET_dimer_003_mini.yob,6.759,-5.314,NO,9.247,NO,5.705,32.542,undefined,S214H,315,003
resultsDocking_TSPETase_315_C364-f8283-s41_PET_dimer_017_mini.yob,6.76,-4.145,NO,5.493,NO,4.51,42.512,undefined,TSPETase,315,017
resultsDocking_TSPETase_303_C86-f7922-s18_PET_dimer_017_mini.yob,6.763,-5.656,NO,9.607,NO,8.003,53.324,gauche,TSPETase,303,017
resultsDocking_TSPETase_315_C248-f1335-s25_PET_dimer_010_mini.yob,6.764,-4.999,NO,7.106,NO,4.927,52.201,gauche,TSPETase,315,010
resultsDocking_WT_315_C130-f6634-s34_PET_dimer_008_mini.yob,6.764,-6.026,NO,9.492,NO,6.886,42.326,undefined,WT,315,008
resultsDocking_TSPETase_303_C243-f3973-s27_PET_dimer_005_mini.yob,6.765,-5.143,NO,9.354,NO,7.226,33.349,undefined,TSPETase,303,005
resultsDocking_S214H_315_C215-f3601-s19_PET_dimer_008_mini.yob,6.765,-4.356,NO,6.612,NO,5.006,12.02,undefined,S214H,315,008
resultsDocking_WT_315_C71-f7481-s18_PET_dimer_009_mini.yob,6.769,-4.102,NO,9.104,NO,6.692,35.245,undefined,WT,315,009
resultsDocking_TSPETase_303_C339-f2714-s43_PET_dimer_006_mini.yob,6.77,-4.893,NO,5.757,NO,4.621,41.44,undefined,TSPETase,303,006
resultsDocking_S214H_303_C172-f2393-s17_PET_dimer_015_mini.yob,6.77,-5.259,NO,10.189,NO,6.971,34.541,undefined,S214H,303,015
resultsDocking_WT_315_C457-f7701-s18_PET_dimer_002_mini.yob,6.77,-4.636,NO,10.057,NO,7.369,24.943,undefined,WT,315,002
resultsDocking_WT_303_C202-f3122-s16_PET_dimer_002_mini.yob,6.77,-5.122,NO,9.422,NO,6.136,43.191,undefined,WT,303,002
resultsDocking_TSPETase_315_C262-f1460-s15_PET_dimer_005_mini.yob,6.772,-6.138,NO,7.144,NO,4.783,78.055,gauche,TSPETase,315,005
resultsDocking_TSPETase_303_C167-f689-s24_PET_dimer_002_mini.yob,6.773,-5.372,NO,9.91,NO,6.921,32.628,undefined,TSPETase,303,002
resultsDocking_TSPETase_303_C333-f2782-s38_PET_dimer_015_mini.yob,6.775,-5.354,NO,8.227,NO,8.608,134.579,undefined,TSPETase,303,015
resultsDocking_S214H_315_C115-f9218-s19_PET_dimer_002_mini.yob,6.776,-5.7,NO,8.334,NO,5.468,102.354,undefined,S214H,315,002
resultsDocking_WT_303_C431-f4524-s14_PET_dimer_013_mini.yob,6.777,-5.65,NO,9.611,NO,7.166,52.944,gauche,WT,303,013
resultsDocking_TSPETase_303_C67-f5629-s18_PET_dimer_013_mini.yob,6.778,-4.58,NO,9.376,NO,7.217,55.642,gauche,TSPETase,303,013
resultsDocking_TSPETase_303_C330-f2215-s17_PET_dimer_006_mini.yob,6.778,-4.789,NO,8.599,NO,6.031,40.261,undefined,TSPETase,303,006
resultsDocking_WT_303_C189-f4133-s28_PET_dimer_014_mini.yob,6.779,-4.891,NO,9.206,NO,5.826,46.5,undefined,WT,303,014
resultsDocking_TSPETase_315_C65-f808-s24_PET_dimer_001_mini.yob,6.781,-5.456,NO,10.269,NO,8.073,26.795,undefined,TSPETase,315,001
resultsDocking_WT_315_C523-f7421-s17_PET_dimer_014_mini.yob,6.782,-6.097,NO,10.267,NO,9.107,29.058,undefined,WT,315,014
resultsDocking_WT_303_C175-f4094-s16_PET_dimer_006_mini.yob,6.785,-5.783,NO,9.68,NO,8.047,111.24,undefined,WT,303,006
resultsDocking_TSPETase_315_C65-f808-s24_PET_dimer_015_mini.yob,6.787,-4.762,NO,10.373,NO,7.778,63.433,gauche,TSPETase,315,015
resultsDocking_TSPETase_315_C247-f1346-s18_PET_dimer_014_mini.yob,6.789,-6.002,NO,7.822,NO,7.522,16.287,undefined,TSPETase,315,014
resultsDocking_TSPETase_315_C209-f4762-s13_PET_dimer_010_mini.yob,6.791,-5.579,NO,9.967,NO,7.092,36.204,undefined,TSPETase,315,010
resultsDocking_S214H_303_C161-f5600-s44_PET_dimer_017_mini.yob,6.791,-4.621,NO,9.424,NO,6.242,35.446,undefined,S214H,303,017
resultsDocking_TSPETase_303_C326-f2199-s19_PET_dimer_014_mini.yob,6.792,-4.543,NO,9.402,NO,6.85,21.233,undefined,TSPETase,303,014
resultsDocking_TSPETase_303_C339-f2714-s43_PET_dimer_015_mini.yob,6.795,-4.645,NO,5.706,NO,4.207,45.754,undefined,TSPETase,303,015
resultsDocking_TSPETase_303_C231-f4133-s17_PET_dimer_015_mini.yob,6.795,-4.897,NO,8.477,NO,6.031,42.872,undefined,TSPETase,303,015
resultsDocking_WT_303_C430-f4558-s28_PET_dimer_006_mini.yob,6.797,-4.904,NO,10.423,NO,8.87,7.258,undefined,WT,303,006
resultsDocking_TSPETase_303_C330-f2215-s17_PET_dimer_002_mini.yob,6.797,-5.171,NO,8.95,NO,6.474,43.094,undefined,TSPETase,303,002
resultsDocking_TSPETase_315_C226-f8965-s37_PET_dimer_009_mini.yob,6.798,-4.896,NO,7.524,NO,4.282,45.094,undefined,TSPETase,315,009
resultsDocking_TSPETase_303_C76-f6516-s16_PET_dimer_006_mini.yob,6.799,-4.868,NO,10.028,NO,8.725,37.496,undefined,TSPETase,303,006
resultsDocking_WT_303_C230-f4326-s32_PET_dimer_015_mini.yob,6.801,-4.502,NO,9.783,NO,6.304,20.043,undefined,WT,303,015
resultsDocking_S214H_315_C311-f7791-s22_PET_dimer_012_mini.yob,6.801,-4.848,NO,9.764,NO,6.987,38.805,undefined,S214H,315,012
resultsDocking_TSPETase_315_C584-f7843-s33_PET_dimer_016_mini.yob,6.803,-4.756,NO,9.374,NO,6.899,42.515,undefined,TSPETase,315,016
resultsDocking_WT_315_C502-f7799-s13_PET_dimer_016_mini.yob,6.804,-4.511,NO,8.599,NO,6.023,28.287,undefined,WT,315,016
resultsDocking_WT_303_C149-f3868-s42_PET_dimer_005_mini.yob,6.806,-4.573,NO,10.227,NO,8.364,28.229,undefined,WT,303,005
resultsDocking_WT_303_C178-f3831-s20_PET_dimer_009_mini.yob,6.81,-5.119,NO,10.306,NO,7.11,37.478,undefined,WT,303,009
resultsDocking_TSPETase_303_C192-f9419-s15_PET_dimer_006_mini.yob,6.811,-4.867,NO,8.539,NO,6.484,11.606,undefined,TSPETase,303,006
resultsDocking_S214H_315_C228-f3389-s22_PET_dimer_006_mini.yob,6.813,-4.566,NO,10.422,NO,7.214,9.916,undefined,S214H,315,006
resultsDocking_S214H_315_C216-f3509-s14_PET_dimer_017_mini.yob,6.818,-4.594,NO,7.647,NO,8.886,13.118,undefined,S214H,315,017
resultsDocking_TSPETase_303_C342-f2788-s26_PET_dimer_011_mini.yob,6.82,-4.697,NO,9.775,NO,6.703,45.995,undefined,TSPETase,303,011
resultsDocking_S214H_315_C63-f843-s35_PET_dimer_009_mini.yob,6.821,-5.602,NO,8.59,NO,5.465,43.185,undefined,S214H,315,009
resultsDocking_TSPETase_315_C585-f7796-s27_PET_dimer_005_mini.yob,6.826,-5.228,NO,5.213,NO,7.217,49.598,undefined,TSPETase,315,005
resultsDocking_S214H_315_C83-f8831-s9_PET_dimer_006_mini.yob,6.828,-6.436,NO,8.336,NO,5.334,30.203,undefined,S214H,315,006
resultsDocking_S214H_303_C53-f2271-s24_PET_dimer_015_mini.yob,6.828,-4.369,NO,8.706,NO,5.062,44.977,undefined,S214H,303,015
resultsDocking_S214H_303_C172-f2393-s17_PET_dimer_007_mini.yob,6.83,-5.552,NO,10.174,NO,7.354,46.059,undefined,S214H,303,007
resultsDocking_S214H_315_C211-f3660-s13_PET_dimer_014_mini.yob,6.831,-4.66,NO,6.532,NO,4.824,53.704,gauche,S214H,315,014
resultsDocking_WT_303_C10-f1491-s30_PET_dimer_004_mini.yob,6.831,-5.517,NO,9.833,NO,6.553,22.122,undefined,WT,303,004
resultsDocking_TSPETase_303_C191-f5663-s15_PET_dimer_017_mini.yob,6.832,-4.497,NO,9.944,NO,7.085,5.275,undefined,TSPETase,303,017
resultsDocking_TSPETase_303_C67-f5629-s18_PET_dimer_012_mini.yob,6.834,-4.587,NO,9.459,NO,6.45,46.368,undefined,TSPETase,303,012
resultsDocking_S214H_315_C77-f503-s20_PET_dimer_013_mini.yob,6.834,-5.376,NO,8.695,NO,6.483,110.902,undefined,S214H,315,013
resultsDocking_WT_303_C445-f4673-s36_PET_dimer_007_mini.yob,6.835,-4.775,NO,10.761,NO,9.572,16.366,undefined,WT,303,007
resultsDocking_TSPETase_315_C584-f7843-s33_PET_dimer_011_mini.yob,6.837,-4.798,NO,9.664,NO,6.661,38.514,undefined,TSPETase,315,011
resultsDocking_TSPETase_315_C215-f8954-s27_PET_dimer_015_mini.yob,6.837,-5.267,NO,5.854,NO,4.68,42.151,undefined,TSPETase,315,015
resultsDocking_S214H_315_C210-f3510-s21_PET_dimer_010_mini.yob,6.838,-5.808,NO,6.913,NO,7.537,35.822,undefined,S214H,315,010
resultsDocking_WT_315_C386-f6624-s45_PET_dimer_006_mini.yob,6.838,-4.559,NO,8.428,NO,5.974,44.929,undefined,WT,315,006
resultsDocking_TSPETase_315_C585-f7796-s27_PET_dimer_003_mini.yob,6.838,-5.305,NO,5.155,NO,7.332,10.187,undefined,TSPETase,315,003
resultsDocking_TSPETase_315_C588-f7492-s17_PET_dimer_013_mini.yob,6.838,-4.616,NO,5.103,NO,6.786,1.796,undefined,TSPETase,315,013
resultsDocking_TSPETase_303_C470-f6420-s14_PET_dimer_013_mini.yob,6.84,-4.308,NO,7.21,NO,6.849,39.019,undefined,TSPETase,303,013
resultsDocking_S214H_315_C216-f3509-s14_PET_dimer_007_mini.yob,6.842,-4.86,NO,7.215,NO,4.739,17.42,undefined,S214H,315,007
resultsDocking_WT_303_C431-f4524-s14_PET_dimer_005_mini.yob,6.842,-6.211,NO,9.122,NO,6.73,53.012,gauche,WT,303,005
resultsDocking_TSPETase_303_C166-f1271-s32_PET_dimer_013_mini.yob,6.842,-4.345,NO,10.148,NO,7.184,39.463,undefined,TSPETase,303,013
resultsDocking_TSPETase_303_C172-f1288-s17_PET_dimer_009_mini.yob,6.843,-4.442,NO,8.994,NO,5.988,41.828,undefined,TSPETase,303,009
resultsDocking_S214H_315_C212-f3508-s13_PET_dimer_001_mini.yob,6.843,-5.321,NO,5.504,NO,5.237,37.422,undefined,S214H,315,001
resultsDocking_TSPETase_315_C580-f7679-s61_PET_dimer_004_mini.yob,6.844,-4.866,NO,7.167,NO,4.773,57.189,gauche,TSPETase,315,004
resultsDocking_S214H_303_C141-f4100-s49_PET_dimer_012_mini.yob,6.845,-4.454,NO,10.023,NO,6.955,49.374,undefined,S214H,303,012
resultsDocking_WT_303_C175-f4094-s16_PET_dimer_004_mini.yob,6.845,-5.837,NO,9.641,NO,7.115,52.482,gauche,WT,303,004
resultsDocking_DuraPETase_315_C126-f2901-s17_PET_dimer_003_mini.yob,6.846,-5.824,NO,6.143,NO,6.747,73.411,gauche,DuraPETase,315,003
resultsDocking_S214H_315_C248-f7873-s7_PET_dimer_003_mini.yob,6.846,-5.721,NO,8.678,NO,6.313,40.881,undefined,S214H,315,003
resultsDocking_S214H_303_C172-f2393-s17_PET_dimer_013_mini.yob,6.847,-5.296,NO,10.199,NO,7.104,19.861,undefined,S214H,303,013
resultsDocking_S214H_303_C165-f1823-s27_PET_dimer_013_mini.yob,6.847,-4.843,NO,10.259,NO,7.491,42.725,undefined,S214H,303,013
resultsDocking_WT_303_C421-f4432-s22_PET_dimer_005_mini.yob,6.849,-6.115,NO,8.867,NO,7.016,90.341,undefined,WT,303,005
resultsDocking_S214H_315_C265-f7400-s73_PET_dimer_007_mini.yob,6.849,-4.927,NO,8.518,NO,5.748,43.043,undefined,S214H,315,007
resultsDocking_TSPETase_303_C67-f5629-s18_PET_dimer_010_mini.yob,6.85,-4.616,NO,9.937,NO,6.995,53.626,gauche,TSPETase,303,010
resultsDocking_TSPETase_303_C253-f7988-s15_PET_dimer_014_mini.yob,6.851,-4.733,NO,9.969,NO,7.398,35.223,undefined,TSPETase,303,014
resultsDocking_TSPETase_303_C368-f9452-s20_PET_dimer_003_mini.yob,6.853,-5.893,NO,6.801,NO,5.695,43.877,undefined,TSPETase,303,003
resultsDocking_TSPETase_315_C256-f1486-s25_PET_dimer_006_mini.yob,6.853,-4.411,NO,6.289,NO,5.985,42.971,undefined,TSPETase,315,006
resultsDocking_TSPETase_315_C359-f8275-s43_PET_dimer_012_mini.yob,6.855,-4.833,NO,8.347,NO,6.265,29.908,undefined,TSPETase,315,012
resultsDocking_S214H_315_C215-f3601-s19_PET_dimer_013_mini.yob,6.856,-4.286,NO,6.92,NO,6.739,35.069,undefined,S214H,315,013
resultsDocking_S214H_303_C292-f5698-s13_PET_dimer_016_mini.yob,6.857,-4.221,NO,9.75,NO,6.825,25.453,undefined,S214H,303,016
resultsDocking_TSPETase_303_C83-f7038-s17_PET_dimer_002_mini.yob,6.857,-6.445,NO,9.9,NO,6.52,43.454,undefined,TSPETase,303,002
resultsDocking_S214H_315_C309-f7117-s9_PET_dimer_005_mini.yob,6.857,-5.609,NO,9.326,NO,5.719,42.056,undefined,S214H,315,005
resultsDocking_WT_303_C421-f4432-s22_PET_dimer_007_mini.yob,6.858,-6.071,NO,10.635,NO,8.43,81.965,gauche,WT,303,007
resultsDocking_S214H_303_C57-f7498-s31_PET_dimer_005_mini.yob,6.86,-4.951,NO,8.665,NO,5.515,31.697,undefined,S214H,303,005
resultsDocking_WT_303_C189-f4133-s28_PET_dimer_005_mini.yob,6.86,-5.048,NO,9.064,NO,6.559,26.915,undefined,WT,303,005
resultsDocking_TSPETase_315_C578-f7655-s51_PET_dimer_005_mini.yob,6.86,-4.882,NO,8.868,NO,9.467,40.605,undefined,TSPETase,315,005
resultsDocking_S214H_303_C172-f2393-s17_PET_dimer_002_mini.yob,6.862,-5.806,NO,10.231,NO,7.495,34.856,undefined,S214H,303,002
resultsDocking_TSPETase_315_C262-f1460-s15_PET_dimer_011_mini.yob,6.862,-6.003,NO,7.473,NO,5.335,52.329,gauche,TSPETase,315,011
resultsDocking_WT_315_C457-f7701-s18_PET_dimer_014_mini.yob,6.863,-4.44,NO,9.953,NO,7.614,19.41,undefined,WT,315,014
resultsDocking_S214H_303_C147-f6899-s26_PET_dimer_019_mini.yob,6.866,-4.263,NO,9.638,NO,6.27,50.551,gauche,S214H,303,019
resultsDocking_S214H_315_C115-f9218-s19_PET_dimer_008_mini.yob,6.866,-5.571,NO,8.575,NO,5.348,55.28,gauche,S214H,315,008
resultsDocking_TSPETase_315_C10-f1134-s17_PET_dimer_013_mini.yob,6.867,-4.205,NO,8.641,NO,6.049,17.434,undefined,TSPETase,315,013
resultsDocking_WT_315_C390-f3810-s14_PET_dimer_003_mini.yob,6.867,-5.96,NO,9.2,NO,7.308,97.797,undefined,WT,315,003
resultsDocking_TSPETase_303_C90-f8528-s19_PET_dimer_008_mini.yob,6.868,-6.106,NO,8.608,NO,5.765,8.014,undefined,TSPETase,303,008
resultsDocking_S214H_315_C126-f5647-s11_PET_dimer_013_mini.yob,6.868,-4.436,NO,8.641,NO,5.975,32.67,undefined,S214H,315,013
resultsDocking_S214H_315_C211-f3660-s13_PET_dimer_004_mini.yob,6.869,-5.087,NO,9.372,NO,8.134,43.986,undefined,S214H,315,004
resultsDocking_S214H_315_C63-f843-s35_PET_dimer_004_mini.yob,6.872,-5.695,NO,9.887,NO,7.066,21.144,undefined,S214H,315,004
resultsDocking_WT_303_C431-f4524-s14_PET_dimer_008_mini.yob,6.873,-5.785,NO,9.441,NO,6.595,152.064,trans,WT,303,008
resultsDocking_S214H_315_C70-f713-s69_PET_dimer_003_mini.yob,6.874,-5.22,NO,9.647,NO,7.251,45.514,undefined,S214H,315,003
resultsDocking_S214H_315_C115-f9218-s19_PET_dimer_014_mini.yob,6.874,-5.409,NO,8.385,NO,5.084,39.967,undefined,S214H,315,014
resultsDocking_TSPETase_303_C172-f1288-s17_PET_dimer_008_mini.yob,6.875,-4.455,NO,10.145,NO,7.188,23.088,undefined,TSPETase,303,008
resultsDocking_WT_303_C406-f4537-s20_PET_dimer_006_mini.yob,6.875,-4.284,NO,8.614,NO,5.541,36.208,undefined,WT,303,006
resultsDocking_S214H_315_C77-f503-s20_PET_dimer_003_mini.yob,6.877,-5.515,NO,8.403,NO,5.951,31.832,undefined,S214H,315,003
resultsDocking_TSPETase_303_C468-f6387-s23_PET_dimer_016_mini.yob,6.878,-5.512,NO,8.544,NO,8.259,33.829,undefined,TSPETase,303,016
resultsDocking_TSPETase_303_C172-f1288-s17_PET_dimer_002_mini.yob,6.878,-4.786,NO,9.742,NO,7.365,41.645,undefined,TSPETase,303,002
resultsDocking_WT_315_C534-f7644-s18_PET_dimer_002_mini.yob,6.879,-6.077,NO,8.427,NO,6.518,39.464,undefined,WT,315,002
resultsDocking_TSPETase_303_C36-f5109-s14_PET_dimer_016_mini.yob,6.879,-4.928,NO,10.526,NO,8.16,39.073,undefined,TSPETase,303,016
resultsDocking_TSPETase_303_C348-f2625-s19_PET_dimer_010_mini.yob,6.88,-4.464,NO,8.896,NO,5.639,35.414,undefined,TSPETase,303,010
resultsDocking_TSPETase_303_C36-f5109-s14_PET_dimer_004_mini.yob,6.88,-5.279,NO,9.239,NO,7.453,36.858,undefined,TSPETase,303,004
resultsDocking_TSPETase_315_C580-f7679-s61_PET_dimer_007_mini.yob,6.882,-4.635,NO,5.32,NO,7.599,17.38,undefined,TSPETase,315,007
resultsDocking_S214H_315_C63-f843-s35_PET_dimer_017_mini.yob,6.882,-5.423,NO,10.008,NO,6.694,46.967,undefined,S214H,315,017
resultsDocking_WT_303_C240-f4480-s20_PET_dimer_002_mini.yob,6.883,-5.098,NO,9.777,NO,6.571,50.285,gauche,WT,303,002
resultsDocking_WT_303_C240-f4480-s20_PET_dimer_006_mini.yob,6.883,-4.926,NO,9.353,NO,6.047,139.781,undefined,WT,303,006
resultsDocking_TSPETase_303_C435-f7880-s24_PET_dimer_004_mini.yob,6.884,-4.675,NO,8.73,NO,7.741,37.194,undefined,TSPETase,303,004
resultsDocking_TSPETase_315_C215-f8954-s27_PET_dimer_008_mini.yob,6.885,-5.607,NO,6.473,NO,6.804,23.501,undefined,TSPETase,315,008
resultsDocking_WT_303_C127-f922-s14_PET_dimer_013_mini.yob,6.885,-4.831,NO,9.544,NO,5.239,35.707,undefined,WT,303,013
resultsDocking_TSPETase_315_C178-f5805-s16_PET_dimer_010_mini.yob,6.885,-6.466,NO,8.566,NO,6.013,39.205,undefined,TSPETase,315,010
resultsDocking_WT_315_C461-f6947-s14_PET_dimer_012_mini.yob,6.885,-4.239,NO,7.711,NO,6.508,51.427,gauche,WT,315,012
resultsDocking_S214H_303_C265-f1281-s18_PET_dimer_004_mini.yob,6.888,-5.033,NO,10.273,NO,7.511,40.744,undefined,S214H,303,004
resultsDocking_WT_303_C428-f4552-s14_PET_dimer_006_mini.yob,6.889,-4.261,NO,8.98,NO,7.431,54.646,gauche,WT,303,006
resultsDocking_S214H_315_C210-f3510-s21_PET_dimer_009_mini.yob,6.891,-5.915,NO,5.746,NO,5.508,42.712,undefined,S214H,315,009
resultsDocking_S214H_315_C228-f3389-s22_PET_dimer_008_mini.yob,6.891,-4.546,NO,10.209,NO,7.759,40.714,undefined,S214H,315,008
resultsDocking_TSPETase_315_C42-f9096-s19_PET_dimer_006_mini.yob,6.891,-4.855,NO,10.425,NO,7.757,46.351,undefined,TSPETase,315,006
resultsDocking_WT_303_C313-f4582-s20_PET_dimer_008_mini.yob,6.892,-5.738,NO,8.565,NO,5.012,38.334,undefined,WT,303,008
resultsDocking_S214H_303_C174-f5425-s17_PET_dimer_017_mini.yob,6.893,-4.968,NO,8.813,NO,6.443,22.827,undefined,S214H,303,017
resultsDocking_S214H_303_C141-f4100-s49_PET_dimer_014_mini.yob,6.893,-4.393,NO,8.641,NO,5.112,22.108,undefined,S214H,303,014
resultsDocking_WT_303_C430-f4558-s28_PET_dimer_003_mini.yob,6.893,-4.968,NO,6.57,NO,9.27,70.696,gauche,WT,303,003
resultsDocking_S214H_315_C140-f9069-s33_PET_dimer_015_mini.yob,6.894,-6.113,NO,10.164,NO,6.948,42.104,undefined,S214H,315,015
resultsDocking_DuraPETase_303_C91-f5550-s29_PET_dimer_007_mini.yob,6.896,-5.98,NO,9.673,NO,6.12,30.079,undefined,DuraPETase,303,007
resultsDocking_TSPETase_303_C191-f5663-s15_PET_dimer_012_mini.yob,6.897,-4.641,NO,8.5,NO,5.966,30.654,undefined,TSPETase,303,012
resultsDocking_TSPETase_315_C587-f7783-s16_PET_dimer_005_mini.yob,6.898,-5.477,NO,5.386,NO,7.303,25.911,undefined,TSPETase,315,005
resultsDocking_TSPETase_315_C587-f7783-s16_PET_dimer_002_mini.yob,6.899,-5.618,NO,5.303,NO,7.473,15.554,undefined,TSPETase,315,002
resultsDocking_TSPETase_303_C474-f6368-s13_PET_dimer_004_mini.yob,6.899,-4.223,NO,9.975,NO,7.978,54.34,gauche,TSPETase,303,004
resultsDocking_WT_315_C457-f7701-s18_PET_dimer_012_mini.yob,6.9,-4.47,NO,9.655,NO,7.375,28.118,undefined,WT,315,012
resultsDocking_TSPETase_315_C257-f1585-s16_PET_dimer_010_mini.yob,6.901,-4.939,NO,8.096,NO,6.387,47.178,undefined,TSPETase,315,010
resultsDocking_TSPETase_315_C247-f1346-s18_PET_dimer_010_mini.yob,6.906,-6.069,NO,5.144,NO,7.221,22.333,undefined,TSPETase,315,010
resultsDocking_WT_303_C428-f4552-s14_PET_dimer_001_mini.yob,6.91,-4.391,NO,8.838,NO,5.67,16.846,undefined,WT,303,001
resultsDocking_WT_315_C71-f7481-s18_PET_dimer_012_mini.yob,6.912,-4.004,NO,8.301,NO,5.332,42.233,undefined,WT,315,012
resultsDocking_TSPETase_315_C356-f8271-s34_PET_dimer_012_mini.yob,6.912,-4.567,NO,7.36,NO,6.542,15.981,undefined,TSPETase,315,012
resultsDocking_S214H_315_C1-f1539-s31_PET_dimer_006_mini.yob,6.912,-5.808,NO,8.717,NO,5.521,41.191,undefined,S214H,315,006
resultsDocking_TSPETase_303_C192-f9419-s15_PET_dimer_002_mini.yob,6.912,-4.945,NO,8.963,NO,7.024,39.181,undefined,TSPETase,303,002
resultsDocking_TSPETase_315_C83-f9398-s21_PET_dimer_008_mini.yob,6.914,-4.726,NO,8.842,NO,5.728,42.603,undefined,TSPETase,315,008
resultsDocking_S214H_303_C75-f7245-s33_PET_dimer_004_mini.yob,6.914,-6.152,NO,8.754,NO,5.475,102.36,undefined,S214H,303,004
resultsDocking_S214H_315_C231-f3450-s7_PET_dimer_008_mini.yob,6.919,-5.403,NO,8.439,NO,5.192,41.582,undefined,S214H,315,008
resultsDocking_TSPETase_303_C119-f6033-s34_PET_dimer_012_mini.yob,6.92,-6.347,NO,9.354,NO,6.866,32.923,undefined,TSPETase,303,012
resultsDocking_WT_303_C428-f4552-s14_PET_dimer_010_mini.yob,6.921,-4.182,NO,9.931,NO,7.379,30.071,undefined,WT,303,010
resultsDocking_TSPETase_303_C338-f2679-s50_PET_dimer_009_mini.yob,6.922,-4.847,NO,5.965,NO,5.194,36.275,undefined,TSPETase,303,009
resultsDocking_WT_303_C417-f4465-s18_PET_dimer_019_mini.yob,6.924,-4.833,NO,6.526,NO,4.797,42.614,undefined,WT,303,019
resultsDocking_S214H_315_C210-f3510-s21_PET_dimer_001_mini.yob,6.925,-6.209,NO,5.812,NO,5.591,74.772,gauche,S214H,315,001
resultsDocking_TSPETase_315_C576-f7497-s14_PET_dimer_013_mini.yob,6.925,-4.415,NO,6.217,NO,4.945,48.397,undefined,TSPETase,315,013
resultsDocking_S214H_303_C57-f7498-s31_PET_dimer_016_mini.yob,6.925,-4.784,NO,9.013,NO,5.711,36.624,undefined,S214H,303,016
