FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
19,YES,2.163,YES,1.858,3.267,-6.61,NO,3.718,YES,2.865,64.385,GAUCHE,-153.156,-76.428,-145.637,S214H_dimer_validated_mini00019.yob
20,NO,2.651,YES,1.756,3.75,-6.61,NO,4.521,YES,3.003,66.654,GAUCHE,-159.573,-78.257,-142.248,S214H_dimer_validated_mini00020.yob
21,YES,2.149,YES,1.783,3.501,-6.61,NO,4.59,YES,2.845,65.116,GAUCHE,-161.47,-80.093,-137.286,S214H_dimer_validated_mini00021.yob
22,YES,2.369,YES,1.844,3.677,-6.61,NO,5.21,YES,2.699,66.844,GAUCHE,-149.931,-73.951,-133.685,S214H_dimer_validated_mini00022.yob
23,YES,2.353,YES,1.734,3.525,-6.61,NO,4.139,YES,2.865,59.36,GAUCHE,-154.142,-78.967,-118.957,S214H_dimer_validated_mini00023.yob
24,YES,2.203,YES,1.759,3.4,-6.61,NO,4.318,YES,2.796,73.278,GAUCHE,-146.862,-74.453,-119.138,S214H_dimer_validated_mini00024.yob
25,NO,2.95,YES,1.679,3.677,-6.61,NO,5.038,NO,3.246,66.88,GAUCHE,-144.787,-67.713,-149.818,S214H_dimer_validated_mini00025.yob
26,YES,2.196,YES,1.73,3.481,-6.61,NO,4.348,NO,3.337,65.74,GAUCHE,-139.258,-64.706,-136.918,S214H_dimer_validated_mini00026.yob
27,YES,2.069,YES,1.74,3.213,-6.61,NO,3.729,YES,2.963,55.19,GAUCHE,-154.084,-88.501,-112.95,S214H_dimer_validated_mini00027.yob
28,NO,2.814,YES,1.967,3.754,-6.61,NO,4.922,NO,3.534,56.719,GAUCHE,-150.93,-78.399,-120.033,S214H_dimer_validated_mini00028.yob
29,YES,2.002,YES,1.95,3.814,-6.61,NO,4.318,YES,2.753,65.672,GAUCHE,-144.166,-74.484,-144.125,S214H_dimer_validated_mini00029.yob
30,YES,1.931,YES,1.798,3.589,-6.61,NO,4.091,YES,2.995,60.751,GAUCHE,-158.068,-83.379,-125.553,S214H_dimer_validated_mini00030.yob
31,NO,2.078,YES,1.901,4.029,-6.61,NO,5.011,YES,3.072,69.717,GAUCHE,-153.811,-64.632,-128.947,S214H_dimer_validated_mini00031.yob
32,NO,2.422,YES,1.764,3.712,-6.61,NO,4.375,YES,2.771,51.74,GAUCHE,-157.081,-79.957,-124.33,S214H_dimer_validated_mini00032.yob
33,YES,2.021,YES,1.89,3.497,-6.61,NO,4.454,YES,2.874,67.462,GAUCHE,-158.688,-73.847,-130.533,S214H_dimer_validated_mini00033.yob
34,NO,2.707,YES,1.673,3.733,-6.61,NO,4.911,YES,2.942,47.34,UNDEFINED,-151.55,-78.804,-123.506,S214H_dimer_validated_mini00034.yob
35,YES,2.029,YES,1.691,4.05,-6.61,NO,5.204,YES,2.952,47.062,UNDEFINED,-162.75,-78.862,-127.814,S214H_dimer_validated_mini00035.yob
36,YES,2.073,YES,1.812,3.513,-6.61,NO,4.326,YES,2.673,69.635,GAUCHE,-173.464,-87.792,-128.701,S214H_dimer_validated_mini00036.yob
37,YES,2.09,YES,1.809,3.576,-6.61,NO,4.075,YES,3.061,63.71,GAUCHE,-139.348,-73.136,-140.27,S214H_dimer_validated_mini00037.yob
38,YES,1.902,YES,1.74,3.146,-6.61,NO,3.95,YES,3.134,59.407,GAUCHE,-153.986,-74.06,-129.279,S214H_dimer_validated_mini00038.yob
39,YES,1.85,YES,1.813,3.052,-6.61,NO,3.825,YES,2.752,46.604,UNDEFINED,-146.754,-76.16,-125.743,S214H_dimer_validated_mini00039.yob
40,YES,2.126,YES,2.17,3.466,-6.61,NO,4.442,YES,3.016,54.59,GAUCHE,-165.612,-73.308,-135.59,S214H_dimer_validated_mini00040.yob
41,YES,2.355,YES,1.811,3.585,-6.61,NO,4.202,YES,3.02,89.15,GAUCHE,-148.274,-70.596,-123.023,S214H_dimer_validated_mini00041.yob
42,YES,1.885,YES,1.818,3.551,-6.61,NO,4.706,YES,2.96,56.274,GAUCHE,-143.332,-67.175,-134.841,S214H_dimer_validated_mini00042.yob
43,NO,2.772,NO,2.767,3.707,-6.61,NO,4.969,YES,3.018,60.501,GAUCHE,-158.603,-90.772,-147.683,S214H_dimer_validated_mini00043.yob
44,NO,2.576,YES,1.749,3.318,-6.61,NO,4.033,YES,2.766,57.444,GAUCHE,-137.261,-81.567,-130.192,S214H_dimer_validated_mini00044.yob
45,YES,2.117,YES,1.68,3.832,-6.61,NO,4.294,YES,3.127,80.79,GAUCHE,-153.779,-75.247,-113.16,S214H_dimer_validated_mini00045.yob
46,YES,1.975,YES,1.925,3.372,-6.61,NO,3.873,YES,2.789,63.749,GAUCHE,-146.054,-74.352,-120.698,S214H_dimer_validated_mini00046.yob
47,YES,2.182,YES,1.91,3.628,-6.61,NO,4.429,YES,2.928,65.831,GAUCHE,-141.855,-76.749,-124.338,S214H_dimer_validated_mini00047.yob
48,YES,1.825,YES,1.83,3.509,-6.61,NO,3.793,YES,2.834,61.109,GAUCHE,-144.221,-67.333,-128.756,S214H_dimer_validated_mini00048.yob
49,YES,1.997,YES,1.65,3.535,-6.61,NO,3.751,YES,3.165,69.218,GAUCHE,-135.064,-76.364,-122.265,S214H_dimer_validated_mini00049.yob
50,YES,2.074,YES,1.853,3.464,-6.61,NO,4.032,YES,2.782,68.792,GAUCHE,-150.36,-70.727,-109.015,S214H_dimer_validated_mini00050.yob
51,NO,2.497,YES,1.825,3.367,-6.61,NO,4.215,YES,3.001,63.788,GAUCHE,-141.513,-74.553,-117.686,S214H_dimer_validated_mini00051.yob
52,NO,2.305,YES,2.039,3.39,-6.61,NO,4.065,YES,2.826,66.452,GAUCHE,-150.464,-83.168,-125.94,S214H_dimer_validated_mini00052.yob
53,YES,2.036,YES,2.031,3.454,-6.61,NO,4.078,YES,2.863,54.238,GAUCHE,-158.096,-82.155,-129.532,S214H_dimer_validated_mini00053.yob
54,YES,1.946,YES,1.801,3.502,-6.61,NO,4.392,YES,2.885,55.516,GAUCHE,-145.735,-83.905,-134.471,S214H_dimer_validated_mini00054.yob
55,YES,2.209,YES,1.87,3.462,-6.61,NO,3.845,YES,2.921,68.086,GAUCHE,-144.866,-68.054,-129.657,S214H_dimer_validated_mini00055.yob
56,YES,2.089,YES,1.993,3.146,-6.61,NO,3.531,YES,2.627,49.356,UNDEFINED,-152.507,-71.613,-128.212,S214H_dimer_validated_mini00056.yob
57,YES,2.071,YES,1.821,3.643,-6.61,NO,4.678,YES,2.977,53.237,GAUCHE,-128.355,-87.827,-127.134,S214H_dimer_validated_mini00057.yob
58,YES,2.119,YES,1.816,3.317,-6.61,NO,3.922,YES,2.881,66.259,GAUCHE,-158.328,-84.852,-138.574,S214H_dimer_validated_mini00058.yob
59,YES,1.758,YES,1.735,3.461,-6.61,NO,3.571,YES,2.916,66.836,GAUCHE,-137.489,-80.296,-140.904,S214H_dimer_validated_mini00059.yob
60,YES,1.871,YES,1.753,3.7,-6.61,NO,4.036,YES,2.987,62.322,GAUCHE,-150.603,-81.109,-145.951,S214H_dimer_validated_mini00060.yob
61,YES,1.941,YES,1.993,3.861,-6.61,NO,4.174,YES,2.91,73.173,GAUCHE,-147.03,-84.512,-157.265,S214H_dimer_validated_mini00061.yob
62,YES,2.078,YES,1.771,3.359,-6.61,NO,3.725,YES,2.853,71.549,GAUCHE,-152.1,-80.138,-132.465,S214H_dimer_validated_mini00062.yob
63,YES,1.998,YES,1.75,3.087,-6.61,NO,3.899,YES,2.765,41.731,UNDEFINED,-131.761,-78.535,-113.457,S214H_dimer_validated_mini00063.yob
64,NO,2.649,YES,2.01,3.59,-6.61,NO,4.892,YES,3.138,65.364,GAUCHE,-150.421,-65.002,-125.303,S214H_dimer_validated_mini00064.yob
65,YES,2.147,YES,1.75,3.16,-6.61,NO,4.15,YES,2.784,54.644,GAUCHE,-147.204,-75.552,-128.326,S214H_dimer_validated_mini00065.yob
66,NO,3.67,YES,1.75,3.761,-6.61,NO,5.197,YES,3.043,63.1,GAUCHE,-161.082,-79.29,-115.483,S214H_dimer_validated_mini00066.yob
67,NO,3.106,YES,1.851,3.675,-6.61,NO,4.776,YES,2.902,60.097,GAUCHE,-148.893,-84.093,-133.264,S214H_dimer_validated_mini00067.yob
68,YES,2.147,YES,1.926,3.427,-6.61,NO,4.4,YES,2.868,46.76,UNDEFINED,-142.672,-76.774,-134.125,S214H_dimer_validated_mini00068.yob
69,YES,2.164,YES,1.956,3.944,-6.61,NO,5.292,NO,3.587,52.903,GAUCHE,-158.339,-75.8,-120.866,S214H_dimer_validated_mini00069.yob
70,NO,2.458,YES,1.803,3.591,-6.61,NO,3.99,YES,2.993,65.044,GAUCHE,-153.425,-67.923,-133.433,S214H_dimer_validated_mini00070.yob
71,NO,3.053,YES,1.778,3.826,-6.61,NO,5.076,NO,3.162,64.715,GAUCHE,-145.102,-93.617,-107.071,S214H_dimer_validated_mini00071.yob
72,YES,2.026,YES,1.739,3.36,-6.61,NO,4.162,YES,2.873,66.785,GAUCHE,-150.595,-82.72,-123.851,S214H_dimer_validated_mini00072.yob
73,YES,2.322,YES,1.789,3.401,-6.61,NO,4.401,YES,2.872,53.112,GAUCHE,-152.953,-69.721,-135.263,S214H_dimer_validated_mini00073.yob
74,YES,1.899,YES,1.847,3.194,-6.61,YES,3.4,YES,2.946,49.409,UNDEFINED,-146.119,-90.662,-153.582,S214H_dimer_validated_mini00074.yob
75,YES,1.78,YES,1.76,2.973,-6.61,NO,3.869,YES,2.84,76.709,GAUCHE,-146.196,-92.664,-126.155,S214H_dimer_validated_mini00075.yob
76,YES,2.049,YES,1.739,3.418,-6.61,NO,3.883,YES,2.949,73.324,GAUCHE,-136.02,-86.057,-121.432,S214H_dimer_validated_mini00076.yob
77,YES,2.008,YES,1.731,3.652,-6.61,NO,4.959,NO,3.503,63.076,GAUCHE,-141.201,-69.131,-133.607,S214H_dimer_validated_mini00077.yob
78,YES,2.183,YES,1.774,3.823,-6.61,NO,5.162,YES,3.23,77.163,GAUCHE,-136.427,-68.68,-144.058,S214H_dimer_validated_mini00078.yob
79,NO,2.279,YES,1.878,3.481,-6.61,NO,4.469,YES,2.73,76.526,GAUCHE,-138.776,-59.962,-140.164,S214H_dimer_validated_mini00079.yob
80,NO,2.469,YES,2.043,3.876,-6.61,NO,5.14,NO,3.439,79.688,GAUCHE,-152.502,-76.506,-95.924,S214H_dimer_validated_mini00080.yob
81,YES,2.138,YES,1.689,3.462,-6.61,NO,4.783,YES,2.869,80.302,GAUCHE,-143.041,-86.54,-133.374,S214H_dimer_validated_mini00081.yob
82,YES,2.068,YES,1.827,3.406,-6.61,NO,4.276,YES,2.842,80.516,GAUCHE,-147.238,-84.824,-116.896,S214H_dimer_validated_mini00082.yob
83,YES,1.988,YES,1.847,3.467,-6.61,NO,4.239,YES,2.893,79.718,GAUCHE,-147.783,-71.587,-139.083,S214H_dimer_validated_mini00083.yob
84,YES,2.26,YES,1.839,3.423,-6.61,NO,4.045,YES,2.921,60.291,GAUCHE,-162.427,-83.507,-130.135,S214H_dimer_validated_mini00084.yob
85,YES,2.308,YES,1.843,3.678,-6.61,NO,4.221,YES,2.983,58.626,GAUCHE,-154.689,-86.051,-110.05,S214H_dimer_validated_mini00085.yob
86,NO,2.542,YES,1.793,3.318,-6.61,NO,3.792,YES,2.956,75.941,GAUCHE,-164.813,-59.038,-120.706,S214H_dimer_validated_mini00086.yob
87,YES,2.165,YES,1.727,3.476,-6.61,NO,3.975,YES,2.754,78.465,GAUCHE,-138.135,-76.196,-114.352,S214H_dimer_validated_mini00087.yob
88,YES,1.974,YES,1.788,3.684,-6.61,NO,4.715,YES,2.961,55.553,GAUCHE,-164.494,-80.484,-136.862,S214H_dimer_validated_mini00088.yob
89,NO,2.486,YES,1.69,3.473,-6.61,NO,4.292,YES,2.761,66.867,GAUCHE,-147.623,-73.428,-130.499,S214H_dimer_validated_mini00089.yob
90,YES,1.962,YES,1.803,3.33,-6.61,NO,4.118,YES,2.768,59.817,GAUCHE,-160.841,-70.686,-127.32,S214H_dimer_validated_mini00090.yob
91,YES,2.211,YES,1.91,3.845,-6.61,NO,4.432,YES,2.805,72.196,GAUCHE,-154.791,-66.993,-122.369,S214H_dimer_validated_mini00091.yob
92,YES,1.764,YES,1.711,3.161,-6.61,NO,4.453,YES,2.947,54.613,GAUCHE,-144.17,-82.676,-146.704,S214H_dimer_validated_mini00092.yob
93,NO,2.815,YES,1.747,3.65,-6.61,NO,4.587,YES,3.001,82.604,GAUCHE,-154.658,-81.058,-128.862,S214H_dimer_validated_mini00093.yob
94,NO,3.419,YES,1.871,4.03,-6.61,NO,5.457,NO,3.713,60.965,GAUCHE,-148.993,-83.168,-148.674,S214H_dimer_validated_mini00094.yob
95,NO,2.035,YES,1.814,3.767,-6.61,NO,4.089,YES,2.77,55.706,GAUCHE,-148.545,-76.075,-134.158,S214H_dimer_validated_mini00095.yob
96,YES,2.283,YES,1.766,3.561,-6.61,NO,4.895,YES,3.06,70.89,GAUCHE,-137.653,-89.441,-139.47,S214H_dimer_validated_mini00096.yob
97,NO,3.864,YES,1.902,3.602,-6.61,NO,4.738,NO,3.344,80.528,GAUCHE,-155.011,-78.561,-109.682,S214H_dimer_validated_mini00097.yob
98,NO,3.189,YES,1.695,3.787,-6.61,NO,5.218,NO,3.429,93.099,UNDEFINED,-139.939,-70.423,-121.608,S214H_dimer_validated_mini00098.yob
99,NO,2.144,YES,1.726,3.306,-6.61,NO,3.558,YES,2.719,72.138,GAUCHE,-153.882,-71.868,-132.522,S214H_dimer_validated_mini00099.yob
100,NO,2.683,YES,1.984,3.752,-6.61,NO,4.837,NO,3.17,81.386,GAUCHE,-155.409,-86.951,-114.906,S214H_dimer_validated_mini00100.yob
101,YES,1.923,YES,1.767,3.287,-6.61,NO,4.706,YES,2.797,72.034,GAUCHE,-146.678,-83.152,-134.522,S214H_dimer_validated_mini00101.yob
102,YES,1.892,YES,1.63,3.25,-6.61,NO,3.582,YES,2.82,69.432,GAUCHE,-151.339,-69.46,-109.826,S214H_dimer_validated_mini00102.yob
103,NO,3.84,YES,1.83,3.87,-6.61,NO,4.787,NO,4.424,85.267,GAUCHE,-145.916,-85.462,-117.708,S214H_dimer_validated_mini00103.yob
104,NO,3.784,YES,1.778,3.605,-6.61,NO,4.492,NO,5.001,42.879,UNDEFINED,-142.08,-82.803,-135.323,S214H_dimer_validated_mini00104.yob
105,NO,3.541,YES,1.952,4.187,-6.61,NO,4.535,NO,4.443,75.736,GAUCHE,-162.756,-71.419,-125.772,S214H_dimer_validated_mini00105.yob
106,NO,3.597,YES,1.917,3.715,-6.61,NO,4.455,NO,3.413,88.371,GAUCHE,-140.477,-67.827,-132.002,S214H_dimer_validated_mini00106.yob
107,NO,3.635,YES,1.776,3.627,-6.61,NO,4.665,NO,4.564,66.056,GAUCHE,-134.601,-87.136,-118.92,S214H_dimer_validated_mini00107.yob
108,NO,4.028,YES,1.747,3.786,-6.61,NO,4.575,NO,4.339,78.777,GAUCHE,-120.862,-82.487,-126.34,S214H_dimer_validated_mini00108.yob
109,NO,3.901,YES,1.786,3.787,-6.61,NO,4.727,NO,3.351,58.51,GAUCHE,-154.651,-83.237,-131.981,S214H_dimer_validated_mini00109.yob
110,NO,4.062,YES,1.882,3.76,-6.61,NO,4.287,NO,4.389,14.513,UNDEFINED,-151.102,-74.107,-129.227,S214H_dimer_validated_mini00110.yob
111,NO,3.525,YES,1.95,3.707,-6.61,NO,4.385,NO,4.336,44.84,UNDEFINED,-150.212,-77.785,-149.113,S214H_dimer_validated_mini00111.yob
112,NO,3.491,YES,2.03,3.745,-6.61,NO,4.389,NO,4.639,47.681,UNDEFINED,-138.797,-76.474,-131.89,S214H_dimer_validated_mini00112.yob
113,NO,3.491,YES,1.849,3.833,-6.61,NO,4.921,NO,4.898,61.14,GAUCHE,-142.507,-73.468,-136.26,S214H_dimer_validated_mini00113.yob
114,NO,3.833,YES,1.959,3.837,-6.61,NO,4.683,NO,4.653,67.85,GAUCHE,-140.11,-60.795,-131.394,S214H_dimer_validated_mini00114.yob
115,NO,3.067,YES,1.92,3.605,-6.61,NO,4.724,NO,3.53,73.007,GAUCHE,-158.961,-64.919,-132.315,S214H_dimer_validated_mini00115.yob
116,YES,2.086,YES,1.749,3.324,-6.61,NO,4.468,YES,2.983,70.848,GAUCHE,-135.552,-80.028,-138.127,S214H_dimer_validated_mini00116.yob
117,YES,2.04,YES,1.828,3.195,-6.61,NO,3.65,YES,2.784,46.317,UNDEFINED,-148.54,-74.866,-119.754,S214H_dimer_validated_mini00117.yob
118,YES,2.186,YES,1.646,3.594,-6.61,NO,4.318,YES,2.985,58.883,GAUCHE,-149.626,-97.842,-137.832,S214H_dimer_validated_mini00118.yob
119,YES,2.205,YES,1.793,3.034,-6.61,YES,3.43,YES,2.999,90.753,UNDEFINED,-151.62,-79.953,-125.623,S214H_dimer_validated_mini00119.yob
120,NO,2.504,YES,1.801,3.626,-6.61,NO,4.188,NO,2.915,58.195,GAUCHE,-151.294,-70.557,-120.972,S214H_dimer_validated_mini00120.yob
121,YES,1.917,YES,1.913,3.521,-6.61,NO,4.656,YES,2.943,94.297,UNDEFINED,-161.494,-78.498,-135.587,S214H_dimer_validated_mini00121.yob
122,YES,1.836,YES,1.9,3.093,-6.61,YES,3.134,YES,2.928,75.509,GAUCHE,-134.619,-73.261,-119.151,S214H_dimer_validated_mini00122.yob
123,NO,1.937,YES,1.924,3.254,-6.61,NO,3.874,YES,2.836,56.878,GAUCHE,-150.474,-72.061,-127.649,S214H_dimer_validated_mini00123.yob
124,YES,2.037,YES,1.764,3.556,-6.61,NO,4.043,YES,3.121,60.334,GAUCHE,-150.288,-74.244,-121.091,S214H_dimer_validated_mini00124.yob
125,YES,2.035,YES,1.748,3.675,-6.61,NO,4.403,NO,3.066,72.519,GAUCHE,-149.58,-81.295,-143.036,S214H_dimer_validated_mini00125.yob
126,YES,2.133,YES,1.832,3.025,-6.61,YES,3.305,YES,3.095,76.926,GAUCHE,-153.315,-83.473,-148.102,S214H_dimer_validated_mini00126.yob
127,YES,1.923,YES,2.066,3.672,-6.61,NO,4.101,YES,3.09,60.463,GAUCHE,-155.556,-84.81,-132.666,S214H_dimer_validated_mini00127.yob
128,YES,1.966,YES,1.793,3.157,-6.61,NO,3.642,YES,2.841,76.822,GAUCHE,-134.554,-80.265,-107.373,S214H_dimer_validated_mini00128.yob
129,YES,2.042,YES,1.853,3.161,-6.61,NO,3.86,YES,2.957,75.547,GAUCHE,-140.82,-85.316,-130.791,S214H_dimer_validated_mini00129.yob
130,NO,2.456,YES,1.887,3.59,-6.61,NO,4.003,NO,3.02,94.517,UNDEFINED,-149.554,-80.091,-140.644,S214H_dimer_validated_mini00130.yob
131,NO,3.009,YES,1.758,3.28,-6.61,NO,3.849,YES,2.796,65.01,GAUCHE,-164.155,-76.693,-143.474,S214H_dimer_validated_mini00131.yob
132,NO,2.936,YES,1.727,3.667,-6.61,NO,4.868,NO,3.461,77.658,GAUCHE,-132.077,-85.741,-123.042,S214H_dimer_validated_mini00132.yob
133,YES,1.92,YES,1.649,3.189,-6.61,NO,3.887,YES,2.98,68.074,GAUCHE,-143.576,-86.039,-107.276,S214H_dimer_validated_mini00133.yob
134,YES,2.168,YES,1.861,3.646,-6.61,NO,4.164,YES,3.133,72.492,GAUCHE,-149.644,-68.714,-132.006,S214H_dimer_validated_mini00134.yob
135,NO,2.956,YES,1.863,3.756,-6.61,NO,4.021,NO,3.361,87.367,GAUCHE,-132.867,-94.83,-110.378,S214H_dimer_validated_mini00135.yob
136,NO,2.561,YES,1.889,3.333,-6.61,NO,3.581,YES,3.001,68.309,GAUCHE,-149.265,-89.812,-138.62,S214H_dimer_validated_mini00136.yob
137,NO,2.48,YES,1.847,3.928,-6.61,NO,5.087,NO,3.123,50.0,GAUCHE,-144.691,-73.705,-141.154,S214H_dimer_validated_mini00137.yob
138,YES,1.958,YES,1.84,3.51,-6.61,NO,3.726,YES,3.002,47.495,UNDEFINED,-161.64,-73.237,-130.185,S214H_dimer_validated_mini00138.yob
139,YES,1.868,YES,1.799,3.416,-6.61,NO,3.683,YES,3.117,65.019,GAUCHE,-149.92,-82.17,-131.843,S214H_dimer_validated_mini00139.yob
140,NO,2.34,YES,1.738,3.015,-6.61,NO,3.558,YES,3.037,68.449,GAUCHE,-156.36,-69.543,-128.826,S214H_dimer_validated_mini00140.yob
141,NO,3.047,YES,1.846,3.602,-6.61,NO,4.729,NO,3.183,73.602,GAUCHE,-129.47,-79.217,-109.681,S214H_dimer_validated_mini00141.yob
142,YES,2.318,YES,1.883,3.481,-6.61,NO,3.914,YES,2.83,90.198,UNDEFINED,-157.165,-78.917,-116.508,S214H_dimer_validated_mini00142.yob
143,YES,1.836,YES,1.829,3.01,-6.61,YES,3.429,YES,2.929,79.442,GAUCHE,-149.125,-72.021,-113.063,S214H_dimer_validated_mini00143.yob
144,NO,2.152,YES,1.757,3.595,-6.61,NO,3.951,YES,2.94,95.567,UNDEFINED,-154.937,-80.596,-118.088,S214H_dimer_validated_mini00144.yob
145,YES,2.333,YES,1.886,3.68,-6.61,NO,4.51,NO,3.027,85.572,GAUCHE,-142.391,-86.531,-132.124,S214H_dimer_validated_mini00145.yob
146,YES,2.27,YES,1.877,3.28,-6.61,NO,4.122,YES,2.883,61.374,GAUCHE,-144.512,-84.138,-140.044,S214H_dimer_validated_mini00146.yob
147,YES,1.859,YES,1.768,3.096,-6.61,NO,3.932,YES,2.91,87.02,GAUCHE,-140.958,-72.973,-124.572,S214H_dimer_validated_mini00147.yob
148,NO,2.59,YES,1.763,3.562,-6.61,NO,4.588,YES,3.033,94.813,UNDEFINED,-149.996,-82.935,-133.363,S214H_dimer_validated_mini00148.yob
149,NO,2.844,YES,1.867,3.592,-6.61,NO,4.299,YES,3.073,82.263,GAUCHE,-143.142,-64.643,-118.344,S214H_dimer_validated_mini00149.yob
150,NO,2.917,YES,1.774,3.605,-6.61,NO,5.036,YES,2.776,72.324,GAUCHE,-162.199,-69.162,-128.389,S214H_dimer_validated_mini00150.yob
151,NO,3.004,YES,1.873,3.735,-6.61,NO,4.907,NO,3.534,60.595,GAUCHE,-152.087,-76.741,-120.886,S214H_dimer_validated_mini00151.yob
152,YES,1.937,NO,1.808,3.779,-6.61,NO,5.082,YES,2.881,67.638,GAUCHE,-146.742,-66.256,-119.816,S214H_dimer_validated_mini00152.yob
153,YES,1.963,YES,1.719,3.218,-6.61,NO,3.702,NO,2.686,75.259,GAUCHE,-149.302,-73.717,-118.713,S214H_dimer_validated_mini00153.yob
154,YES,1.842,YES,1.947,3.272,-6.61,NO,4.071,YES,2.843,55.809,GAUCHE,-143.855,-68.826,-125.852,S214H_dimer_validated_mini00154.yob
155,YES,1.912,YES,1.961,3.483,-6.61,NO,4.215,YES,2.993,56.608,GAUCHE,-149.391,-79.232,-152.555,S214H_dimer_validated_mini00155.yob
156,YES,2.189,YES,1.797,3.738,-6.61,NO,4.508,YES,2.779,77.226,GAUCHE,-145.489,-83.899,-125.414,S214H_dimer_validated_mini00156.yob
157,NO,2.444,YES,1.653,3.647,-6.61,NO,4.817,YES,2.957,61.907,GAUCHE,-148.504,-72.318,-129.849,S214H_dimer_validated_mini00157.yob
158,YES,2.25,YES,1.932,3.814,-6.61,NO,4.452,YES,2.834,63.103,GAUCHE,-158.909,-76.019,-136.47,S214H_dimer_validated_mini00158.yob
159,YES,2.007,YES,1.836,3.409,-6.61,NO,3.889,YES,2.87,54.132,GAUCHE,-147.507,-81.394,-122.118,S214H_dimer_validated_mini00159.yob
160,NO,3.752,YES,1.738,3.587,-6.61,NO,4.819,YES,3.037,72.332,GAUCHE,-153.936,-81.293,-139.367,S214H_dimer_validated_mini00160.yob
161,YES,2.14,YES,1.822,3.819,-6.61,NO,5.53,YES,3.166,74.869,GAUCHE,-141.864,-77.735,-138.84,S214H_dimer_validated_mini00161.yob
