FRAME,DIHEDROS
0,-71.651
1,-82.567
2,-80.25
3,-87.455
4,-78.345
5,-73.626
6,-96.861
7,-65.646
8,-80.354
9,-78.025
10,-64.543
11,-83.426
12,-84.352
13,-80.879
14,-72.057
15,-75.552
16,-87.789
17,-80.303
18,-80.634
19,-79.894
20,-90.738
21,-96.812
22,-78.302
23,-89.006
24,-84.806
25,-69.391
26,-68.084
27,-80.225
28,-74.869
29,-79.613
30,-83.438
31,-78.101
32,-76.597
33,-71.776
34,-82.358
35,-88.944
36,-80.445
37,-82.169
38,-73.876
39,-77.022
40,-86.046
41,-79.79
42,-91.793
43,-82.911
44,-71.514
45,-87.665
46,-80.36
47,-77.857
48,-78.971
49,-77.594
50,-83.909
51,-64.684
52,-80.983
53,-83.894
54,-78.845
55,-89.993
56,-72.918
57,-69.101
58,-75.687
59,-76.325
60,-68.766
61,-77.863
62,-78.248
63,-84.007
64,-81.506
65,-80.811
66,-79.744
67,-78.577
68,-90.529
69,-69.814
70,-90.706
71,-77.314
72,-69.993
73,-81.654
74,-72.58
75,-69.514
76,-71.277
77,-74.858
78,-87.71
79,-72.254
80,-85.891
81,-85.444
82,-67.226
83,-77.61
84,-73.41
85,-76.052
86,-79.171
87,-76.007
88,-73.327
89,-85.631
90,-69.569
91,-72.661
92,-95.698
93,-72.637
94,-64.964
95,-78.162
96,-75.515
97,-78.453
98,-83.984
99,-79.543
100,-77.739
101,-70.247
102,-77.533
103,-73.988
104,-72.866
105,-76.141
106,-80.748
107,-74.802
108,-74.917
109,-70.798
110,-67.83
111,-80.386
112,-73.801
113,-73.992
114,-74.684
115,-89.522
116,-73.32
117,-85.557
118,-75.747
119,-74.536
120,-82.331
121,-68.655
122,-64.245
123,-75.03
124,-74.796
125,-74.862
126,-79.422
127,-84.992
128,-83.055
129,-86.612
130,-86.701
131,-88.318
132,-71.359
133,-79.889
134,-81.801
135,-83.425
136,-82.138
137,-77.494
138,-81.33
139,-80.971
140,-82.779
141,-76.275
142,-78.934
143,-64.35
144,-79.625
145,-88.64
146,-74.733
147,-75.926
148,-84.833
149,-72.617
150,-79.279
151,-75.682
152,-76.217
153,-75.598
154,-84.76
155,-73.279
156,-67.731
157,-81.613
158,-87.971
159,-84.725
160,-77.693
161,-86.584
162,-84.491
163,-72.399
164,-76.463
165,-82.476
166,-80.378
167,-72.687
168,-72.714
169,-73.846
170,-70.09
171,-83.546
172,-82.392
173,-75.602
174,-78.571
175,-81.715
176,-70.427
177,-75.885
178,-84.187
179,-87.248
180,-78.052
181,-80.435
182,-86.157
183,-79.325
184,-87.346
185,-83.753
186,-70.815
187,-83.633
188,-82.528
189,-82.207
190,-65.651
191,-65.427
192,-83.425
193,-94.684
194,-79.92
195,-82.459
196,-71.708
197,-85.512
198,-89.693
199,-85.556
200,-73.062
201,-75.442
202,-77.244
203,-81.882
204,-72.102
205,-77.013
206,-76.407
207,-87.514
208,-72.026
209,-81.206
210,-75.86
211,-84.667
212,-84.117
213,-82.6
214,-70.494
215,-78.779
216,-80.537
217,-69.209
218,-78.078
219,-79.786
220,-77.977
221,-71.224
222,-88.736
223,-82.959
224,-71.874
225,-83.221
226,-84.578
227,-74.824
228,-88.514
229,-82.74
230,-83.337
231,-90.551
232,-68.84
233,-67.038
234,-75.033
235,-72.543
236,-70.416
237,-78.657
238,-84.694
239,-85.749
240,-83.971
241,-68.515
242,-66.798
243,-74.035
244,-82.59
245,-75.289
246,-72.455
247,-85.81
248,-70.305
249,-83.945
250,-85.738
251,-75.049
252,-82.4
253,-79.601
254,-80.241
255,-74.872
256,-68.379
257,-90.271
258,-75.597
259,-78.41
260,-81.786
261,-82.175
262,-78.086
263,-69.134
264,-94.932
265,-70.188
266,-84.448
267,-81.651
268,-81.379
269,-76.074
270,-78.126
271,-74.788
272,-74.374
273,-78.695
274,-89.198
275,-64.595
276,-79.067
277,-75.271
278,-88.484
279,-67.455
280,-85.911
281,-84.358
282,-81.13
283,-73.196
284,-63.437
285,-82.286
286,-76.207
287,-76.869
288,-87.65
289,-68.715
290,-82.482
291,-78.854
292,-84.635
293,-75.428
294,-65.702
295,-79.325
296,-83.32
297,-84.844
298,-79.09
299,-78.885
300,-86.654
301,-68.223
302,-69.785
303,-76.164
304,-91.392
305,-76.62
306,-89.251
307,-69.686
308,-73.937
309,-71.028
310,-77.589
311,-74.599
312,-81.238
313,-91.186
314,-78.275
315,-65.797
316,-76.723
317,-82.791
318,-87.267
319,-77.297
320,-74.386
321,-74.49
322,-85.333
323,-77.825
324,-76.633
325,-85.413
326,-87.731
327,-65.59
328,-81.506
329,-76.463
330,-75.624
331,-81.412
332,-80.545
333,-71.512
334,-80.565
335,-78.233
336,-81.818
337,-76.367
338,-62.602
339,-74.37
340,-77.878
341,-81.971
342,-78.925
343,-77.531
344,-76.354
345,-81.639
346,-79.619
347,-92.643
348,-82.627
349,-77.31
350,-74.718
351,-88.119
352,-70.176
353,-71.301
354,-80.263
355,-67.533
356,-78.133
357,-74.018
358,-87.309
359,-79.214
360,-80.228
361,-84.593
362,-71.764
363,-85.072
364,-75.319
365,-79.13
366,-76.543
367,-72.071
368,-78.197
369,-81.245
370,-84.167
371,-73.995
372,-73.296
373,-79.798
374,-80.185
375,-79.734
376,-74.356
377,-70.396
378,-76.853
379,-75.711
380,-72.19
381,-76.021
382,-64.651
383,-71.58
384,-84.451
385,-60.151
386,-83.011
387,-88.702
388,-79.843
389,-74.7
390,-67.375
391,-74.802
392,-69.784
393,-79.086
394,-79.567
395,-78.165
396,-87.839
397,-71.728
398,-82.088
399,-72.946
400,-73.745
401,-77.848
402,-83.158
403,-80.566
404,-77.886
405,-88.939
406,-65.7
407,-62.549
408,-84.963
409,-74.77
410,-74.273
411,-86.634
412,-94.348
413,-82.976
414,-76.45
415,-76.067
416,-75.111
417,-83.714
418,-75.815
419,-87.781
420,-66.48
421,-90.569
422,-78.904
423,-75.992
424,-78.758
425,-75.513
426,-79.834
427,-85.222
428,-78.36
429,-76.669
430,-78.941
431,-84.643
432,-82.42
433,-78.587
434,-73.775
435,-69.631
436,-81.189
437,-76.979
438,-84.047
439,-78.51
440,-75.622
441,-80.443
442,-85.736
443,-79.422
444,-84.854
445,-75.639
446,-73.491
447,-71.462
448,-83.062
449,-70.636
450,-77.738
451,-81.877
452,-91.879
453,-74.282
454,-89.626
455,-70.144
456,-69.793
457,-82.849
458,-88.852
459,-90.11
460,-67.106
461,-77.089
462,-78.946
463,-78.995
464,-76.294
465,-89.747
466,-78.166
467,-86.239
468,-78.64
469,-74.754
470,-76.94
471,-87.494
472,-99.916
473,-81.721
474,-71.306
475,-80.587
476,-78.182
477,-90.285
478,-70.73
479,-76.325
480,-85.491
481,-73.366
482,-91.138
483,-76.805
484,-71.414
485,-88.169
486,-72.422
487,-79.632
488,-79.121
489,-73.43
490,-84.074
491,-77.893
492,-71.213
493,-80.907
494,-76.826
495,-84.156
496,-84.595
497,-91.756
498,-69.114
499,-79.949
500,-86.317
501,-78.839
502,-79.0
503,-85.885
504,-83.523
505,-80.973
506,-79.556
507,-80.735
508,-68.167
509,-82.002
510,-83.59
511,-72.932
512,-86.09
513,-66.202
514,-74.234
515,-71.656
516,-77.751
517,-88.788
518,-75.954
519,-78.537
520,-93.42
521,-91.793
522,-75.414
523,-76.245
524,-77.625
525,-71.713
526,-77.486
527,-77.584
528,-81.384
529,-79.841
530,-64.597
531,-82.156
532,-81.104
533,-89.149
534,-94.112
535,-84.186
536,-73.138
537,-68.905
538,-80.594
539,-86.713
540,-82.065
541,-75.987
542,-87.863
543,-74.816
544,-65.815
545,-77.107
546,-69.955
547,-71.364
548,-79.342
549,-79.701
550,-85.369
551,-81.928
552,-66.885
553,-79.608
554,-82.696
555,-76.802
556,-88.948
557,-87.768
558,-73.994
559,-88.485
560,-80.689
561,-72.668
562,-76.86
563,-75.003
564,-70.618
565,-64.748
566,-85.188
567,-72.846
568,-81.169
569,-71.01
570,-73.906
571,-73.518
572,-85.779
573,-83.495
574,-78.483
575,-78.03
576,-71.33
577,-87.45
578,-85.587
579,-88.366
580,-81.82
581,-74.419
582,-77.812
583,-91.706
584,-91.734
585,-85.598
586,-79.683
587,-69.996
588,-88.362
589,-77.101
590,-94.92
591,-76.047
592,-89.065
593,-81.358
594,-88.007
595,-80.77
596,-87.5
597,-84.804
598,-77.953
599,-89.254
600,-76.742
601,-67.014
602,-82.89
603,-76.41
604,-78.457
605,-87.175
606,-83.622
607,-78.53
608,-71.364
609,-80.22
610,-93.823
611,-94.182
612,-85.8
613,-72.151
614,-75.804
615,-85.305
616,-76.434
617,-79.998
618,-81.182
619,-84.72
620,-88.106
621,-71.083
622,-91.163
623,-78.412
624,-74.201
625,-70.402
626,-69.22
627,-81.011
628,-84.935
629,-72.657
630,-84.163
631,-72.064
632,-74.304
633,-78.616
634,-83.33
635,-63.434
636,-88.136
637,-80.92
638,-74.416
639,-77.771
640,-69.608
641,-76.739
642,-87.552
643,-77.752
644,-85.103
645,-95.634
646,-79.073
647,-76.317
648,-65.816
649,-81.217
650,-81.953
651,-82.084
652,-85.44
653,-71.692
654,-72.358
655,-85.931
656,-75.286
657,-66.851
658,-81.463
659,-79.935
660,-83.646
661,-84.613
662,-74.019
663,-93.332
664,-74.289
665,-79.253
666,-77.574
667,-79.113
668,-73.664
669,-69.787
670,-89.102
671,-73.216
672,-83.465
673,-74.172
674,-78.758
675,-79.541
676,-81.401
677,-74.257
678,-83.574
679,-85.172
680,-83.224
681,-78.002
682,-71.92
683,-87.232
684,-83.758
685,-72.21
686,-77.979
687,-76.133
688,-83.013
689,-89.86
690,-82.498
691,-86.632
692,-87.273
693,-84.26
694,-83.183
695,-67.011
696,-74.074
697,-77.34
698,-72.523
699,-76.458
700,-77.887
701,-70.403
702,-69.914
703,-84.924
704,-83.935
705,-85.033
706,-74.82
707,-83.702
708,-100.495
709,-84.434
710,-94.82
711,-79.778
712,-87.911
713,-73.72
714,-79.406
715,-78.395
716,-80.452
717,-82.708
718,-75.006
719,-76.066
720,-78.117
721,-80.582
722,-74.219
723,-80.096
724,-79.538
725,-87.895
726,-79.638
727,-88.572
728,-89.236
729,-79.226
730,-76.789
731,-87.284
732,-75.662
733,-89.235
734,-78.039
735,-70.415
736,-80.026
737,-72.858
738,-76.458
739,-74.89
740,-88.106
741,-77.559
742,-77.071
743,-88.916
744,-75.564
745,-87.997
746,-72.315
747,-78.014
748,-68.264
749,-66.281
750,-84.012
751,-71.519
752,-82.939
753,-77.611
754,-72.561
755,-75.475
756,-81.391
757,-85.194
758,-75.325
759,-77.732
760,-78.214
761,-85.843
762,-73.272
763,-82.769
764,-82.428
765,-84.753
766,-85.995
767,-88.116
768,-80.155
769,-83.835
770,-80.004
771,-70.161
772,-72.822
773,-89.013
774,-69.932
775,-80.051
776,-84.261
777,-86.517
778,-74.647
779,-74.243
780,-82.936
781,-89.212
782,-77.503
783,-73.749
784,-70.752
785,-79.195
786,-78.041
787,-82.774
788,-81.221
789,-70.154
790,-80.808
791,-83.621
792,-77.107
793,-83.362
794,-88.118
795,-88.245
796,-78.559
797,-82.288
798,-81.408
799,-83.628
800,-68.295
801,-80.254
802,-72.982
803,-70.77
804,-66.016
805,-84.191
806,-75.345
807,-80.591
808,-75.751
809,-83.027
810,-70.741
811,-78.078
812,-87.846
813,-79.24
814,-66.964
815,-80.044
816,-83.184
817,-78.193
818,-70.218
819,-87.465
820,-79.893
821,-82.043
822,-68.054
823,-75.017
824,-81.492
825,-82.777
826,-77.539
827,-83.809
828,-86.354
829,-79.116
830,-94.764
831,-88.403
832,-70.972
833,-78.087
834,-71.416
835,-73.19
836,-83.076
837,-72.357
838,-85.166
839,-83.089
840,-86.385
841,-75.089
842,-82.261
843,-84.423
844,-77.026
845,-81.652
846,-79.943
847,-68.004
848,-79.655
849,-87.217
850,-79.028
851,-82.715
852,-81.377
853,-78.44
854,-79.405
855,-79.919
856,-86.003
857,-73.031
858,-71.819
859,-79.555
860,-94.843
861,-73.149
862,-78.02
863,-63.199
864,-83.143
865,-85.061
866,-92.735
867,-75.766
868,-75.53
869,-84.625
870,-80.722
871,-81.557
872,-68.61
873,-69.041
874,-73.749
875,-72.05
876,-91.36
877,-79.392
878,-77.976
879,-70.06
880,-83.302
881,-84.549
882,-77.587
883,-78.488
884,-78.146
885,-75.675
886,-82.095
887,-78.839
888,-85.965
889,-82.919
890,-92.478
891,-93.001
892,-74.554
893,-72.059
894,-70.691
895,-90.663
896,-84.899
897,-83.082
898,-66.228
899,-75.763
900,-82.852
901,-76.364
902,-80.258
903,-71.82
904,-85.25
905,-84.951
906,-81.231
907,-68.404
908,-90.266
909,-73.07
910,-87.86
911,-86.721
912,-66.65
913,-68.126
914,-84.06
915,-80.17
916,-85.7
917,-81.223
918,-68.02
919,-78.056
920,-75.788
921,-73.691
922,-72.032
923,-77.284
924,-75.06
925,-80.966
926,-92.806
927,-84.999
928,-84.06
929,-77.908
930,-73.743
931,-85.629
932,-79.956
933,-80.554
934,-84.596
935,-74.872
936,-80.295
937,-95.696
938,-78.43
939,-67.564
940,-81.939
941,-72.644
942,-82.261
943,-73.639
944,-79.757
945,-81.433
946,-75.359
947,-81.094
948,-67.182
949,-71.051
950,-76.456
951,-77.7
952,-74.638
953,-71.479
954,-73.595
955,-69.74
956,-67.873
957,-68.346
958,-92.446
959,-72.582
960,-88.01
961,-65.604
962,-92.335
963,-76.819
964,-78.359
965,-67.24
966,-80.316
967,-79.029
968,-70.587
969,-89.529
970,-78.383
971,-84.073
972,-82.289
973,-88.873
974,-88.985
975,-80.67
976,-87.335
977,-78.064
978,-80.572
979,-81.506
980,-96.764
981,-88.041
982,-89.262
983,-80.181
984,-88.184
985,-84.287
986,-72.809
987,-81.336
988,-93.905
989,-80.738
990,-83.419
991,-85.361
992,-75.928
993,-85.399
994,-77.693
995,-72.617
996,-78.905
997,-79.329
998,-85.97
999,-74.353
1000,-82.192
1001,-73.404
1002,-83.123
1003,-93.478
1004,-78.058
1005,-77.061
1006,-80.04
1007,-82.812
1008,-70.551
1009,-82.078
1010,-88.602
1011,-69.636
1012,-78.663
1013,-73.533
1014,-72.321
1015,-78.876
1016,-85.195
1017,-82.025
1018,-86.188
1019,-82.898
1020,-86.663
1021,-65.294
1022,-71.357
1023,-78.021
1024,-76.284
1025,-95.287
1026,-70.598
1027,-85.231
1028,-79.427
1029,-85.189
1030,-72.691
1031,-79.561
1032,-74.738
1033,-86.283
1034,-78.16
1035,-73.401
1036,-85.865
1037,-85.279
1038,-71.564
1039,-77.848
1040,-76.791
1041,-74.534
1042,-81.001
1043,-73.319
1044,-88.579
1045,-82.327
1046,-83.934
1047,-81.352
1048,-75.906
1049,-74.425
1050,-77.038
1051,-79.303
1052,-70.519
1053,-76.189
1054,-86.081
1055,-80.322
1056,-72.465
1057,-90.08
1058,-66.873
1059,-73.549
1060,-90.423
1061,-74.008
1062,-81.121
1063,-83.364
1064,-80.709
1065,-81.39
1066,-81.691
1067,-86.137
1068,-72.382
1069,-76.576
1070,-75.609
1071,-82.681
1072,-72.775
1073,-86.677
1074,-74.344
1075,-82.632
1076,-66.856
1077,-83.059
1078,-77.257
1079,-90.814
1080,-75.008
1081,-81.888
1082,-81.802
1083,-77.522
1084,-69.792
1085,-71.725
1086,-81.651
1087,-75.674
1088,-78.421
1089,-78.829
1090,-82.661
1091,-77.731
1092,-86.743
1093,-80.069
1094,-79.239
1095,-76.887
1096,-81.975
1097,-86.322
1098,-83.656
