Frame,RMSD
0,0.0
1,1.16557
2,0.9536100000000001
3,0.49649000000000004
4,0.7042200000000001
5,1.5444300000000002
6,0.52824
7,0.86899
8,0.40070000000000006
9,0.30236
10,0.7365
11,1.00086
12,0.57574
13,0.63944
14,0.29056000000000004
15,0.67878
16,0.7508800000000001
17,0.89719
18,0.62936
19,0.46890000000000004
20,0.68679
21,0.5325700000000001
22,1.06465
23,0.7789800000000001
24,1.2724600000000001
25,0.7941900000000001
26,0.52105
27,0.77283
28,0.9820400000000001
29,1.28855
30,0.7533900000000001
31,1.02167
32,0.5955
33,0.5863700000000001
34,0.76426
35,0.39359000000000005
36,0.78798
37,0.7179300000000001
38,0.99526
39,0.7216400000000001
40,0.35803
41,0.76046
42,0.49824
43,1.2434200000000002
44,0.87177
45,1.05892
46,1.32092
47,0.8833200000000001
48,0.68686
49,0.5406500000000001
50,0.71769
51,0.59375
52,0.83389
53,0.7750900000000001
54,0.7574500000000001
55,0.6789400000000001
56,0.9915100000000001
57,1.0031400000000001
58,0.5008600000000001
59,1.0689700000000002
60,0.49776000000000004
61,0.88007
62,0.55106
63,0.9814300000000001
64,0.6965600000000001
65,0.47167000000000003
66,0.47488
67,0.89102
68,0.77246
69,1.13995
70,0.8574700000000001
71,0.7593300000000001
72,0.7923300000000001
73,0.5549000000000001
74,0.5769200000000001
75,0.87826
76,0.43704000000000004
77,0.6689200000000001
78,0.99887
79,0.8797800000000001
80,0.44155000000000005
81,1.11212
82,0.6450800000000001
83,1.0987600000000002
84,1.1831900000000002
85,0.51605
86,0.6077100000000001
87,0.9457900000000001
88,1.01455
89,0.87338
90,0.5364300000000001
91,0.70696
92,0.82454
93,0.46455
94,0.73862
95,0.68042
96,0.78639
97,0.92259
98,1.04001
99,0.66652
100,0.36964
101,0.95579
102,0.7118000000000001
103,0.35408
104,0.7584700000000001
105,0.70725
106,1.4730500000000002
107,1.2275900000000002
108,0.73626
109,0.8456300000000001
110,0.6940200000000001
111,0.9092800000000001
112,0.6798200000000001
113,0.43504000000000004
114,0.7680800000000001
115,1.01559
116,0.5436700000000001
117,0.6994600000000001
118,0.75851
119,0.5325000000000001
120,1.1153600000000001
121,0.59706
122,0.74712
123,0.7495
124,0.686
125,1.2629400000000002
126,1.0825900000000002
127,0.6961400000000001
128,0.8162200000000001
129,0.54917
130,0.57049
131,0.48019000000000006
132,0.75978
133,1.13871
134,0.55988
