FRAME,DIHEDROS
0,-137.524
1,-130.351
2,-129.995
3,-109.555
4,-134.958
5,-103.974
6,-100.624
7,-115.632
8,-122.359
9,-126.868
10,-111.556
11,-120.486
12,-106.049
13,-121.008
14,-114.486
15,-116.138
16,-117.062
17,-114.025
18,-124.455
19,-83.8
20,-126.339
21,-113.221
22,-122.882
23,-121.732
24,-126.086
25,-121.582
26,-117.241
27,-132.326
28,-100.571
29,-107.99
30,-119.388
31,-103.776
32,-132.168
33,-117.227
34,-104.839
35,-109.711
36,-114.347
37,-129.097
38,-117.575
39,-127.499
40,-105.086
41,-104.11
42,-129.79
43,-113.535
44,-123.694
45,-121.342
46,-106.856
47,-93.571
48,-110.988
49,-111.793
50,-116.741
51,-114.747
52,-113.743
53,-109.875
54,-107.898
55,-116.947
56,-111.273
57,-100.905
58,-128.062
59,-142.683
60,-121.315
61,-136.254
62,-136.29
63,-124.232
64,-117.162
65,-121.64
66,-115.655
67,-132.739
68,-134.95
69,-105.962
70,-139.303
71,-114.878
72,-111.894
73,-110.876
74,-112.889
75,-112.241
76,-128.388
77,-143.241
78,-118.322
79,-124.376
80,-128.04
81,-105.03
82,-137.529
83,-128.581
84,-110.287
85,-111.954
86,-108.899
87,-124.191
88,-126.599
89,-120.707
90,-123.841
91,-135.135
92,-131.188
93,-109.28
94,-122.071
95,-130.807
96,-115.152
97,-151.92
98,-133.511
99,-121.578
100,-113.251
101,-133.661
102,-113.424
103,-111.337
104,-116.065
105,-133.681
106,-115.623
107,-138.72
108,-134.54
109,-114.443
110,-111.41
111,-129.099
112,-133.321
113,-128.88
114,-119.118
115,-133.412
116,-125.685
117,-121.54
118,-143.801
119,-120.716
120,-147.118
121,-138.231
122,-140.543
123,-121.743
124,-126.256
125,-115.152
126,-130.669
127,-114.948
128,-92.461
129,-122.055
130,-132.579
131,-116.137
132,-123.251
133,-117.133
134,-139.358
135,-117.538
136,-105.914
137,-120.385
138,-134.702
139,-125.538
140,-137.587
141,-108.733
142,-104.956
143,-134.545
144,-130.298
145,-112.369
146,-115.927
147,-116.913
148,-125.465
149,-120.057
150,-123.782
151,-118.494
152,-113.834
153,-126.789
154,-125.187
155,-117.486
156,-134.9
157,-127.402
158,-120.392
159,-112.981
160,-123.451
161,-132.19
162,-120.359
163,-135.86
164,-134.715
165,-114.432
166,-111.553
167,-120.077
168,-112.443
169,-116.276
170,-118.091
171,-110.009
172,-132.862
173,-114.28
174,-103.043
175,-108.527
176,-115.37
177,-133.076
178,-130.685
179,-140.252
180,-101.099
181,-122.063
182,-117.633
183,-122.001
184,-121.275
185,-119.519
186,-136.522
187,-124.459
188,-112.319
189,-128.959
190,-110.263
191,-127.581
192,-121.893
193,-116.198
194,-131.261
195,-119.67
196,-116.31
197,-104.343
198,-96.982
199,-137.718
200,-113.282
201,-110.981
202,-118.633
203,-109.993
204,-116.291
205,-112.242
206,-123.059
207,-120.0
208,-123.153
209,-115.104
210,-110.862
211,-122.116
212,-127.127
213,-117.036
214,-112.26
215,-105.858
216,-117.241
217,-115.878
218,-107.793
219,-128.265
220,-105.366
221,-130.016
222,-114.557
223,-134.302
224,-114.638
225,-118.185
226,-115.14
227,-106.425
228,-113.837
229,-108.885
230,-100.421
231,-125.155
232,-107.315
233,-128.414
234,-125.331
235,-107.729
236,-119.265
237,-103.753
238,-130.123
239,-111.897
240,-119.35
