FRAME,HB_SER_HIS,DISTANCE_SER_HIS,HB_HIS_ASP,DISTANCE_HIS_ASP,DISTANCE_SER,ENERGY,OX_HB_MET,DISTANCE_MET,OX_HB_TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,DIHEDRAL_159,DIHEDRAL_185,DIHEDRAL_237,STRUCTURE
145,NO,3.562,NO,1.876,5.678,-5.35,NO,6.248,NO,6.42,175.943,TRANS,-107.956,-73.732,-123.442,DuraPETase_dimer_validated_mini00145.yob
146,NO,3.583,YES,1.81,5.057,-5.35,NO,5.785,NO,6.974,162.529,TRANS,-115.738,-78.794,-123.718,DuraPETase_dimer_validated_mini00146.yob
147,NO,3.763,YES,1.951,6.193,-5.35,NO,7.017,NO,6.279,176.69,TRANS,-115.094,-67.886,-119.832,DuraPETase_dimer_validated_mini00147.yob
148,NO,2.299,YES,1.613,6.371,-5.35,NO,7.017,NO,6.378,142.089,UNDEFINED,-136.611,-87.2,-133.723,DuraPETase_dimer_validated_mini00148.yob
149,NO,2.982,YES,1.881,6.976,-5.35,NO,7.518,NO,5.562,179.756,TRANS,-175.454,-69.88,-116.405,DuraPETase_dimer_validated_mini00149.yob
150,YES,2.203,NO,1.859,6.755,-5.35,NO,7.121,NO,5.151,160.035,TRANS,-101.948,-78.803,-104.843,DuraPETase_dimer_validated_mini00150.yob
151,NO,2.754,YES,1.825,7.145,-5.35,NO,7.627,NO,6.104,109.921,UNDEFINED,-129.212,-83.969,-134.803,DuraPETase_dimer_validated_mini00151.yob
152,YES,1.91,YES,1.923,5.45,-5.35,NO,5.71,NO,5.257,94.32,UNDEFINED,-145.61,-82.377,-120.108,DuraPETase_dimer_validated_mini00152.yob
153,NO,3.123,YES,1.972,5.852,-5.35,NO,6.697,NO,4.935,126.935,UNDEFINED,-122.846,-76.877,-122.88,DuraPETase_dimer_validated_mini00153.yob
154,NO,2.464,YES,1.688,4.902,-5.35,NO,5.449,NO,5.432,158.047,TRANS,-119.003,-88.289,-106.852,DuraPETase_dimer_validated_mini00154.yob
155,YES,1.93,YES,1.802,5.533,-5.35,NO,6.01,NO,5.148,123.904,UNDEFINED,-112.976,-77.721,-125.317,DuraPETase_dimer_validated_mini00155.yob
156,YES,2.307,YES,1.682,4.931,-5.35,NO,5.791,NO,5.46,155.959,TRANS,-140.331,-83.107,-121.835,DuraPETase_dimer_validated_mini00156.yob
