FRAME,DIHEDROS
0,67.606
1,60.751
2,61.286
3,89.176
4,84.688
5,75.0
6,97.795
7,105.104
8,117.698
9,123.289
10,141.522
11,132.951
12,95.697
13,-131.08
14,-115.626
15,-126.178
16,-154.194
17,-134.65
18,-125.36
19,-96.638
20,-120.88
21,-116.159
22,-139.257
23,-136.117
24,-137.371
25,-118.649
26,-113.602
27,-118.709
28,-111.476
29,-131.452
30,-122.515
31,-115.989
32,-124.9
33,-107.553
34,-106.563
35,-107.821
36,-117.1
37,-114.257
38,-122.688
39,-97.415
40,-90.028
41,-119.59
42,-138.099
43,-131.742
44,-116.486
45,-89.316
46,-118.626
47,-104.655
48,-101.905
49,-157.013
50,-120.693
51,-124.544
52,-117.122
53,-121.441
54,-145.842
55,-109.519
56,-92.451
57,-107.678
58,-134.09
59,-111.751
60,-100.203
61,-97.455
62,-102.682
63,-123.722
64,-118.218
65,-126.348
66,-131.012
67,-111.976
68,-123.686
69,-114.419
70,-96.462
71,-121.557
72,-133.584
73,-131.908
74,-114.168
75,-123.008
76,-110.391
77,-130.048
78,-112.258
79,-147.825
80,-153.446
81,-148.626
82,-113.563
83,-130.469
84,-121.975
85,-109.294
86,-126.426
87,-118.336
88,-111.492
89,-116.259
90,-120.811
91,-119.902
92,-126.484
93,-103.179
94,-113.838
95,-119.174
96,-99.279
97,-125.173
98,-125.617
99,-99.517
100,-119.703
101,-120.088
102,-117.471
103,-137.146
104,-98.3
105,-123.348
106,-131.006
107,-118.112
108,-126.474
109,-122.165
110,-122.149
111,-116.695
112,-131.852
113,-130.245
114,-134.826
115,-116.456
116,-121.648
117,-116.919
118,-107.541
119,-116.113
120,-100.015
121,-153.92
122,-135.877
123,-118.056
124,-113.615
125,-112.156
126,-115.65
127,-127.094
128,-118.228
129,-137.208
130,-136.692
131,-127.471
132,-161.0
133,-137.529
134,-126.839
135,-136.693
136,-145.458
137,-129.984
138,-129.594
139,-129.173
140,-129.903
141,-128.796
142,-119.427
143,-138.564
144,-106.621
145,-106.098
146,-113.506
147,-125.072
148,-122.042
149,-137.25
150,-117.389
151,-110.214
152,-114.109
153,-101.461
154,-123.74
155,-122.434
156,-125.793
157,-127.781
158,-110.223
159,-112.33
160,-122.151
161,-128.263
162,-102.229
163,-120.365
164,-121.772
165,-131.855
166,-113.633
167,-108.132
168,-146.026
169,-125.02
170,-110.212
171,-111.662
172,-127.896
173,-126.597
174,-128.912
175,-109.961
176,-132.9
177,-140.977
178,-129.45
179,-114.819
180,-119.085
181,-114.442
182,-117.278
183,-131.863
184,-135.702
185,-102.536
186,-102.926
187,-109.7
188,-129.717
189,-122.616
190,-118.118
191,-116.473
192,-129.168
193,-145.924
194,-124.727
